token	pos
To	TO
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
In	IN
coming	VBG
before	IN
you	PRP
for	IN
the	DT
first	JJ
time	NN
as	IN
Chief	NNP
Magistrate	NNP
of	IN
this	DT
great	JJ
nation	NN
,	,
it	PRP
is	VBZ
with	IN
gratitude	NN
to	TO
the	DT
Giver	NN
of	IN
All	DT
Good	JJ
for	IN
the	DT
many	JJ
benefits	NNS
we	PRP
enjoy	VBP
.	.
We	PRP
are	VBP
blessed	VBN
with	IN
peace	NN
at	IN
home	NN
,	,
and	CC
are	VBP
without	IN
entangling	JJ
alliances	NNS
abroad	RB
to	TO
forebode	VB
trouble	NN
;	:
with	IN
a	DT
territory	NN
unsurpassed	VBN
in	IN
fertility	NN
,	,
of	IN
an	DT
area	NN
equal	JJ
to	TO
the	DT
abundant	JJ
support	NN
of	IN
500,000,000	CD
people	NNS
,	,
and	CC
abounding	VBZ
in	IN
every	DT
variety	NN
of	IN
useful	JJ
mineral	NN
in	IN
quantity	NN
sufficient	JJ
to	TO
supply	VB
the	DT
world	NN
for	IN
generations	NNS
;	:
with	IN
exuberant	JJ
crops	NNS
;	:
with	IN
a	DT
variety	NN
of	IN
climate	NN
adapted	VBN
to	TO
the	DT
production	NN
of	IN
every	DT
species	NN
of	IN
earth	NN
's	POS
riches	NNS
and	CC
suited	VBN
to	TO
the	DT
habits	NNS
,	,
tastes	NNS
,	,
and	CC
requirements	NNS
of	IN
every	DT
living	VBG
thing	NN
;	:
with	IN
a	DT
population	NN
of	IN
40,000,000	CD
free	JJ
people	NNS
,	,
all	DT
speaking	VBG
one	CD
language	NN
;	:
with	IN
facilities	NNS
for	IN
every	DT
mortal	NN
to	TO
acquire	VB
an	DT
education	NN
;	:
with	IN
institutions	NNS
closing	VBG
to	TO
none	NN
the	DT
avenues	NNS
to	TO
fame	NN
or	CC
any	DT
blessing	NN
of	IN
fortune	NN
that	WDT
may	MD
be	VB
coveted	VBN
;	:
with	IN
freedom	NN
of	IN
the	DT
pulpit	NN
,	,
the	DT
press	NN
,	,
and	CC
the	DT
school	NN
;	:
with	IN
a	DT
revenue	NN
flowing	VBG
into	IN
the	DT
National	NNP
Treasury	NNP
beyond	IN
the	DT
requirements	NNS
of	IN
the	DT
Government	NNP
.	.
Happily	RB
,	,
harmony	NN
is	VBZ
being	VBG
rapidly	RB
restored	VBN
within	IN
our	PRP$
own	JJ
borders	NNS
.	.
Manufactures	NNS
hitherto	VBD
unknown	JJ
in	IN
our	PRP$
country	NN
are	VBP
springing	VBG
up	RP
in	IN
all	DT
