token	pos
To	TO
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
In	IN
submitting	VBG
my	PRP$
seventh	JJ
annual	JJ
message	NN
to	TO
Congress	NNP
,	,
in	IN
this	DT
centennial	NN
year	NN
of	IN
our	PRP$
national	JJ
existence	NN
as	IN
a	DT
free	JJ
and	CC
independent	JJ
people	NNS
,	,
it	PRP
affords	VBZ
me	PRP
great	JJ
pleasure	NN
to	TO
recur	VB
to	TO
the	DT
advancement	NN
that	WDT
has	VBZ
been	VBN
made	VBN
from	IN
the	DT
time	NN
of	IN
the	DT
colonies	NNS
,	,
one	CD
hundred	CD
years	NNS
ago	RB
.	.
We	PRP
were	VBD
then	RB
a	DT
people	NNS
numbering	NN
only	RB
3,000,000	CD
.	.
Now	RB
we	PRP
number	NN
more	RBR
than	IN
40,000,000	CD
.	.
Then	RB
industries	NNS
were	VBD
confined	VBN
almost	RB
exclusively	RB
to	TO
the	DT
tillage	NN
of	IN
the	DT
soil	NN
.	.
Now	RB
manufactories	NNS
absorb	VBP
much	RB
of	IN
the	DT
labor	NN
of	IN
the	DT
country	NN
.	.
Our	PRP$
liberties	NNS
remain	VBP
unimpaired	JJ
;	:
the	DT
bondmen	NNS
have	VBP
been	VBN
freed	VBN
from	IN
slavery	NN
;	:
we	PRP
have	VBP
become	VBN
possessed	VBN
of	IN
the	DT
respect	NN
,	,
if	IN
not	RB
the	DT
friendship	NN
,	,
of	IN
all	DT
civilized	JJ
nations	NNS
.	.
Our	PRP$
progress	NN
has	VBZ
been	VBN
great	JJ
in	IN
all	PDT
the	DT
arts--in	JJ
science	NN
,	,
agriculture	NN
,	,
commerce	NN
,	,
navigation	NN
,	,
mining	NN
,	,
mechanics	NNS
,	,
law	NN
,	,
medicine	NN
,	,
etc.	FW
;	:
and	CC
in	IN
general	JJ
education	NN
the	DT
progress	NN
is	VBZ
likewise	RB
encouraging	JJ
.	.
Our	PRP$
thirteen	CD
States	NNS
have	VBP
become	VBN
thirty-eight	JJ
,	,
including	VBG
Colorado	NNP
(	-LRB-
which	WDT
has	VBZ
taken	VBN
the	DT
initiatory	JJ
steps	NNS
to	TO
become	VB
a	DT
State	NN
)	-RRB-
,	,
and	CC
eight	CD
Territories	NNS
,	,
including	VBG
the	DT
Indian	NNP
Territory	NNP
and	CC
Alaska	NNP
,	,
and	CC
excluding	VBG
Colorado	NNP
,	,
making	VBG
a	DT
territory	NN
extending	VBG
from	IN
the	DT
Atlantic	NNP
to	TO
the	DT
Pacific	NNP
.	.
On	IN
the	DT
south	NN
we	PRP
have	VBP
