token	pos
Gentlemen	NNS
of	IN
the	DT
Senate	NNP
and	CC
Gentlemen	NNP
of	IN
the	DT
House	NNP
of	IN
Representatives	NNPS
:	:
Immediately	RB
after	IN
the	DT
adjournment	NN
of	IN
Congress	NNP
at	IN
their	PRP$
last	JJ
session	NN
in	IN
Philadelphia	NNP
I	PRP
gave	VBD
directions	NNS
,	,
in	IN
compliance	NN
with	IN
the	DT
laws	NNS
,	,
for	IN
the	DT
removal	NN
of	IN
the	DT
public	JJ
offices	NNS
,	,
records	NNS
,	,
and	CC
property	NN
.	.
These	DT
directions	NNS
have	VBP
been	VBN
executed	VBN
,	,
and	CC
the	DT
public	JJ
officers	NNS
have	VBP
since	IN
resided	VBN
and	CC
conducted	VBN
the	DT
ordinary	JJ
business	NN
of	IN
the	DT
Government	NN
in	IN
this	DT
place	NN
.	.
I	PRP
congratulate	VBP
the	DT
people	NNS
of	IN
the	DT
United	NNP
States	NNP
on	IN
the	DT
assembling	NN
of	IN
Congress	NNP
at	IN
the	DT
permanent	JJ
seat	NN
of	IN
their	PRP$
Government	NN
,	,
and	CC
I	PRP
congratulate	VBP
you	PRP
,	,
gentlemen	NNS
,	,
on	IN
the	DT
prospect	NN
of	IN
a	DT
residence	NN
not	RB
to	TO
be	VB
changed	VBN
.	.
Although	IN
there	EX
is	VBZ
cause	NN
to	TO
apprehend	VB
that	DT
accommodations	NNS
are	VBP
not	RB
now	RB
so	RB
complete	JJ
as	IN
might	MD
be	VB
wished	VBN
,	,
yet	CC
there	EX
is	VBZ
great	JJ
reason	NN
to	TO
believe	VB
that	IN
this	DT
inconvenience	NN
will	MD
cease	VB
with	IN
the	DT
present	JJ
session	NN
.	.
It	PRP
would	MD
be	VB
unbecoming	VBG
the	DT
representatives	NNS
of	IN
this	DT
nation	NN
to	TO
assemble	VB
for	IN
the	DT
first	JJ
time	NN
in	IN
this	DT
solemn	JJ
temple	NN
without	IN
looking	VBG
up	RB
to	TO
the	DT
Supreme	NNP
Ruler	NNP
of	IN
the	DT
Universe	NNP
and	CC
imploring	VBG
His	PRP$
blessing	NN
.	.
May	NNP
this	DT
territory	NN
be	VB
the	DT
residence	NN
of	IN
virtue	NN
and	CC
happiness	NN
!	.
In	IN
this	DT
city	NN
may	MD
that	IN
piety	NN
and	CC
virtue	NN
,	,
that	IN
wisdom	NN
and	CC
magnanimity	NN
,	,
that	IN
constancy	NN
and	CC
self-government	NN
,	,
which	WDT
adorned	VBD
the	DT
great	JJ
character	NN
whose	WP$
name	NN
it	PRP
bears	VBZ
be	VB
forever	RB
held	VBN
in	IN
veneration	NN
!	.
Here	RB
and	CC
throughout	IN
our	PRP$
country	NN
may	MD
simple	JJ
manners	NNS
,	,
pure	JJ
morals	NNS
,	,
and	CC
true	JJ
religion	NN
flourish	VB
forever	RB
!	.
It	PRP
is	VBZ
with	IN
you	PRP
,	,
gentlemen	NNS
,	,
to	TO
consider	VB
whether	IN
the	DT
local	JJ
powers	NNS
over	IN
the	DT
District	NNP
of	IN
Columbia	NNP
vested	VBN
by	IN
the	DT
Constitution	NNP
in	IN
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNPS
shall	MD
be	VB
immediately	RB
exercised	VBN
.	.
If	IN
in	IN
your	PRP$
opinion	NN
this	DT
important	JJ
trust	NN
ought	MD
now	RB
to	TO
be	VB
executed	VBN
,	,
you	PRP
can	MD
not	RB
fail	VB
while	IN
performing	VBG
it	PRP
to	TO
take	VB
into	IN
view	NN
the	DT
future	NN
probable	JJ
situation	NN
of	IN
the	DT
territory	NN
for	IN
the	DT
happiness	NN
of	IN
which	WDT
you	PRP
are	VBP
about	RB
to	TO
provide	VB
.	.
You	PRP
will	MD
consider	VB
it	PRP
as	IN
the	DT
capital	NN
of	IN
a	DT
great	JJ
nation	NN
advancing	VBG
with	IN
unexampled	JJ
rapidity	NN
in	IN
arts	NNS
,	,
in	IN
commerce	NN
,	,
in	IN
wealth	NN
,	,
and	CC
in	IN
population	NN
,	,
and	CC
possessing	VBG
within	IN
itself	PRP
those	DT
energies	NNS
and	CC
resources	NNS
which	WDT
,	,
if	IN
not	RB
thrown	VBN
away	RB
or	CC
lamentably	RB
misdirected	VBN
,	,
will	MD
secure	VB
to	TO
it	PRP
a	DT
long	JJ
course	NN
of	IN
prosperity	NN
and	CC
self-government	NN
.	.
In	IN
compliance	NN
with	IN
a	DT
law	NN
of	IN
the	DT
last	JJ
session	NN
of	IN
Congress	NNP
,	,
the	DT
officers	NNS
and	CC
soldiers	NNS
of	IN
the	DT
temporary	JJ
army	NN
have	VBP
been	VBN
discharged	VBN
.	.
It	PRP
affords	VBZ
real	JJ
pleasure	NN
to	TO
recollect	VB
the	DT
honorable	JJ
testimony	NN
they	PRP
gave	VBD
of	IN
the	DT
patriotic	JJ
motives	NNS
which	WDT
brought	VBD
them	PRP
into	IN
the	DT
service	NN
of	IN
their	PRP$
country	NN
,	,
by	IN
the	DT
readiness	NN
and	CC
regularity	NN
with	IN
which	WDT
they	PRP
returned	VBD
to	TO
the	DT
station	NN
of	IN
private	JJ
citizens	NNS
.	.
It	PRP
is	VBZ
in	IN
every	DT
point	NN
of	IN
view	NN
of	IN
such	JJ
primary	JJ
importance	NN
to	TO
carry	VB
the	DT
laws	NNS
into	IN
prompt	JJ
and	CC
faithful	JJ
execution	NN
,	,
and	CC
to	TO
render	VB
that	IN
part	NN
of	IN
the	DT
administration	NN
of	IN
justice	NN
which	WDT
the	DT
Constitution	NNP
and	CC
laws	NNS
devolve	VBP
on	IN
the	DT
Federal	NNP
courts	NNS
as	IN
convenient	JJ
to	TO
the	DT
people	NNS
as	RB
may	MD
consist	VB
with	IN
their	PRP$
present	JJ
circumstances	NNS
,	,
that	IN
I	PRP
can	MD
not	RB
omit	VB
once	RB
more	JJR
to	TO
recommend	VB
to	TO
your	PRP$
serious	JJ
consideration	NN
the	DT
judiciary	NN
system	NN
of	IN
the	DT
United	NNP
States	NNP
.	.
No	DT
subject	NN
is	VBZ
more	RBR
interesting	JJ
than	IN
this	DT
to	TO
the	DT
public	JJ
happiness	NN
,	,
and	CC
to	TO
none	NN
can	MD
those	DT
improvements	NNS
which	WDT
may	MD
have	VB
been	VBN
suggested	VBN
by	IN
experience	NN
be	VB
more	RBR
beneficially	RB
applied	VBN
.	.
A	DT
treaty	NN
of	IN
amity	NN
and	CC
commerce	NN
with	IN
the	DT
King	NNP
of	IN
Prussia	NNP
has	VBZ
been	VBN
concluded	VBN
and	CC
ratified	VBN
.	.
The	DT
ratifications	NNS
have	VBP
been	VBN
exchanged	VBN
,	,
and	CC
I	PRP
have	VBP
directed	VBN
the	DT
treaty	NN
to	TO
be	VB
promulgated	VBN
by	IN
proclamation	NN
.	.
The	DT
difficulties	NNS
which	WDT
suspended	VBD
the	DT
execution	NN
of	IN
the	DT
6th	JJ
article	NN
of	IN
our	PRP$
treaty	NN
of	IN
amity	NN
,	,
commerce	NN
,	,
and	CC
navigation	NN
with	IN
Great	NNP
Britain	NNP
have	VBP
not	RB
yet	RB
been	VBN
removed	VBN
.	.
The	DT
negotiation	NN
on	IN
this	DT
subject	NN
is	VBZ
still	RB
depending	VBG
.	.
As	IN
it	PRP
must	MD
be	VB
fore	NN
the	DT
interest	NN
and	CC
honor	NN
of	IN
both	DT
nations	NNS
to	TO
adjust	VB
this	DT
difference	NN
with	IN
good	JJ
faith	NN
,	,
I	PRP
indulge	VBP
confidently	RB
the	DT
expectation	NN
that	IN
the	DT
sincere	JJ
endeavors	NNS
of	IN
the	DT
Government	NN
of	IN
the	DT
United	NNP
States	NNPS
to	TO
bring	VB
it	PRP
to	TO
an	DT
amicable	JJ
termination	NN
will	MD
not	RB
be	VB
disappointed	VBN
.	.
The	DT
envoys	NNS
extraordinary	JJ
and	CC
ministers	NNS
plenipotentiary	NN
from	IN
the	DT
United	NNP
States	NNP
to	TO
France	NNP
were	VBD
received	VBN
by	IN
the	DT
First	NNP
Consul	NNP
with	IN
the	DT
respect	NN
due	JJ
to	TO
their	PRP$
character	NN
,	,
and	CC
3	CD
persons	NNS
with	IN
equal	JJ
powers	NNS
were	VBD
appointed	VBN
to	TO
treat	VB
with	IN
them	PRP
.	.
Although	IN
at	IN
the	DT
date	NN
of	IN
the	DT
last	JJ
official	NN
intelligence	NN
the	DT
negotiation	NN
had	VBD
not	RB
terminated	VBN
,	,
yet	CC
it	PRP
is	VBZ
to	TO
be	VB
hoped	VBN
that	IN
our	PRP$
efforts	NNS
to	TO
effect	VB
an	DT
accommodation	NN
will	NN
at	IN
length	NN
meet	VBP
with	IN
a	DT
success	NN
proportioned	VBN
to	TO
the	DT
sincerity	NN
with	IN
which	WDT
they	PRP
have	VBP
been	VBN
so	RB
often	RB
repeated	VBN
.	.
While	IN
our	PRP$
best	JJS
endeavors	NNS
for	IN
the	DT
preservation	NN
of	IN
harmony	NN
with	IN
all	DT
nations	NNS
will	MD
continue	VB
to	TO
be	VB
used	VBN
,	,
the	DT
experience	NN
of	IN
the	DT
world	NN
and	CC
our	PRP$
own	JJ
experience	NN
admonish	IN
us	PRP
of	IN
the	DT
insecurity	NN
of	IN
trusting	VBG
too	RB
confidently	RB
to	TO
their	PRP$
success	NN
.	.
We	PRP
can	MD
not	RB
,	,
without	IN
committing	VBG
a	DT
dangerous	JJ
imprudence	NN
,	,
abandon	VB
those	DT
measures	NNS
of	IN
self	NN
protection	NN
which	WDT
are	VBP
adapted	VBN
to	TO
our	PRP$
situation	NN
and	CC
to	TO
which	WDT
,	,
notwithstanding	IN
our	PRP$
pacific	JJ
policy	NN
,	,
the	DT
violence	NN
and	CC
injustice	NN
of	IN
others	NNS
may	MD
again	RB
compel	VB
us	PRP
to	TO
resort	VB
.	.
While	IN
our	PRP$
vast	JJ
extent	NN
of	IN
sea	NN
coast	NN
,	,
the	DT
commercial	JJ
and	CC
agriculture	NN
habits	NNS
of	IN
our	PRP$
people	NNS
,	,
the	DT
great	JJ
capital	NN
they	PRP
will	MD
continue	VB
to	TO
trust	VB
on	IN
the	DT
ocean	NN
,	,
suggest	VB
the	DT
system	NN
of	IN
defense	NN
which	WDT
will	MD
be	VB
most	RBS
beneficial	JJ
to	TO
ourselves	PRP
,	,
our	PRP$
distance	NN
from	IN
Europe	NNP
and	CC
our	PRP$
resources	NNS
for	IN
maritime	NN
strength	NN
will	MD
enable	VB
us	PRP
to	TO
employ	VB
it	PRP
with	IN
effect	NN
.	.
Seasonable	JJ
and	CC
systematic	JJ
arrangements	NNS
,	,
so	RB
far	RB
as	IN
our	PRP$
resources	NNS
will	MD
justify	VB
,	,
for	IN
a	DT
navy	NN
adapted	VBN
to	TO
defensive	JJ
war	NN
,	,
and	CC
which	WDT
may	MD
in	IN
case	NN
of	IN
necessity	NN
be	VB
quickly	RB
brought	VBN
into	IN
use	NN
,	,
seem	VBP
to	TO
be	VB
as	IN
much	JJ
recommended	VBN
by	IN
a	DT
wise	JJ
and	CC
true	JJ
economy	NN
as	IN
by	IN
a	DT
just	RB
regard	NN
for	IN
our	PRP$
future	JJ
tranquillity	NN
,	,
for	IN
the	DT
safety	NN
of	IN
our	PRP$
shores	NNS
,	,
and	CC
for	IN
the	DT
protection	NN
of	IN
our	PRP$
property	NN
committed	VBN
to	TO
the	DT
ocean	NN
.	.
The	DT
present	JJ
Navy	NNP
of	IN
the	DT
United	NNP
States	NNP
,	,
called	VBD
suddenly	RB
into	IN
existence	NN
by	IN
a	DT
great	JJ
national	JJ
exigency	NN
,	,
has	VBZ
raised	VBN
us	PRP
in	IN
our	PRP$
own	JJ
esteem	NN
,	,
and	CC
by	IN
the	DT
protection	NN
afforded	VBN
to	TO
our	PRP$
commerce	NN
has	VBZ
effected	VBN
to	TO
the	DT
extent	NN
of	IN
our	PRP$
expectations	NNS
the	DT
objects	NNS
for	IN
which	WDT
it	PRP
was	VBD
created	VBN
.	.
In	IN
connection	NN
with	IN
a	DT
navy	NN
ought	MD
to	TO
be	VB
contemplated	VBN
the	DT
fortification	NN
of	IN
some	DT
of	IN
