token	pos
[	JJ
Delivered	NNP
in	IN
person	NN
before	IN
a	DT
joint	JJ
session	NN
at	IN
9:05	CD
p.m.	RB
]	SYM
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
President	NNP
,	,
Members	NNP
of	IN
the	DT
Congress	NNP
,	,
and	CC
my	PRP$
fellow	JJ
Americans	NNPS
:	:
I	PRP
was	VBD
thinking	VBG
as	IN
I	PRP
was	VBD
walking	VBG
down	IN
the	DT
aisle	NN
tonight	NN
of	IN
what	WP
Sam	NNP
Rayburn	NNP
told	VBD
me	PRP
many	JJ
years	NNS
ago	RB
:	:
The	DT
Congress	NNP
always	RB
extends	VBZ
a	DT
very	RB
warm	JJ
welcome	NN
to	TO
the	DT
President-as	NNP
he	PRP
comes	VBZ
in.Thank	VB
all	DT
of	IN
you	PRP
very	RB
,	,
very	RB
much	RB
.	.
I	PRP
have	VBP
come	VBN
once	RB
again	RB
to	TO
this	DT
Chamber-the	NNP
home	NN
of	IN
our	PRP$
democracy--to	NN
give	VB
you	PRP
,	,
as	IN
the	DT
Constitution	NNP
requires	VBZ
,	,
"	``
Information	NN
of	IN
the	DT
State	NNP
of	IN
the	DT
Union	NNP
.	.
"	''
I	PRP
report	VBP
to	TO
you	PRP
that	IN
our	PRP$
country	NN
is	VBZ
challenged	VBN
,	,
at	IN
home	NN
and	CC
abroad:--that	RB
it	PRP
is	VBZ
our	PRP$
will	NN
that	WDT
is	VBZ
being	VBG
tried	VBN
,	,
not	RB
our	PRP$
strength	NN
;	:
our	PRP$
sense	NN
of	IN
purpose	NN
,	,
not	RB
our	PRP$
ability	NN
to	TO
achieve	VB
a	DT
better	JJR
America	NNP
;	:
--that	:
we	PRP
have	VBP
the	DT
strength	NN
to	TO
meet	VB
our	PRP$
every	DT
challenge	NN
;	:
the	DT
physical	JJ
strength	NN
to	TO
hold	VB
the	DT
course	NN
of	IN
decency	NN
and	CC
compassion	NN
at	IN
home	NN
;	:
and	CC
the	DT
moral	JJ
strength	NN
to	TO
support	VB
the	DT
cause	NN
of	IN
peace	NN
in	IN
the	DT
world	NN
.	.
And	CC
I	PRP
report	VBP
to	TO
you	PRP
that	IN
I	PRP
believe	VBP
,	,
with	IN
abiding	JJ
conviction	NN
,	,
that	IN
this	DT
people--nurtured	VBN
by	IN
their	PRP$
deep	JJ
faith	NN
,	,
tutored	VBN
by	IN
their	PRP$
hard	JJ
lessons	NNS
,	,
moved	VBN
by	IN
their	PRP$
high	JJ
aspirations-have	JJ
the	DT
will	NN
to	TO
meet	VB
the	DT
trials	NNS
that	IN
these	DT
times	NNS
impose	VBP
.Since	IN
I	PRP
reported	VBD
to	TO
you	PRP
last	JJ
January:--Three	NNP
elections	NNS
have	VBP
been	VBN
held	VBN
in	IN
Vietnam--in	NNP
the	DT
midst	NN
of	IN
war	NN
and	CC
under	IN
the	DT
constant	JJ
threat	NN
of	IN
violence.--A	NNS
President	NNP
,	,
a	DT
Vice	NNP
President	NNP
,	,
a	DT
House	NNP
and	CC
Senate	NNP
,	,
and	CC
village	NN
officials	NNS
have	VBP
been	VBN
chosen	VBN
by	IN
popular	JJ
,	,
contested	JJ
ballot	NN
.	.
--The	DT
enemy	NN
has	VBZ
been	VBN
defeated	VBN
in	IN
battle	NN
after	IN
battle.--The	NN
number	NN
of	IN
South	NNP
Vietnamese	JJ
living	NN
in	IN
areas	NNS
under	IN
Government	NN
protection	NN
tonight	RB
has	VBZ
grown	VBN
by	IN
more	JJR
than	IN
a	DT
million	CD
since	IN
January	NNP
of	IN
last	JJ
year.These	NN
are	VBP
all	DT
marks	NNS
of	IN
progress	NN
.	.
Yet:--The	JJ
enemy	NN
continues	VBZ
to	TO
pour	VB
men	NNS
and	CC
material	NN
across	IN
frontiers	NNS
and	CC
into	IN
battle	NN
,despite	IN
his	PRP$
continuous	JJ
heavy	NN
losses.--He	NN
continues	VBZ
to	TO
hope	VB
that	IN
America	NNP
's	POS
will	NN
to	TO
persevere	NN
can	MD
be	VB
broken	VBN
.	.
Well--he	NNP
is	VBZ
wrong	JJ
.	.
America	NNP
will	MD
persevere	RB
.	.
Our	PRP$
patience	NN
and	CC
our	PRP$
perseverance	NN
will	MD
match	VB
our	PRP$
power	NN
.	.
Aggression	NNP
will	MD
never	RB
prevail	VB
.	.
But	CC
our	PRP$
goal	NN
is	VBZ
peace--and	JJ
peace	NN
at	IN
the	DT
earliest	JJS
possible	JJ
moment	NN
.	.
Right	RB
now	RB
we	PRP
are	VBP
exploring	VBG
the	DT
meaning	NN
of	IN
Hanoi	NNP
's	POS
recent	JJ
statement	NN
.	.
There	EX
is	VBZ
no	DT
mystery	NN
about	IN
the	DT
questions	NNS
which	WDT
must	MD
be	VB
answered	VBN
before	IN
the	DT
bombing	NN
is	VBZ
stopped	VBN
.	.
We	PRP
believe	VBP
that	IN
any	DT
talks	NNS
should	MD
follow	VB
the	DT
San	NNP
Antonio	NNP
formula	NN
that	WDT
I	PRP
stated	VBD
last	JJ
September	NNP
,	,
which	WDT
said:--The	DT
bombing	VBG
would	MD
stop	VB
immediately	RB
if	IN
talks	NNS
would	MD
take	VB
place	NN
promptly	RB
and	CC
with	IN
reasonable	JJ
hopes	NNS
that	IN
they	PRP
would	MD
be	VB
productive.--And	JJ
the	DT
other	JJ
side	NN
must	MD
not	RB
take	VB
advantage	NN
of	IN
our	PRP$
restraint	NN
as	IN
they	PRP
have	VBP
in	IN
the	DT
past	NN
.	.
This	DT
Nation	NN
simply	RB
cannot	MD
accept	VB
anything	NN
less	JJR
without	IN
jeopardizing	VBG
the	DT
lives	NNS
of	IN
our	PRP$
men	NNS
and	CC
of	IN
our	PRP$
allies	NNS
.	.
If	IN
a	DT
basis	NN
for	IN
peace	NN
talks	NNS
can	MD
be	VB
established	VBN
on	IN
the	DT
San	NNP
Antonio	NNP
foundations--and	CC
it	PRP
is	VBZ
my	PRP$
hope	NN
and	CC
my	PRP$
prayer	NN
that	IN
they	PRP
can--we	RB
would	MD
consult	VB
with	IN
our	PRP$
allies	NNS
and	CC
with	IN
the	DT
other	JJ
side	NN
to	TO
see	VB
if	IN
a	DT
complete	JJ
cessation	NN
of	IN
hostilities--a	NN
really	RB
true	JJ
cease-fire--could	NN
be	VB
made	VBN
the	DT
first	JJ
order	NN
of	IN
business	NN
.	.
I	PRP
will	MD
report	VB
at	IN
the	DT
earliest	JJS
possible	JJ
moment	NN
the	DT
results	NNS
of	IN
these	DT
explorations	NNS
to	TO
the	DT
American	JJ
people	NNS
.	.
I	PRP
have	VBP
just	RB
recently	RB
returned	VBD
from	IN
a	DT
very	RB
fruitful	JJ
visit	NN
and	CC
talks	NNS
with	IN
His	PRP$
Holiness	NNP
the	DT
Pope	NNP
and	CC
I	PRP
share	VBP
his	PRP$
hope--as	NN
he	PRP
expressed	VBD
it	PRP
earlier	RBR
today--that	DT
both	DT
sides	NNS
will	MD
extend	VB
themselves	PRP
in	IN
an	DT
effort	NN
to	TO
bring	VB
an	DT
end	NN
to	TO
the	DT
war	NN
in	IN
Vietnam	NNP
.	.
I	PRP
have	VBP
today	RB
assured	VBN
him	PRP
that	IN
we	PRP
and	CC
our	PRP$
allies	NNS
will	MD
do	VB
our	PRP$
full	JJ
part	NN
to	TO
bring	VB
this	DT
about	RB
.	.
Since	IN
I	PRP
spoke	VBD
to	TO
you	PRP
last	JJ
January	NNP
,	,
other	JJ
events	NNS
have	VBP
occurred	VBN
that	DT
have	VBP
major	JJ
consequences	NNS
for	IN
world	NN
peace.--The	.
Kennedy	NNP
Round	NNP
achieved	VBD
the	DT
greatest	JJS
reduction	NN
in	IN
tariff	NN
barriers	NNS
in	IN
all	PDT
the	DT
history	NN
of	IN
trade	NN
negotiations.--The	.
nations	NNS
of	IN
Latin	NNP
America	NNP
at	IN
Punta	NNP
del	NNP
Este	NNP
resolved	VBD
to	TO
move	VB
toward	IN
economic	JJ
integration	NN
.	.
--In	JJ
Asia	NNP
,	,
the	DT
nations	NNS
from	IN
Korea	NNP
and	CC
Japan	NNP
to	TO
Indonesia	NNP
and	CC
Singapore	NNP
worked	VBD
behind	IN
America	NNP
's	POS
shield	NN
to	TO
strengthen	VB
their	PRP$
economies	NNS
and	CC
to	TO
broaden	VB
their	PRP$
political	JJ
cooperation.--In	NN
Africa	NNP
,	,
from	IN
which	WDT
the	DT
distinguished	JJ
Vice	NNP
President	NNP
has	VBZ
just	RB
returned	VBN
,	,
he	PRP
reports	VBZ
to	TO
me	PRP
that	IN
there	EX
is	VBZ
a	DT
spirit	NN
of	IN
regional	JJ
cooperation	NN
that	WDT
is	VBZ
beginning	VBG
to	TO
take	VB
hold	VB
in	RP
very	RB
practical	JJ
ways	NNS
.	.
These	DT
events	NNS
we	PRP
all	DT
welcomed	VBD
.	.
Yet	RB
since	IN
I	PRP
last	RB
reported	VBD
to	TO
you	PRP
,	,
we	PRP
and	CC
the	DT
world	NN
have	VBP
been	VBN
confronted	VBN
by	IN
a	DT
number	NN
of	IN
crises:--During	NN
the	DT
Arab-Israeli	JJ
war	NN
last	JJ
June	NNP
,	,
the	DT
hot	JJ
line	NN
between	IN
Washington	NNP
and	CC
Moscow	NNP
was	VBD
used	VBN
for	IN
the	DT
first	JJ
time	NN
in	IN
our	PRP$
history	NN
.	.
A	DT
cease-fire	NN
was	VBD
achieved	VBN
without	IN
a	DT
major	JJ
power	NN
confrontation	NN
.	.
Now	RB
the	DT
nations	NNS
of	IN
the	DT
Middle	NNP
East	NNP
have	VBP
the	DT
opportunity	NN
to	TO
cooperate	VB
with	IN
Ambassador	NNP
Jarring	NNP
's	POS
U.N.	NNP
mission	NN
and	CC
they	PRP
have	VBP
the	DT
responsibility	NN
to	TO
find	VB
the	DT
terms	NNS
of	IN
living	VBG
together	RB
in	IN
stable	JJ
peace	NN
and	CC
dignity	NN
,	,
and	CC
we	PRP
shall	MD
do	VB
all	DT
in	IN
our	PRP$
power	NN
to	TO
help	VB
them	PRP
achieve	VB
that	DT
result.--Not	NN
far	RB
from	IN
this	DT
scene	NN
of	IN
conflict	NN
,	,
a	DT
crisis	NN
flared	VBD
on	IN
Cyprus	NNP
involving	VBG
two	CD
peoples	NNS
who	WP
are	VBP
America	NNP
's	POS
friends	NNS
:	:
Greece	NNP
and	CC
Turkey	NNP
.	.
Our	PRP$
