token	pos
MEMBERS	NNS
OF	IN
THE	DT
CONGRESS	NNS
:	:
So	RB
many	JJ
problems	NNS
are	VBP
calling	VBG
for	IN
solution	NN
that	IN
a	DT
recital	NN
of	IN
all	DT
of	IN
them	PRP
,	,
in	IN
the	DT
face	NN
of	IN
the	DT
known	JJ
limitations	NNS
of	IN
a	DT
short	JJ
session	NN
of	IN
Congress	NNP
,	,
would	MD
seem	VB
to	TO
lack	VB
sincerity	IN
of	IN
purpose	NN
.	.
It	PRP
is	VBZ
four	CD
years	NNS
since	IN
the	DT
World	NNP
War	NNP
ended	VBD
,	,
but	CC
the	DT
inevitable	JJ
readjustment	NN
of	IN
the	DT
social	JJ
and	CC
economic	JJ
order	NN
is	VBZ
not	RB
more	JJR
than	IN
barely	RB
begun	VBN
.	.
There	EX
is	VBZ
no	DT
acceptance	NN
of	IN
pre-war	JJ
conditions	NNS
anywhere	RB
in	IN
the	DT
world	NN
.	.
In	IN
a	DT
very	RB
general	JJ
way	NN
humanity	NN
harbors	NNS
individual	JJ
wishes	NNS
to	TO
go	VB
on	IN
with	IN
war-time	JJ
compensation	NN
for	IN
production	NN
,	,
with	IN
pre-war	JJ
requirements	NNS
in	IN
expenditUre	NN
.	.
In	IN
short	JJ
,	,
everyone	NN
,	,
speaking	VBG
broadly	RB
,	,
craves	NNS
readjustment	NN
for	IN
everybody	NN
except	IN
himself	PRP
,	,
while	IN
there	EX
can	MD
be	VB
no	DT
just	RB
and	CC
permanent	JJ
readjustment	NN
except	IN
when	WRB
all	DT
participate	VBP
.	.
The	DT
civilization	NN
which	WDT
measured	VBD
its	PRP$
strength	NN
of	IN
genius	NN
and	CC
the	DT
power	NN
of	IN
science	NN
and	CC
the	DT
resources	NNS
of	IN
industries	NNS
,	,
in	IN
addition	NN
to	TO
testing	VBG
the	DT
limits	NNS
of	IN
man	NN
power	NN
and	CC
the	DT
endurance	NN
and	CC
heroism	NN
of	IN
men	NNS
and	CC
women--that	JJ
same	JJ
civilization	NN
is	VBZ
brought	VBN
to	TO
its	PRP$
severest	JJ
test	NN
in	IN
restoring	VBG
a	DT
tranquil	NN
order	NN
and	CC
committing	VBG
humanity	NN
to	TO
the	DT
stable	JJ
ways	NNS
of	IN
peace	NN
.	.
If	IN
the	DT
sober	JJ
and	CC
deliberate	JJ
appraisal	NN
of	IN
pre-war	JJ
civilization	NN
makes	VBZ
it	PRP
smee	VB
a	DT
worth-while	JJ
inheritance	NN
,	,
then	RB
with	IN
patience	NN
and	CC
good	JJ
courage	NN
it	PRP
will	MD
be	VB
preserved	VBN
.	.
There	EX
never	RB
again	RB
will	MD
be	VB
precisely	RB
the	DT
old	JJ
order	NN
;	:
indeed	RB
,	,
I	PRP
know	VBP
of	IN
no	DT
one	NN
who	WP
thinks	VBZ
it	PRP
to	TO
be	VB
desirable	JJ
.	.
For	IN
out	IN
of	IN
the	DT
old	JJ
order	NN
came	VBD
the	DT
war	NN
itself	PRP
,	,
and	CC
the	DT
new	JJ
order	NN
,	,
established	VBN
and	CC
made	VBN
secure	JJ
,	,
never	RB
will	MD
permit	VB
its	PRP$
recurrence	NN
.	.
It	PRP
is	VBZ
no	DT
figure	NN
of	IN
speech	NN
to	TO
say	VB
we	PRP
have	VBP
come	VBN
to	TO
the	DT
test	NN
of	IN
Our	PRP$
civilization	NN
.	.
The	DT
world	NN
has	VBZ
been	VBN
passing--is	NNS
today	NN
passing	VBG
through	IN
of	IN
a	DT
great	JJ
crisis	NN
.	.
The	DT
conduct	NN
of	IN
war	NN
itself	PRP
is	VBZ
not	RB
more	RBR
difficult	JJ
than	IN
the	DT
solution	NN
of	IN
the	DT
problems	NNS
which	WDT
necessarily	RB
follow	VBP
.	.
I	PRP
am	VBP
not	RB
speaking	VBG
at	IN
this	DT
moment	NN
of	IN
the	DT
problem	NN
in	IN
its	PRP$
wider	JJR
aspect	NN
of	IN
world	NN
rehabilitation	NN
or	CC
of	IN
international	JJ
relationships	NNS
.	.
The	DT
reference	NN
is	VBZ
to	TO
our	PRP$
own	JJ
social	JJ
,	,
financial	JJ
,	,
and	CC
economic	JJ
problems	NNS
at	IN
home	NN
.	.
These	DT
things	NNS
are	VBP
not	RB
to	TO
be	VB
considered	VBN
solely	RB
as	IN
problems	NNS
apart	RB
from	IN
all	DT
international	JJ
relationship	NN
,	,
but	CC
every	DT
nation	NN
must	MD
be	VB
able	JJ
to	TO
carry	VB
on	RP
for	IN
itself	PRP
,	,
else	RB
its	PRP$
international	JJ
relationship	NN
will	MD
have	VB
scant	JJ
importance	NN
.	.
Doubtless	RB
our	PRP$
own	JJ
people	NNS
have	VBP
emerged	VBN
from	IN
the	DT
.	.
World	NNP
War	NNP
tumult	NN
less	RBR
impaired	JJ
than	IN
most	JJS
belligerent	NN
powers	NNS
;	:
probably	RB
we	PRP
have	VBP
made	VBN
larger	JJR
progress	NN
toward	IN
reconstruction	NN
.	.
Surely	RB
we	PRP
have	VBP
been	VBN
fortunate	JJ
in	IN
diminishing	VBG
unemployment	NN
,	,
and	CC
our	PRP$
industrial	JJ
and	CC
business	NN
activities	NNS
,	,
which	WDT
are	VBP
the	DT
lifeblood	NN
of	IN
our	PRP$
material	NN
existence	NN
,	,
have	VBP
been	VBN
restored	VBN
as	IN
in	IN
no	DT
other	JJ
reconstruction	NN
period	NN
of	IN
like	IN
length	NN
in	IN
the	DT
history	NN
of	IN
the	DT
world	NN
.	.
Had	VBD
we	PRP
escaped	VBD
the	DT
coal	NN
and	CC
railway	NN
strikes	NNS
,	,
which	WDT
had	VBD
no	DT
excuse	NN
for	IN
their	PRP$
beginning	NN
and	CC
less	JJR
justification	NN
for	IN
their	PRP$
delayed	VBN
settlement	NN
,	,
we	PRP
should	MD
have	VB
done	VBN
infinitely	RB
better	RB
.	.
But	CC
labor	NN
was	VBD
insistent	JJ
on	IN
holding	VBG
to	TO
the	DT
war	NN
heights	NNS
,	,
and	CC
heedless	JJ
forces	NNS
of	IN
reaction	NN
sought	VBD
the	DT
pre-war	JJ
levels	NNS
,	,
and	CC
both	DT
were	VBD
wrong	JJ
.	.
In	IN
the	DT
folly	NN
of	IN
conflict	NN
our	PRP$
progress	NN
was	VBD
hindered	VBN
,	,
and	CC
the	DT
heavy	JJ
cost	NN
has	VBZ
not	RB
yet	RB
been	VBN
fully	RB
estimated	VBN
.	.
There	EX
can	MD
be	VB
neither	DT
adjustment	NN
nor	CC
the	DT
penalty	NN
of	IN
the	DT
failure	NN
to	TO
readjust	VB
in	IN
which	WDT
all	DT
do	VBP
not	RB
somehow	RB
participate	VB
.	.
The	DT
railway	NN
strike	NN
accentuated	VBD
the	DT
difficulty	NN
of	IN
the	DT
American	JJ
farmer	NN
.	.
The	DT
first	JJ
distress	NN
of	IN
readjustment	NN
came	VBD
to	TO
the	DT
farmer	NN
,	,
and	CC
it	PRP
will	MD
not	RB
lie	VB
a	DT
readjustment	NN
fit	NN
to	TO
abide	VB
until	IN
he	PRP
is	VBZ
relieved	VBN
.	.
The	DT
distress	NN
brought	VBD
to	TO
the	DT
farmer	NN
does	VBZ
not	RB
affect	VB
him	PRP
alone	RB
.	.
Agricultural	NNP
ill	JJ
fortune	NN
is	VBZ
a	DT
national	JJ
ill	JJ
fortune	NN
.	.
That	DT
one-fourth	NN
of	IN
our	PRP$
population	NN
which	WDT
produces	VBZ
the	DT
food	NN
of	IN
the	DT
Republic	NNP
and	CC
adds	VBZ
so	RB
largely	RB
to	TO
our	PRP$
export	NN
commerce	NN
must	MD
participate	VB
in	IN
the	DT
good	JJ
fortunes	NNS
of	IN
the	DT
Nation	NNP
,	,
else	RB
there	EX
is	VBZ
none	NN
worth	JJ
retaining	VBG
.	.
Agriculture	NNP
is	VBZ
a	DT
vital	JJ
activity	NN
in	IN
our	PRP$
national	JJ
life	NN
.	.
In	IN
it	PRP
we	PRP
had	VBD
our	PRP$
beginning	NN
,	,
