token	pos
To	TO
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
Since	IN
the	DT
convening	NN
of	IN
Congress	NNP
one	CD
year	NN
ago	IN
the	DT
nation	NN
has	VBZ
undergone	IN
a	DT
prostration	NN
in	IN
business	NN
and	CC
industries	NNS
such	JJ
as	IN
has	VBZ
not	RB
been	VBN
witnessed	VBN
with	IN
us	PRP
for	IN
many	JJ
years	NNS
.	.
Speculation	NN
as	IN
to	TO
the	DT
causes	NNS
for	IN
this	DT
prostration	NN
might	MD
be	VB
indulged	VBN
in	IN
without	IN
profit	NN
,	,
because	IN
as	IN
many	JJ
theories	NNS
would	MD
be	VB
advanced	VBN
as	IN
there	EX
would	MD
be	VB
independent	JJ
writers--those	,
who	WP
expressed	VBD
their	PRP$
own	JJ
views	NNS
without	IN
borrowing--upon	NN
the	DT
subject	NN
.	.
Without	IN
indulging	NN
in	IN
theories	NNS
as	IN
to	TO
the	DT
cause	NN
of	IN
this	DT
prostration	NN
,	,
therefore	RB
,	,
I	PRP
will	MD
call	VB
your	PRP$
attention	NN
only	RB
to	TO
the	DT
fact	NN
,	,
and	CC
to	TO
some	DT
plain	JJ
questions	NNS
as	IN
to	TO
which	WDT
it	PRP
would	MD
seem	VB
there	RB
should	MD
be	VB
no	DT
disagreement	NN
.	.
During	IN
this	DT
prostration	NN
two	CD
essential	JJ
elements	NNS
of	IN
prosperity	NN
have	VBP
been	VBN
most	RBS
abundant--labor	JJ
and	CC
capital	NN
.	.
Both	DT
have	VBP
been	VBN
largely	RB
unemployed	VBN
.	.
Where	WRB
security	NN
has	VBZ
been	VBN
undoubted	JJ
,	,
capital	NN
has	VBZ
been	VBN
attainable	JJ
at	IN
very	RB
moderate	JJ
rates	NNS
.	.
Where	WRB
labor	NN
has	VBZ
been	VBN
wanted	VBN
,	,
it	PRP
has	VBZ
been	VBN
found	VBN
in	IN
abundance	NN
,	,
at	IN
cheap	JJ
rates	NNS
compared	VBN
with	IN
what--of	WP
necessaries	NNS
and	CC
comforts	NNS
of	IN
life--could	NN
be	VB
purchased	VBN
with	IN
the	DT
wages	NNS
demanded	VBD
.	.
Two	CD
great	JJ
elements	NNS
of	IN
prosperity	NN
,	,
therefore	RB
,	,
have	VBP
not	RB
been	VBN
denied	VBN
us	PRP
.	.
A	DT
third	JJ
might	MD
be	VB
added	VBN
:	:
Our	PRP$
soil	NN
and	CC
climate	NN
are	VBP
unequaled	JJ
,	,
within	IN
the	DT
limits	NNS
of	IN
any	DT
contiguous	JJ
territory	NN
under	IN
one	CD
nationality	NN
,	,
for	IN
