token	pos
When	WRB
we	PRP
compare	VBP
the	DT
condition	NN
of	IN
the	DT
country	NN
at	IN
the	DT
present	JJ
day	NN
with	IN
what	WP
it	PRP
was	VBD
one	CD
year	NN
ago	IN
at	IN
the	DT
meeting	NN
of	IN
Congress	NNP
,	,
we	PRP
have	VBP
much	JJ
reason	NN
for	IN
gratitude	NN
to	TO
that	DT
Almighty	NNP
Providence	NNP
which	WDT
has	VBZ
never	RB
failed	VBN
to	TO
interpose	VB
for	IN
our	PRP$
relief	NN
at	IN
the	DT
most	RBS
critical	JJ
periods	NNS
of	IN
our	PRP$
history	NN
.	.
One	CD
year	NN
ago	IN
the	DT
sectional	JJ
strife	NN
between	IN
the	DT
North	NNP
and	CC
the	DT
South	NNP
on	IN
the	DT
dangerous	JJ
subject	NN
of	IN
slavery	NN
had	VBD
again	RB
become	VBN
so	RB
intense	JJ
as	IN
to	TO
threaten	VB
the	DT
peace	NN
and	CC
perpetuity	NN
of	IN
the	DT
Confederacy	NNP
.	.
The	DT
application	NN
for	IN
the	DT
admission	NN
of	IN
Kansas	NNP
as	IN
a	DT
State	NN
into	IN
the	DT
Union	NNP
fostered	VBD
this	DT
unhappy	JJ
agitation	NN
and	CC
brought	VBD
the	DT
whole	JJ
subject	NN
once	RB
more	RBR
before	IN
Congress	NNP
.	.
It	PRP
was	VBD
the	DT
desire	NN
of	IN
every	DT
patriot	NN
that	IN
such	JJ
measures	NNS
of	IN
legislation	NN
might	MD
be	VB
adopted	VBN
as	RB
would	MD
remove	VB
the	DT
excitement	NN
from	IN
the	DT
States	NNPS
and	CC
confine	VB
it	PRP
to	TO
the	DT
Territory	NNP
where	WRB
it	PRP
legitimately	RB
belonged	VBD
.	.
Much	RB
has	VBZ
been	VBN
done	VBN
,	,
I	PRP
am	VBP
happy	JJ
to	TO
say	VB
,	,
toward	IN
the	DT
accomplishment	NN
of	IN
this	DT
object	NN
during	IN
the	DT
last	JJ
session	NN
of	IN
Congress	NNP
.	.
The	DT
Supreme	NNP
Court	NNP
of	IN
the	DT
United	NNP
States	NNPS
had	VBD
previously	RB
decided	VBN
that	IN
all	DT
American	JJ
citizens	NNS
have	VBP
an	DT
equal	JJ
right	NN
to	TO
take	VB
into	IN
the	DT
Territories	NNP
whatever	WDT
is	VBZ
held	VBN
as	IN
property	NN
under	IN
the	DT
laws	NNS
of	IN
any	DT
of	IN
the	DT
States	NNP
,	,
and	CC
to	TO
hold	VB
such	JJ
property	NN
there	RB
under	IN
the	DT
guardianship	NN
of	IN
the	DT
Federal	NNP
Constitution	NNP
so	RB
long	RB
as	IN
the	DT
Territorial	JJ
condition	NN
shall	MD
remain	VB
.	.
This	DT
is	VBZ
now	RB
a	DT
well-established	JJ
position	NN
,	,
and	CC
the	DT
proceedings	NNS
of	IN
the	DT
last	JJ
session	NN
were	VBD
alone	RB
wanting	VBG
to	TO
give	VB
it	PRP
practical	JJ
effect	NN
.	.
The	DT
principle	NN
has	VBZ
been	VBN
recognized	VBN
in	IN
some	DT
form	NN
or	CC
other	JJ
by	IN
an	DT
almost	RB
unanimous	JJ
vote	NN
of	IN
both	DT
Houses	NNS
of	IN
Congress	NNP
that	IN
a	DT
Territory	NNP
has	VBZ
a	DT
right	NN
to	TO
come	VB
into	IN
the	DT
Union	NNP
either	CC
as	IN
a	DT
free	JJ
or	CC
a	DT
slave	NN
State	NN
,	,
according	VBG
to	TO
the	DT
will	NN
of	IN
a	DT
majority	NN
of	IN
its	PRP$
people	NNS
.	.
The	DT
just	JJ
equality	NN
of	IN
all	DT
the	DT
States	NNP
has	VBZ
thus	RB
been	VBN
vindicated	VBN
and	CC
a	DT
fruitful	JJ
source	NN
of	IN
dangerous	JJ
dissension	NN
among	IN
them	PRP
has	VBZ
been	VBN
removed	VBN
.	.
Whilst	IN
such	JJ
has	VBZ
been	VBN
the	DT
beneficial	JJ
tendency	NN
of	IN
your	PRP$
legislative	JJ
proceedings	NNS
outside	IN
of	IN
Kansas	NNP
,	,
their	PRP$
influence	NN
has	VBZ
nowhere	RB
been	VBN
so	RB
happy	JJ
as	IN
within	IN
that	DT
Territory	NNP
itself	PRP
.	.
Left	VBN
to	TO
manage	VB
and	CC
control	VB
its	PRP$
own	JJ
affairs	NNS
in	IN
its	PRP$
own	JJ
way	NN
,	,
without	IN
the	DT
pressure	NN
of	IN
external	JJ
influence	NN
,	,
the	DT
revolutionary	JJ
Topeka	NNP
organization	NN
and	CC
all	DT
resistance	NN
to	TO
the	DT
Territorial	NNP
government	NN
established	VBN
by	IN
Congress	NNP
have	VBP
been	VBN
finally	RB
abandoned	VBN
.	.
As	IN
a	DT
natural	JJ
consequence	NN
that	IN
fine	JJ
Territory	NNP
now	RB
appears	VBZ
to	TO
be	VB
tranquil	JJ
and	CC
prosperous	JJ
and	CC
is	VBZ
attracting	VBG
increasing	VBG
thousands	NNS
of	IN
immigrants	NNS
to	TO
make	VB
it	PRP
their	PRP$
happy	JJ
home	NN
.	.
The	DT
past	JJ
unfortunate	JJ
experience	NN
of	IN
Kansas	NNP
has	VBZ
enforced	VBN
the	DT
lesson	NN
,	,
so	RB
often	RB
already	RB
taught	VBN
,	,
that	IN
resistance	NN
to	TO
lawful	JJ
authority	NN
under	IN
our	PRP$
form	NN
of	IN
government	NN
can	MD
not	RB
fail	VB
in	IN
the	DT
end	NN
to	TO
prove	VB
disastrous	JJ
to	TO
its	PRP$
authors	NNS
.	.
Had	VBD
the	DT
people	NNS
of	IN
the	DT
Territory	NNP
yielded	VBD
obedience	NN
to	TO
the	DT
laws	NNS
enacted	VBN
by	IN
their	PRP$
