token	pos
Jump	NNP
to	TO
Part	NNP
II	NNP
|	NNP
Part	NNP
III	NNP
Part	NNP
1	CD
.	.
[	NN
On	IN
Our	PRP$
Foreign	NNP
Relations	NNPS
.	.
]	SYM
To	TO
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
The	DT
foreign	JJ
relations	NNS
of	IN
the	DT
United	NNP
States	NNP
actually	RB
and	CC
potentially	RB
affect	VB
the	DT
state	NN
of	IN
the	DT
Union	NNP
to	TO
a	DT
degree	NN
not	RB
widely	RB
realized	VBN
and	CC
hardly	RB
surpassed	VBN
by	IN
any	DT
other	JJ
factor	NN
in	IN
the	DT
welfare	NN
of	IN
the	DT
whole	JJ
Nation	NN
.	.
The	DT
position	NN
of	IN
the	DT
United	NNP
States	NNP
in	IN
the	DT
moral	JJ
,intellectual	JJ
,	,
and	CC
material	JJ
relations	NNS
of	IN
the	DT
family	NN
of	IN
nations	NNS
should	MD
be	VB
a	DT
matter	NN
of	IN
vital	JJ
interest	NN
to	TO
every	DT
patriotic	JJ
citizen	NN
.	.
The	DT
national	JJ
prosperity	NN
and	CC
power	NN
impose	VBP
upon	IN
us	PRP
duties	NNS
which	WDT
we	PRP
can	MD
not	RB
shirk	VB
if	IN
we	PRP
are	VBP
to	TO
be	VB
true	JJ
to	TO
our	PRP$
ideals	NNS
.	.
The	DT
tremendous	JJ
growth	NN
of	IN
the	DT
export	NN
trade	NN
of	IN
the	DT
United	NNP
States	NNP
has	VBZ
already	RB
made	VBN
that	IN
trade	NN
a	DT
very	RB
real	JJ
factor	NN
in	IN
the	DT
industrial	JJ
and	CC
commercial	JJ
prosperity	NN
of	IN
the	DT
country	NN
.	.
With	IN
the	DT
development	NN
of	IN
our	PRP$
industries	NNS
the	DT
foreign	JJ
commerce	NN
of	IN
the	DT
United	NNP
States	NNPS
must	MD
rapidly	RB
become	VB
a	DT
still	RB
more	JJR
essential	JJ
factor	NN
in	IN
its	PRP$
economic	JJ
welfare	NN
.	.
Whether	IN
we	PRP
have	VBP
a	DT
farseeing	NN
and	CC
wise	JJ
diplomacy	NN
and	CC
are	VBP
not	RB
recklessly	RB
plunged	VBD
into	IN
unnecessary	JJ
wars	NNS
,	,
and	CC
whether	IN
our	PRP$
foreign	JJ
policies	NNS
are	VBP
based	VBN
upon	IN
an	DT
intelligent	JJ
grasp	NN
of	IN
present-day	JJ
world	NN
conditions	NNS
and	CC
a	DT
clear	JJ
view	NN
of	IN
the	DT
potentialities	NNS
of	IN
the	DT
future	NN
,	,
or	CC
are	VBP
governed	VBN
by	IN
a	DT
temporary	JJ
and	CC
timid	JJ
expediency	NN
or	CC
by	IN
narrow	JJ
views	NNS
befitting	IN
an	DT
infant	NN
nation	NN
,	,
are	VBP
questions	NNS
in	IN
the	DT
alternative	JJ
consideration	NN
of	IN
which	WDT
must	MD
convince	VB
any	DT
thoughtful	JJ
citizen	NN
that	IN
no	DT
department	NN
of	IN
national	JJ
polity	NN
offers	VBZ
greater	JJR
opportunity	NN
for	IN
promoting	VBG
the	DT
interests	NNS
of	IN
the	DT
whole	JJ
people	NNS
on	IN
the	DT
one	CD
hand	NN
,	,
or	CC
greater	JJR
chance	NN
on	IN
the	DT
other	JJ
of	IN
permanent	JJ
national	JJ
injury	NN
,	,
than	IN
that	IN
which	WDT
deals	NNS
with	IN
the	DT
foreign	JJ
relations	NNS
of	IN
the	DT
United	NNP
States	NNP
.	.
The	DT
fundamental	JJ
foreign	JJ
policies	NNS
of	IN
the	DT
United	NNP
States	NNPS
should	MD
be	VB
raised	VBN
high	JJ
above	IN
the	DT
conflict	NN
of	IN
partisanship	NN
and	CC
wholly	RB
dissociated	VBN
from	IN
differences	NNS
as	IN
to	TO
domestic	JJ
policy	NN
.	.
In	IN
its	PRP$
foreign	JJ
affairs	NNS
the	DT
United	NNP
States	NNP
should	MD
present	VB
to	TO
the	DT
world	NN
a	DT
united	VBN
front	NN
.	.
The	DT
intellectual	JJ
,	,
financial	JJ
,	,
and	CC
industrial	JJ
interests	NNS
of	IN
the	DT
country	NN
and	CC
the	DT
publicist	NN
,	,
the	DT
wage	NN
earner	NN
,	,
the	DT
farmer	NN
,	,
and	CC
citizen	NN
of	IN
whatever	WDT
occupation	NN
must	MD
cooperate	VB
in	IN
a	DT
spirit	NN
of	IN
high	JJ
patriotism	NN
to	TO
promote	VB
that	DT
national	JJ
solidarity	NN
which	WDT
is	VBZ
indispensable	JJ
to	TO
national	JJ
efficiency	NN
and	CC
to	TO
the	DT
attainment	NN
of	IN
national	JJ
ideals	NNS
.	.
The	DT
relations	NNS
of	IN
the	DT
United	NNP
States	NNP
with	IN
all	DT
foreign	JJ
powers	NNS
remain	VBP
upon	IN
a	DT
sound	JJ
basis	NN
of	IN
peace	NN
,	,
harmony	NN
,	,
and	CC
friendship	NN
.	.
A	DT
greater	JJR
insistence	NN
upon	IN
justice	NN
to	TO
American	JJ
citizens	NNS
or	CC
interests	NNS
wherever	WRB
it	PRP
may	MD
have	VB
been	VBN
denied	VBN
and	CC
a	DT
stronger	JJR
emphasis	NN
of	IN
the	DT
need	NN
of	IN
mutuality	NN
in	IN
commercial	JJ
and	CC
other	JJ
relations	NNS
have	VBP
only	RB
served	VBN
to	TO
strengthen	VB
our	PRP$
friendships	NNS
with	IN
foreign	JJ
countries	NNS
by	IN
placing	VBG
those	DT
friendships	NNS
upon	IN
a	DT
firm	JJ
foundation	NN
of	IN
realities	NNS
as	RB
well	RB
as	IN
aspirations	NNS
.	.
Before	IN
briefly	NN
reviewing	VBG
the	DT
more	RBR
important	JJ
events	NNS
of	IN
the	DT
last	JJ
year	NN
in	IN
our	PRP$
foreign	JJ
relations	NNS
,	,
which	WDT
it	PRP
is	VBZ
my	PRP$
duty	NN
to	TO
do	VB
as	RB
charged	VBN
with	IN
their	PRP$
conduct	NN
and	CC
because	IN
diplomatic	JJ
affairs	NNS
are	VBP
not	RB
of	IN
a	DT
nature	NN
to	TO
make	VB
it	PRP
appropriate	JJ
that	IN
the	DT
Secretary	NNP
of	IN
State	NNP
make	VBP
a	DT
formal	JJ
annual	JJ
report	NN
,	,
I	PRP
desire	VBP
to	TO
touch	VB
upon	IN
some	DT
of	IN
the	DT
essentials	NNS
to	TO
the	DT
safe	JJ
management	NN
of	IN
the	DT
foreign	JJ
relations	NNS
of	IN
the	DT
United	NNP
States	NNP
and	CC
to	TO
endeavor	VB
,	,
also	RB
,	,
to	TO
define	VB
clearly	RB
certain	JJ
concrete	JJ
policies	NNS
which	WDT
are	VBP
the	DT
logical	JJ
modern	JJ
corollaries	NNS
of	IN
the	DT
undisputed	JJ
and	CC
traditional	JJ
fundamentals	NNS
of	IN
the	DT
foreign	JJ
policy	NN
of	IN
the	DT
United	NNP
States	NNP
.	.
REORGANIZATION	NN
OF	IN
THE	DT
STATE	NNP
DEPARTMENT	NNP
At	IN
the	DT
beginning	NN
of	IN
the	DT
present	JJ
administration	NN
the	DT
United	NNP
States	NNPS
,	,
having	VBG
fully	RB
entered	VBN
upon	IN
its	PRP$
position	NN
as	IN
a	DT
world	NN
power	NN
,	,
with	IN
the	DT
responsibilities	NNS
thrust	VBN
upon	IN
it	PRP
by	IN
the	DT
results	NNS
of	IN
the	DT
Spanish-American	NNP
War	NNP
,	,
and	CC
already	RB
engaged	VBN
in	IN
laying	VBG
the	DT
groundwork	NN
of	IN
a	DT
vast	JJ
foreign	JJ
trade	NN
upon	IN
which	WDT
it	PRP
should	MD
one	CD
day	NN
become	VB
more	RBR
and	CC
more	RBR
dependent	JJ
,	,
found	VBD
itself	PRP
without	IN
the	DT
machinery	NN
for	IN
giving	VBG
thorough	JJ
attention	NN
to	TO
,	,
and	CC
taking	VBG
effective	JJ
action	NN
upon	IN
,	,
a	DT
mass	NN
of	IN
intricate	JJ
business	NN
vital	JJ
to	TO
American	JJ
interests	NNS
in	IN
every	DT
country	NN
in	IN
the	DT
world	NN
.	.
The	DT
Department	NNP
of	IN
State	NNP
was	VBD
an	DT
archaic	JJ
and	CC
inadequate	JJ
machine	NN
lacking	VBG
most	JJS
of	IN
the	DT
attributes	NNS
of	IN
the	DT
foreign	JJ
office	NN
of	IN
any	DT
great	JJ
modern	JJ
power	NN
.	.
With	IN
an	DT
appropriation	NN
made	VBN
upon	IN
my	PRP$
recommendation	NN
by	IN
the	DT
Congress	NNP
on	IN
August	NNP
5	CD
,	,
1909	CD
,	,
the	DT
Department	NNP
of	IN
State	NNP
was	VBD
completely	RB
reorganized	VBN
.	.
There	EX
were	VBD
created	VBN
Divisions	NNS
of	IN
LatinAmerican	NNP
Affairs	NNP
and	CC
of	IN
Far	NNP
Eastern	NNP
,	,
Near	IN
Eastern	NNP
,	,
and	CC
Western	JJ
European	JJ
Affairs	NNP
.	.
To	TO
these	DT
divisions	NNS
were	VBD
called	VBN
from	IN
the	DT
foreign	JJ
service	NN
diplomatic	JJ
and	CC
consular	JJ
