token	pos
To	TO
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
of	IN
the	DT
United	NNP
States	NNPS
:	:
If	IN
any	DT
people	NNS
ever	RB
had	VBD
cause	NN
to	TO
render	VB
up	RP
thanks	NNS
to	TO
the	DT
Supreme	NNP
Being	VBG
for	IN
parental	JJ
care	NN
and	CC
protection	NN
extended	VBN
to	TO
them	PRP
in	IN
all	PDT
the	DT
trials	NNS
and	CC
difficulties	NNS
to	TO
which	WDT
they	PRP
have	VBP
been	VBN
from	IN
time	NN
to	TO
time	NN
exposed	VBN
,	,
we	PRP
certainly	RB
are	VBP
that	IN
people	NNS
.	.
From	IN
the	DT
first	JJ
settlement	NN
of	IN
our	PRP$
forefathers	NNS
on	IN
this	DT
continent	NN
,	,
through	IN
the	DT
dangers	NNS
attendant	NN
upon	IN
the	DT
occupation	NN
of	IN
a	DT
savage	JJ
wilderness	NN
,	,
through	IN
a	DT
long	JJ
period	NN
of	IN
colonial	JJ
dependence	NN
,	,
through	IN
the	DT
War	NNP
of	IN
the	DT
Revolution	NNP
,	,
in	IN
the	DT
wisdom	NN
which	WDT
led	VBD
to	TO
the	DT
adoption	NN
of	IN
the	DT
existing	VBG
forms	NNS
of	IN
republican	JJ
government	NN
,	,
in	IN
the	DT
hazards	NNS
incident	NN
to	TO
a	DT
war	NN
subsequently	RB
waged	VBD
with	IN
one	CD
of	IN
the	DT
most	RBS
powerful	JJ
nations	NNS
of	IN
the	DT
earth	NN
,	,
in	IN
the	DT
increase	NN
of	IN
our	PRP$
population	NN
,	,
in	IN
the	DT
spread	NN
of	IN
the	DT
arts	NNS
and	CC
sciences	NNS
,	,
and	CC
in	IN
the	DT
strength	NN
and	CC
durability	NN
conferred	VBD
on	IN
political	JJ
institutions	NNS
emanating	VBG
from	IN
the	DT
people	NNS
and	CC
sustained	VBN
by	IN
their	PRP$
will	NN
,	,
the	DT
superintendence	NN
of	IN
an	DT
overruling	JJ
Providence	NNP
has	VBZ
been	VBN
plainly	RB
visible	JJ
.	.
As	IN
preparatory	NN
,	,
therefore	RB
,	,
to	TO
entering	VBG
once	RB
more	RBR
upon	IN
the	DT
high	JJ
duties	NNS
of	IN
legislation	NN
,	,
it	PRP
becomes	VBZ
us	PRP
humbly	RB
to	TO
acknowledge	VB
our	PRP$
dependence	NN
upon	IN
Him	PRP
as	IN
our	PRP$
guide	NN
and	CC
protector	NN
and	CC
to	TO
implore	VB
a	DT
continuance	NN
of	IN
His	PRP$
parental	JJ
watchfulness	NN
over	IN
our	PRP$
beloved	JJ
country	NN
.	.
We	PRP
