token	pos
Fellow-Citizens	NNS
of	IN
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
We	PRP
have	VBP
reason	NN
to	TO
renew	VB
the	DT
expression	NN
of	IN
our	PRP$
devout	NN
gratitude	NN
to	TO
the	DT
Giver	NN
of	IN
All	DT
Good	JJ
for	IN
His	PRP$
benign	JJ
protection	NN
.	.
Our	PRP$
country	NN
presents	VBZ
on	IN
every	DT
side	NN
the	DT
evidences	NNS
of	IN
that	DT
continued	JJ
favor	NN
under	IN
whose	WP$
auspices	NNS
it	PRP
,	,
has	VBZ
gradually	RB
risen	VBN
from	IN
a	DT
few	JJ
feeble	JJ
and	CC
dependent	JJ
colonies	NNS
to	TO
a	DT
prosperous	JJ
and	CC
powerful	JJ
confederacy	NN
.	.
We	PRP
are	VBP
blessed	VBN
with	IN
domestic	JJ
tranquillity	NN
and	CC
all	PDT
the	DT
elements	NNS
of	IN
national	JJ
prosperity	NN
.	.
The	DT
pestilence	NN
which	WDT
,	,
invading	VBG
for	IN
a	DT
time	NN
some	DT
flourishing	JJ
portions	NNS
of	IN
the	DT
Union	NNP
,	,
interrupted	VBD
the	DT
general	JJ
prevalence	NN
of	IN
unusual	JJ
health	NN
has	VBZ
happily	RB
been	VBN
limited	VBN
in	IN
extent	NN
and	CC
arrested	VBN
in	IN
its	PRP$
fatal	JJ
career	NN
.	.
The	DT
industry	NN
and	CC
prudence	NN
of	IN
our	PRP$
citizens	NNS
are	VBP
gradually	RB
relieving	VBG
them	PRP
from	IN
the	DT
pecuniary	JJ
embarrassments	NNS
under	IN
which	WDT
portions	NNS
of	IN
them	PRP
have	VBP
labored	VBN
;	:
judicious	JJ
legislation	NN
and	CC
the	DT
natural	JJ
and	CC
boundless	JJ
resources	NNS
of	IN
the	DT
country	NN
have	VBP
afforded	VBN
wise	JJ
end	NN
timely	JJ
aid	NN
to	TO
private	JJ
enterprise	NN
,	,
and	CC
the	DT
activity	NN
always	RB
characteristic	JJ
of	IN
our	PRP$
people	NNS
has	VBZ
already	RB
in	IN
a	DT
great	JJ
degree	NN
resumed	VBD
its	PRP$
usual	JJ
and	CC
profitable	JJ
channels	NNS
.	.
The	DT
condition	NN
of	IN
our	PRP$
foreign	JJ
relations	NNS
has	VBZ
not	RB
materially	RB
changed	VBN
since	IN
the	DT
last	JJ
annual	JJ
message	NN
of	IN
my	PRP$
predecessor	NN
.	.
We	PRP
remain	VBP
at	IN
peace	NN
with	IN
all	DT
nations	NNS
,	,
and	CC
no	DT
efforts	NNS
on	IN
my	PRP$
part	NN
consistent	JJ
with	IN
the	DT
preservation	NN
of	IN
our	PRP$
rights	NNS
and	CC
the	DT
honor	NN
of	IN
the	DT
country	NN
shall	MD
be	VB
spared	VBN
to	TO
maintain	VB
a	DT
position	NN
so	RB
consonant	JJ
to	TO
our	PRP$
institutions	NNS
.	.
We	PRP
have	VBP
faithfully	RB
sustained	VBN
the	DT
foreign	JJ
policy	NN
with	IN
which	WDT
the	DT
United	NNP
States	NNPS
,	,
under	IN
the	DT
guidance	NN
of	IN
their	PRP$
first	JJ
President	NNP
,	,
took	VBD
their	PRP$
stand	NN
in	IN
the	DT
family	NN
of	IN
nations--that	JJ
of	IN
regulating	VBG
their	PRP$
intercourse	NN
with	IN
other	JJ
powers	NNS
by	IN
the	DT
approved	JJ
principles	NNS
of	IN
private	JJ
life	NN
;	:
asking	VBG
and	CC
according	VBG
equal	JJ
rights	NNS
and	CC
equal	JJ
privileges	NNS
;	:
rendering	NN
and	CC
demanding	VBG
justice	NN
in	IN
all	DT
cases	NNS
;	:
advancing	VBG
their	PRP$
own	JJ
and	CC
discussing	VBG
the	DT
pretensions	NNS
of	IN
others	NNS
with	IN
candor	NN
,	,
directness	NN
,	,
and	CC
sincerity	RB
;	:
appealing	VBG
at	IN
all	DT
times	NNS
to	TO
reason	NN
,	,
but	CC
never	RB
yielding	VBG
to	TO
force	VB
nor	CC
seeking	VBG
to	TO
acquire	VB
anything	NN
for	IN
themselves	PRP
by	IN
its	PRP$
exercise	NN
.	.
A	DT
rigid	JJ
adherence	NN
to	TO
this	DT
policy	NN
has	VBZ
left	VBN
this	DT
Government	NN
with	IN
scarcely	RB
a	DT
claim	NN
upon	IN
its	PRP$
justice	NN
for	IN
injuries	NNS
arising	VBG
from	IN
acts	NNS
committed	VBN
by	IN
its	PRP$
authority	NN
.	.
The	DT
most	JJS
imposing	VBG
and	CC
perplexing	VBG
of	IN
those	DT
of	IN
the	DT
United	NNP
States	NNPS
upon	IN
foreign	JJ
governments	NNS
for	IN
aggressions	NNS
upon	IN
our	PRP$
citizens	NNS
were	VBD
disposed	VBN
of	IN
by	IN
my	PRP$
predecessor	NN
.	.
Independently	RB
of	IN
the	DT
benefits	NNS
conferred	VBN
upon	IN
our	PRP$
citizens	NNS
by	IN
restoring	VBG
to	TO
the	DT
mercantile	NN
community	NN
so	RB
many	JJ
millions	NNS
of	IN
which	WDT
they	PRP
had	VBD
been	VBN
wrongfully	RB
divested	VBN
,	,
a	DT
great	JJ
service	NN
was	VBD
also	RB
rendered	VBN
to	TO
his	PRP$
country	NN
by	IN
the	DT
satisfactory	JJ
adjustment	NN
of	IN
so	RB
many	JJ
ancient	JJ
and	CC
irritating	JJ
subjects	NNS
of	IN
contention	NN
;	:
and	CC
it	PRP
reflects	VBZ
no	DT
ordinary	JJ
credit	NN
on	IN
his	PRP$
successful	JJ
administration	NN
of	IN
public	JJ
affairs	NNS
that	IN
this	DT
great	JJ
object	NN
was	VBD
accomplished	VBN
without	IN
compromising	VBG
on	IN
any	DT
occasion	NN
either	CC
the	DT
honor	NN
or	CC
the	DT
peace	NN
of	IN
the	DT
nation	NN
.	.
With	IN
European	JJ
powers	NNS
no	DT
new	JJ
subjects	NNS
of	IN
difficulty	NN
have	VBP
arisen	VBN
,	,
and	CC
those	DT
which	WDT
were	VBD
under	IN
discussion	NN
,	,
although	IN
not	RB
terminated	VBN
,	,
do	VB
not	RB
present	VB
a	DT
more	RBR
unfavorable	JJ
aspect	NN
for	IN
the	DT
future	JJ
preservation	NN
of	IN
that	DT
good	JJ
understanding	NN
which	WDT
it	PRP
has	VBZ
ever	RB
been	VBN
our	PRP$
desire	NN
to	TO
cultivate	VB
.	.
Of	IN
pending	VBG
questions	NNS
the	DT
most	RBS
important	JJ
is	VBZ
that	IN
which	WDT
exists	VBZ
with	IN
the	DT
Government	NNP
of	IN
Great	NNP
Britain	NNP
in	IN
respect	NN
to	TO
our	PRP$
northeastern	JJ
boundary	NN
.	.
It	PRP
is	VBZ
with	IN
unfeigned	JJ
regret	NN
that	IN
the	DT
people	NNS
of	IN
the	DT
United	NNP
States	NNPS
must	MD
look	VB
back	RB
upon	IN
the	DT
abortive	JJ
efforts	NNS
made	VBN
by	IN
the	DT
Executive	NNP
,	,
for	IN
a	DT
period	NN
of	IN
more	JJR
than	IN
half	PDT
a	DT
century	NN
,	,
to	TO
determine	VB
what	WP
no	DT
nation	NN
should	MD
suffer	VB
long	JJ
to	TO
remain	VB
in	IN
dispute--the	JJ
true	JJ
line	NN
which	WDT
divides	VBZ
its	PRP$
possessions	NNS
from	IN
those	DT
of	IN
other	JJ
powers	NNS
.	.
The	DT
nature	NN
of	IN
the	DT
settlements	NNS
on	IN
the	DT
borders	NNS
of	IN
the	DT
United	NNP
States	NNP
and	CC
of	IN
the	DT
neighboring	JJ
territory	NN
was	VBD
for	IN
a	DT
season	NN
such	JJ
that	IN
this	DT
,	,
perhaps	RB
,	,
was	VBD
not	RB
indispensable	JJ
to	TO
a	DT
faithful	JJ
performance	NN
of	IN
the	DT
duties	NNS
of	IN
the	DT
Federal	NNP
Government	NNP
.	.
Time	NNP
has	VBZ
,	,
however	RB
,	,
changed	VBD
this	DT
state	NN
of	IN
things	NNS
,	,
and	CC
has	VBZ
brought	VBN
about	IN
a	DT
condition	NN
of	IN
affairs	NNS
in	IN
which	WDT
the	DT
true	JJ
interests	NNS
of	IN
both	DT
countries	NNS
imperatively	RB
require	VBP
that	IN
this	DT
question	NN
should	MD
be	VB
put	VBN
at	IN
rest	NN
.	.
It	PRP
is	VBZ
not	RB
to	TO
be	VB
disguised	VBN
that	IN
,	,
with	IN
full	JJ
confidence	NN
,	,
often	RB
expressed	VBN
,	,
in	IN
the	DT
desire	NN
of	IN
the	DT
British	JJ
Government	NN
to	TO
terminate	VB
it	PRP
,	,
we	PRP
are	VBP
apparently	RB
as	RB
far	RB
from	IN
its	PRP$
adjustment	NN
as	IN
we	PRP
were	VBD
at	IN
the	DT
time	NN
of	IN
signing	VBG
the	DT
treaty	NN
of	IN
peace	NN
in	IN
1783	CD
.	.
The	DT
sole	JJ
result	NN
of	IN
long-pending	JJ
negotiations	NNS
and	CC
a	DT
perplexing	VBG
arbitration	NN
appears	VBZ
to	TO
be	VB
a	DT
conviction	NN
on	IN
its	PRP$
part	NN
that	IN
a	DT
conventional	JJ
line	NN
must	MD
be	VB
adopted	VBN
,	,
from	IN
the	DT
impossibility	NN
of	IN
ascertaining	VBG
the	DT
true	JJ
one	NN
according	VBG
to	TO
the	DT
description	NN
contained	VBD
in	IN
that	DT
treaty	NN
.	.
Without	IN
coinciding	NN
in	IN
this	DT
opinion	NN
,	,
which	WDT
is	VBZ
not	RB
thought	VBN
to	TO
be	VB
well	RB
rounded	VBN
,	,
my	PRP$
predecessor	NN
gave	VBD
the	DT
strongest	JJS
proof	NN
of	IN
the	DT
earnest	JJ
desire	NN
of	IN
the	DT
United	NNP
States	NNP
to	TO
terminate	VB
satisfactorily	RB
this	DT
dispute	NN
by	IN
proposing	VBG
the	DT
substitution	NN
of	IN
a	DT
conventional	JJ
line	NN
if	IN
the	DT
consent	NN
of	IN
the	DT
States	NNS
interested	VBN
in	IN
the	DT
question	NN
could	MD
be	VB
obtained	VBN
.	.
To	TO
this	DT
proposition	NN
no	DT
answer	NN
has	VBZ
as	RB
yet	RB
been	VBN
received	VBN
.	.
The	DT
attention	NN
of	IN
the	DT
British	NNP
Government	NNP
has	VBZ
,	,
however	RB
,	,
been	VBN
urgently	RB
invited	VBN
to	TO
the	DT
subject	NN
,	,
and	CC
its	PRP$
reply	NN
can	MD
not	RB
,	,
I	PRP
am	VBP
confident	JJ
,	,
be	VB
much	RB
longer	RB
delayed	VBN
.	.
The	DT
general	JJ
relations	NNS
between	IN
Great	NNP
Britain	NNP
and	CC
the	DT
United	NNP
States	NNP
are	VBP
of	IN
the	DT
most	RBS
friendly	JJ
character	NN
,	,
and	CC
I	PRP
am	VBP
well	RB
satisfied	VBN
of	IN
the	DT
sincere	JJ
disposition	NN
of	IN
that	DT
Government	NNP
to	TO
maintain	VB
them	PRP
upon	IN
their	PRP$
present	JJ
footing	NN
.	.
This	DT
disposition	NN
has	VBZ
also	RB
,	,
I	PRP
am	VBP
persuaded	VBN
,	,
become	VBN
more	RBR
general	JJ
with	IN
the	DT
people	NNS
of	IN
England	NNP
than	IN
