token	pos
Mr.	NNP
Speaker	NNP
,	,
Vice	NNP
President	NNP
Cheney	NNP
,	,
Members	NNP
of	IN
Congress	NNP
,	,
distinguished	JJ
citizens	NNS
and	CC
fellow	JJ
citizens	NNS
:	:
Every	DT
year	NN
,	,
by	IN
law	NN
and	CC
by	IN
custom	NN
,	,
we	PRP
meet	VBP
here	RB
to	TO
consider	VB
the	DT
state	NN
of	IN
the	DT
Union	NNP
.	.
This	DT
year	NN
,	,
we	PRP
gather	VBP
in	IN
this	DT
Chamber	NNP
deeply	RB
aware	JJ
of	IN
decisive	JJ
days	NNS
that	WDT
lie	VBP
ahead	RB
.	.
You	PRP
and	CC
I	PRP
serve	VBP
our	PRP$
country	NN
in	IN
a	DT
time	NN
of	IN
great	JJ
consequence	NN
.	.
During	IN
this	DT
session	NN
of	IN
Congress	NNP
,	,
we	PRP
have	VBP
the	DT
duty	NN
to	TO
reform	VB
domestic	JJ
programs	NNS
vital	JJ
to	TO
our	PRP$
country	NN
.	.
We	PRP
have	VBP
the	DT
opportunity	NN
to	TO
save	VB
millions	NNS
of	IN
lives	NNS
abroad	RB
from	IN
a	DT
terrible	JJ
disease	NN
.	.
We	PRP
will	MD
work	VB
for	IN
a	DT
prosperity	NN
that	WDT
is	VBZ
broadly	RB
shared	VBN
,	,
and	CC
we	PRP
will	MD
answer	VB
every	DT
danger	NN
and	CC
every	DT
enemy	NN
that	WDT
threatens	VBZ
the	DT
American	JJ
people	NNS
.	.
In	IN
all	PDT
these	DT
days	NNS
of	IN
promise	NN
and	CC
days	NNS
of	IN
reckoning	NN
,	,
we	PRP
can	MD
be	VB
confident	JJ
.	.
In	IN
a	DT
whirlwind	NN
of	IN
change	NN
and	CC
hope	NN
and	CC
peril	NN
,	,
our	PRP$
faith	NN
is	VBZ
sure	JJ
;	:
our	PRP$
resolve	NN
is	VBZ
firm	JJ
;	:
and	CC
our	PRP$
Union	NNP
is	VBZ
strong	JJ
.	.
This	DT
country	NN
has	VBZ
many	JJ
challenges	NNS
.	.
We	PRP
will	MD
not	RB
deny	VB
,	,
we	PRP
will	MD
not	RB
ignore	VB
,	,
we	PRP
will	MD
not	RB
pass	VB
along	IN
our	PRP$
problems	NNS
to	TO
other	JJ
Congresses	NNS
,	,
to	TO
other	JJ
Presidents	NNS
,	,
and	CC
other	JJ
generations	NNS
.	.
We	PRP
will	MD
confront	VB
them	PRP
with	IN
focus	NN
and	CC
clarity	NN
and	CC
courage	NN
.	.
During	IN
the	DT
last	JJ
2	CD
years	NNS
,	,
we	PRP
have	VBP
seen	VBN
what	WP
can	MD
be	VB
accomplished	VBN
when	WRB
we	PRP
work	VBP
together	RB
.	.
To	TO
lift	VB
the	DT
standards	NNS
of	IN
our	PRP$
public	JJ
schools	NNS
,	,
we	PRP
achieved	VBD
historic	JJ
education	NN
reform	NN
,	,
which	WDT
must	MD
now	RB
be	VB
carried	VBN
out	RP
in	IN
every	DT
school	NN
and	CC
in	IN
every	DT
classroom	NN
so	IN
that	IN
every	DT
child	NN
in	IN
America	NNP
can	MD
read	VB
and	CC
learn	VB
and	CC
succeed	VB
in	IN
life	NN
