token	pos
It	PRP
has	VBZ
been	VBN
asserted	VBN
by	IN
one	CD
of	IN
our	PRP$
profound	JJ
and	CC
most	RBS
gifted	JJ
statesmen	NNS
that--	DT
Fellow-Citizens	NNS
of	IN
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
Upon	IN
the	DT
reassembling	NN
of	IN
Congress	NNP
it	PRP
again	RB
becomes	VBZ
my	PRP$
duty	NN
to	TO
call	VB
your	PRP$
attention	NN
to	TO
the	DT
state	NN
of	IN
the	DT
Union	NNP
and	CC
to	TO
its	PRP$
continued	JJ
disorganized	JJ
condition	NN
under	IN
the	DT
various	JJ
laws	NNS
which	WDT
have	VBP
been	VBN
passed	VBN
upon	IN
the	DT
subject	NN
of	IN
reconstruction	NN
.	.
It	PRP
may	MD
be	VB
safely	RB
assumed	VBN
as	IN
an	DT
axiom	NN
in	IN
the	DT
government	NN
of	IN
states	NNS
that	IN
the	DT
greatest	JJS
wrongs	NNS
inflicted	VBN
upon	IN
a	DT
people	NNS
are	VBP
caused	VBN
by	IN
unjust	JJ
and	CC
arbitrary	JJ
legislation	NN
,	,
or	CC
by	IN
the	DT
unrelenting	JJ
decrees	NNS
of	IN
despotic	JJ
rulers	NNS
.	.
and	CC
that	IN
the	DT
timely	JJ
revocation	NN
of	IN
injurious	JJ
and	CC
oppressive	JJ
measures	NNS
is	VBZ
the	DT
greatest	JJS
good	NN
that	WDT
can	MD
be	VB
conferred	VBN
upon	IN
a	DT
nation	NN
.	.
The	DT
legislator	NN
or	CC
ruler	NN
who	WP
has	VBZ
the	DT
wisdom	NN
and	CC
magnanimity	NN
to	TO
retrace	VB
his	PRP$
steps	NNS
when	WRB
convinced	JJ
of	IN
error	NN
will	MD
sooner	RBR
or	CC
later	RBR
be	VB
rewarded	VBN
with	IN
the	DT
respect	NN
and	CC
gratitude	NN
of	IN
an	DT
intelligent	JJ
and	CC
patriotic	JJ
people	NNS
.	.
Our	PRP$
own	JJ
history	NN
,	,
although	IN
embracing	VBG
a	DT
period	NN
less	RBR
than	IN
a	DT
century	NN
,	,
affords	NNS
abundant	JJ
proof	NN
that	IN
most	JJS
,	,
if	IN
not	RB
all	DT
,	,
of	IN
our	PRP$
domestic	JJ
troubles	NNS
are	VBP
directly	RB
traceable	JJ
to	TO
violations	NNS
of	IN
the	DT
organic	JJ
law	NN
and	CC
excessive	JJ
legislation	NN
.	.
The	DT
most	RBS
striking	JJ
illustrations	NNS
of	IN
this	DT
fact	NN
are	VBP
furnished	VBN
by	IN
the	DT
enactments	NNS
of	IN
the	DT
past	JJ
three	CD
years	NNS
upon	IN
the	DT
question	NN
of	IN
reconstruction	NN
.	.
After	IN
a	DT
fair	JJ
trial	NN
they	PRP
have	VBP
substantially	RB
failed	VBN
and	CC
proved	VBN
pernicious	JJ
in	IN
their	PRP$
results	NNS
,	,
and	CC
there	EX
seems	VBZ
to	TO
be	VB
no	DT
good	JJ
reason	NN
why	WRB
they	PRP
should	MD
longer	RB
remain	VB
upon	IN
the	DT
statute	NN
book	NN
.	.
States	NNS
to	TO
which	WDT
the	DT
Constitution	NNP
guarantees	VBZ
a	DT
republican	JJ
form	NN
of	IN
government	NN
have	VBP
been	VBN
reduced	VBN
to	TO
military	JJ
dependencies	NNS
in	IN
each	DT
of	IN
which	WDT
the	DT
people	NNS
have	VBP
been	VBN
made	VBN
subject	JJ
to	TO
the	DT
arbitrary	JJ
will	NN
of	IN
the	DT
commanding	JJ
general	NN
.	.
Although	IN
the	DT
Constitution	NNP
requires	VBZ
that	IN
each	DT
State	NNP
shall	MD
be	VB
represented	VBN
in	IN
Congress	NNP
,	,
Virginia	NNP
,	,
Mississippi	NNP
,	,
and	CC
Texas	NNP
are	VBP
yet	RB
excluded	VBN
from	IN
the	DT
two	CD
Houses	NNS
,	,
and	CC
,	,
contrary	JJ
to	TO
the	DT
express	JJ
provisions	NNS
of	IN
that	DT
instrument	NN
were	VBD
denied	VBN
participation	NN
in	IN
the	DT
recent	JJ
election	NN
for	IN
a	DT
President	NNP
and	CC
Vice-President	NNP
of	IN
the	DT
United	NNP
States	NNP
.	.
The	DT
attempt	NN
to	TO
place	VB
the	DT
white	JJ
population	NN
under	IN
the	DT
domination	NN
of	IN
persons	NNS
of	IN
color	NN
in	IN
the	DT
South	NNP
has	VBZ
impaired	VBN
,	,
if	IN
not	RB
destroyed	VBN
,	,
the	DT
kindly	JJ
relations	NNS
that	WDT
had	VBD
previously	RB
existed	VBN
between	IN
them	PRP
:	:
and	CC
mutual	JJ
distrust	NN
has	VBZ
engendered	VBN
a	DT
feeling	NN
of	IN
animosity	NN
which	WDT
leading	VBG
in	IN
some	DT
instances	NNS
to	TO
collision	NN
and	CC
bloodshed	VBD
,	,
has	VBZ
prevented	VBN
that	IN
cooperation	NN
between	IN
the	DT
two	CD
races	NNS
so	RB
essential	JJ
to	TO
the	DT
success	NN
of	IN
industrial	JJ
enterprise	NN
in	IN
the	DT
Southern	JJ
States	NNS
.	.
Nor	CC
have	VBP
the	DT
inhabitants	NNS
of	IN
those	DT
States	NNS
alone	RB
suffered	VBN
from	IN
the	DT
disturbed	JJ
condition	NN
of	IN
affairs	NNS
growing	VBG
out	IN
of	IN
these	DT
Congressional	JJ
enactments	NNS
.	.
The	DT
entire	NN
Union	NNP
has	VBZ
been	VBN
agitated	VBN
by	IN
grave	JJ
apprehensions	NNS
of	IN
troubles	NNS
which	WDT
might	MD
again	RB
involve	VB
the	DT
peace	NN
of	IN
the	DT
nation	NN
;	:
its	PRP$
interests	NNS
have	VBP
been	VBN
injuriously	RB
affected	VBN
by	IN
the	DT
derangement	NN
of	IN
business	NN
and	CC
labor	NN
,	,
and	CC
the	DT
consequent	JJ
want	NN
of	IN
prosperity	NN
throughout	IN
that	DT
portion	NN
of	IN
the	DT
country	NN
.	.
The	DT
Federal	NNP
Constitution--the	NNP
magna	NN
charta	NN
of	IN
American	NNP
rights	NNS
,	,
under	IN
whose	WP$
wise	JJ
and	CC
salutary	JJ
provisions	NNS
we	PRP
have	VBP
successfully	RB
conducted	VBN
all	DT
our	PRP$
domestic	JJ
and	CC
foreign	JJ
affairs	NNS
,	,
sustained	VBD
ourselves	PRP
in	IN
peace	NN
and	CC
in	IN
war	NN
,	,
and	CC
become	VB
a	DT
great	JJ
nation	NN
among	IN
the	DT
powers	NNS
of	IN
the	DT
earth--must	NN
assuredly	RB
be	VB
now	RB
adequate	JJ
to	TO
the	DT
settlement	NN
of	IN
questions	NNS
growing	VBG
out	IN
of	IN
the	DT
civil	JJ
war	NN
,	,
waged	VBD
alone	RB
for	IN
its	PRP$
vindication	NN
.	.
This	DT
great	JJ
fact	NN
is	VBZ
made	VBN
most	RBS
manifest	JJ
by	IN
the	DT
condition	NN
of	IN
the	DT
country	NN
when	WRB
Congress	NNP
assembled	VBD
in	IN
the	DT
month	NN
of	IN
December	NNP
,	,
1865	CD
.	.
Civil	JJ
strife	NN
had	VBD
ceased	VBN
,	,
the	DT
spirit	NN
of	IN
rebellion	NN
had	VBD
spent	VBN
its	PRP$
entire	JJ
force	NN
,	,
in	IN
the	DT
Southern	JJ
States	NNS
the	DT
people	NNS
had	VBD
warmed	VBN
into	IN
national	JJ
life	NN
,	,
and	CC
throughout	IN
the	DT
whole	JJ
country	NN
a	DT
healthy	JJ
reaction	NN
in	IN
public	JJ
sentiment	NN
had	VBD
taken	VBN
place	NN
.	.
By	IN
the	DT
application	NN
of	IN
the	DT
simple	NN
yet	RB
effective	JJ
provisions	NNS
of	IN
the	DT
Constitution	NNP
the	DT
executive	NN
department	NN
,	,
with	IN
the	DT
voluntary	JJ
aid	NN
of	IN
the	DT
States	NNP
,	,
had	VBD
brought	VBN
the	DT
work	NN
of	IN
restoration	NN
as	IN
near	JJ
completion	NN
as	IN
was	VBD
within	IN
the	DT
scope	NN
of	IN
its	PRP$
authority	NN
,	,
and	CC
the	DT
nation	NN
was	VBD
encouraged	VBN
by	IN
the	DT
prospect	NN
of	IN
an	DT
early	JJ
and	CC
satisfactory	JJ
adjustment	NN
of	IN
all	DT
its	PRP$
difficulties	NNS
.	.
Congress	NNP
,	,
however	RB
,	,
intervened	VBD
,	,
and	CC
,	,
refusing	VBG
to	TO
perfect	JJ
the	DT
work	NN
so	RB
nearly	RB
consummated	VBN
,	,
declined	VBD
to	TO
admit	VB
members	NNS
from	IN
the	DT
unrepresented	JJ
States	NNP
,	,
adopted	VBD
a	DT
series	NN
of	IN
measures	NNS
which	WDT
arrested	VBN
the	DT
progress	NN
of	IN
restoration	NN
,	,
frustrated	VBN
all	DT
that	WDT
had	VBD
been	VBN
so	RB
successfully	RB
accomplished	VBN
,	,
and	CC
,	,
after	IN
three	CD
years	NNS
of	IN
agitation	NN
and	CC
strife	NN
,	,
has	VBZ
left	VBN
the	DT
country	NN
further	RB
from	IN
the	DT
attainment	NN
of	IN
union	NN
and	CC
fraternal	JJ
feeling	NN
than	IN
at	IN
the	DT
inception	NN
of	IN
the	DT
Congressional	JJ
plan	NN
of	IN
reconstruction	NN
.	.
It	PRP
needs	VBZ
no	DT
argument	NN
to	TO
show	VB
that	DT
legislation	NN
which	WDT
has	VBZ
produced	VBN
such	JJ
baneful	JJ
consequences	NNS
should	MD
be	VB
abrogated	VBN
,	,
or	CC
else	RB
made	VBN
to	TO
conform	VB
to	TO
the	DT
genuine	JJ
principles	NNS
of	IN
republican	JJ
government	NN
.	.
Under	IN
the	DT
influence	NN
of	IN
party	NN
passion	NN
and	CC
sectional	JJ
prejudice	NN
,	,
other	JJ
acts	NNS
have	VBP
been	VBN
passed	VBN
not	RB
warranted	VBN
by	IN
the	DT
Constitution	NNP
.	.
Congress	NNP
has	VBZ
already	RB
been	VBN
made	VBN
familiar	JJ
with	IN
my	PRP$
views	NNS
respecting	VBG
the	DT
"tenure-of-office	NN
bill	NN
.	.
"	''
Experience	NN
has	VBZ
proved	VBN
that	IN
its	PRP$
repeal	NN
is	VBZ
demanded	VBN
by	IN
the	DT
best	JJS
interests	NNS
of	IN
the	DT
country	NN
,	,
and	CC
that	IN
while	IN
it	PRP
remains	VBZ
in	IN
force	NN
the	DT
President	NNP
can	MD
not	RB
enjoin	VB
that	DT
rigid	JJ
accountability	NN
of	IN
public	JJ
officers	NNS
so	RB
essential	JJ
to	TO
an	DT
honest	JJ
and	CC
efficient	JJ
execution	NN
of	IN
the	DT
laws	NNS
.	.
Its	PRP$
revocation	NN
would	MD
enable	VB
the	DT
executive	NN
department	NN
to	TO
exercise	VB
the	DT
power	NN
of	IN
appointment	NN
and	CC
removal	NN
in	IN
accordance	NN
with	IN
the	DT
original	JJ
design	NN
of	IN
the	DT
Federal	NNP
Constitution	NNP
.	.
The	DT
act	NN
of	IN
March	NNP
2	CD
,	,
1867	CD
,	,
making	VBG
appropriations	NNS
for	IN
the	DT
support	NN
of	IN
the	DT
Army	NNP
for	IN
the	DT
year	NN
ending	VBG
June	NNP
30	CD
,	,
1868	CD
,	,
and	CC
for	IN
other	JJ
purposes	NNS
,	,
contains	VBZ
provisions	NNS
which	WDT
interfere	VBP
with	IN
the	DT
President	NNP
's	POS
constitutional	JJ
functions	NNS
as	IN
Commander	NNP
in	IN
Chief	NNP
of	IN
the	DT
Army	NNP
and	CC
deny	VB
to	TO
States	NNP
of	IN
the	DT
Union	NNP
the	DT
right	NN
to	TO
protect	VB
themselves	PRP
by	IN
means	NNS
of	IN
their	PRP$
own	JJ
militia	NN
.	.
These	DT
provisions	NNS
should	MD
be	VB
at	IN
once	RB
annulled	VBN
;	:
for	IN
while	IN
the	DT
first	JJ
might	NN
,	,
in	IN
times	NNS
of	IN
great	JJ
emergency	NN
,	,
seriously	RB
embarrass	VB
the	DT
Executive	NNP
in	IN
efforts	NNS
to	TO
employ	VB
and	CC
direct	VB
the	DT
common	JJ
strength	NN
of	IN
the	DT
nation	NN
for	IN
its	PRP$
protection	NN
and	CC
preservation	NN
,	,
the	DT
other	JJ
is	VBZ
contrary	JJ
to	TO
the	DT
express	NN
declaration	NN
of	IN
the	DT
Constitution	NNP
that	WDT
"	''
a	DT
well-regulated	JJ
militia	NN
being	VBG
necessary	JJ
to	TO
the	DT
security	NN
of	IN
a	DT
free	JJ
state	NN
,	,
the	DT
right	NN
of	IN
the	DT
people	NNS
to	TO
keep	VB
and	CC
bear	VB
arms	NNS
shall	MD
not	RB
be	VB
infringed	VBN
.	.
"	''
It	PRP
is	VBZ
believed	VBN
that	IN
the	DT
repeal	NN
of	IN
all	DT
such	JJ
laws	NNS
would	MD
be	VB
accepted	VBN
by	IN
the	DT
American	JJ
people	NNS
as	IN
at	IN
least	JJS
a	DT
partial	JJ
return	NN
to	TO
the	DT
fundamental	JJ
principles	NNS
of	IN
the	DT
Government	NNP
,	,
and	CC
an	DT
indication	NN
that	IN
hereafter	IN
the	DT
Constitution	NNP
is	VBZ
to	TO
be	VB
made	VBN
the	DT
nation	NN
's	POS
safe	JJ
and	CC
unerring	JJ
guide	NN
.	.
They	PRP
can	MD
be	VB
productive	JJ
of	IN
no	NN
permanent	JJ
benefit	NN
to	TO
the	DT
country	NN
,	,
and	CC
should	MD
not	RB
be	VB
permitted	VBN
to	TO
stand	VB
as	IN
so	RB
many	JJ
monuments	NNS
of	IN
the	DT
deficient	JJ
wisdom	NN
which	WDT
has	VBZ
characterized	VBN
our	PRP$
recent	JJ
legislation	NN
.	.
The	DT
condition	NN
of	IN
our	PRP$
finances	NNS
demands	VBZ
the	DT
early	JJ
and	CC
earnest	JJ
consideration	NN
of	IN
Congress	NNP
.	.
Compared	VBN
with	IN
the	DT
growth	NN
of	IN
our	PRP$
population	NN
,	,
the	DT
public	JJ
expenditures	NNS
have	VBP
reached	VBN
an	DT
amount	NN
unprecedented	JJ
in	IN
our	PRP$
history	NN
.	.
The	DT
population	NN
of	IN
the	DT
United	NNP
States	NNPS
in	IN
1790	CD
was	VBD
nearly	RB
4,000,000	CD
people	NNS
.	.
Increasing	VBG
each	DT
decade	NN
about	IN
33	CD
per	IN
cent	NN
,	,
it	PRP
reached	VBD
in	IN
1860	CD
31	CD
,000,000	CD
,	,
an	DT
increase	NN
of	IN
700	CD
per	IN
cent	NN
on	IN
the	DT
population	NN
in	IN
1790	CD
.	.
In	IN
1869	CD
it	PRP
is	VBZ
estimated	VBN
that	IN
it	PRP
will	MD
reach	VB
38,000,000	CD
,	,
or	CC
an	DT
increase	NN
of	IN
868	CD
per	IN
cent	NN
in	IN
seventy-nine	CD
years	NNS
.	.
The	DT
annual	JJ
expenditures	NNS
of	IN
the	DT
Federal	NNP
Government	NNP
in	IN
1791	CD
were	VBD
$	$
4,200,000	CD
;	:
in	IN
1820	CD
,	,
$	$
18.200,000	CD
;	:
in	IN
1850	CD
,	,
forty-one	CD
millions	NNS
;	:
in	IN
1860	CD
,	,
sixty-three	CD
millions	NNS
;	:
in	IN
1865	CD
,	,
nearly	RB
thirteen	CD
hundred	CD
millions	NNS
;	:
and	CC
in	IN
1869	CD
