token	pos
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
President	NNP
,	,
distinguished	VBD
Members	NNS
of	IN
Congress	NNP
,	,
honored	VBN
guests	NNS
,	,
and	CC
fellow	JJ
citizens	NNS
:	:
May	NNP
I	PRP
congratulate	VBP
all	DT
of	IN
you	PRP
who	WP
are	VBP
Members	NNS
of	IN
this	DT
historic	JJ
100th	JJ
Congress	NNP
of	IN
the	DT
United	NNP
States	NNP
of	IN
America	NNP
.	.
In	IN
this	DT
200th	JJ
anniversary	NN
year	NN
of	IN
our	PRP$
Constitution	NNP
,	,
you	PRP
and	CC
I	PRP
stand	VBP
on	IN
the	DT
shoulders	NNS
of	IN
giants—men	NNS
whose	WP$
words	NNS
and	CC
deeds	NNS
put	VBP
wind	NN
in	IN
the	DT
sails	NNS
of	IN
freedom	NN
.	.
However	RB
,	,
we	PRP
must	MD
always	RB
remember	VB
that	IN
our	PRP$
Constitution	NNP
is	VBZ
to	TO
be	VB
celebrated	VBN
not	RB
for	IN
being	VBG
old	JJ
,	,
but	CC
for	IN
being	VBG
young—young	JJ
with	IN
the	DT
same	JJ
energy	NN
,	,
spirit	NN
,	,
and	CC
promise	NN
that	IN
filled	VBN
each	DT
eventful	JJ
day	NN
in	IN
Philadelphia	NNP
's	POS
statehouse	NN
.	.
We	PRP
will	MD
be	VB
guided	VBN
tonight	RB
by	IN
their	PRP$
acts	NNS
,	,
and	CC
we	PRP
will	MD
be	VB
guided	VBN
forever	RB
by	IN
their	PRP$
words	NNS
.	.
Now	RB
,	,
forgive	VB
me	PRP
,	,
but	CC
I	PRP
ca	MD
n't	RB
resist	VB
sharing	VBG
a	DT
story	NN
from	IN
those	DT
historic	JJ
days	NNS
.	.
Philadelphia	NNP
was	VBD
bursting	VBG
with	IN
civic	JJ
pride	NN
in	IN
the	DT
spring	NN
of	IN
1787	CD
,	,
and	CC
its	PRP$
newspapers	NNS
began	VBD
embellishing	VBG
the	DT
arrival	NN
of	IN
the	DT
Convention	NNP
delegates	NNS
with	IN
elaborate	JJ
social	JJ
classifications	NNS
.	.
Governors	NNS
of	IN
States	NNS
were	VBD
called	VBN
Excellency	NNP
.	.
Justices	NNP
and	CC
Chancellors	NNS
had	VBD
reserved	VBN
for	IN
them	PRP
honorable	JJ
with	IN
a	DT
capital	NN
"	``
H.	NNP
"	''
For	IN
Congressmen	NNS
,	,
it	PRP
was	VBD
honorable	JJ
with	IN
a	DT
small	JJ
"h	NN
.	.
"	''
And	CC
all	DT
others	NNS
were	VBD
referred	VBN
to	TO
as	IN
"	``
the	DT
following	VBG
respectable	JJ
characters	NNS
.	.
"	''
[	NN
Laughter	NNP
]	NNP
Well	RB
,	,
for	IN
this	DT
100th	JJ
Congress	NNP
,	,
I	PRP
invoke	VB
special	JJ
executive	NN
powers	NNS
to	TO
declare	VB
that	IN
each	DT
of	IN
you	PRP
must	MD
never	RB
be	VB
titled	VBN
less	JJR
than	IN
honorable	JJ
with	IN
a	DT
capital	NN
"	``
H.	NNP
"	''
Incidentally	RB
,	,
I	PRP
'm	VBP
delighted	VBN
you	PRP
are	VBP
celebrating	VBG
