token	pos
Mr.	NNP
President	NNP
,	,
Mr.	NNP
Speaker	NNP
,	,
Members	NNP
of	IN
the	DT
United	NNP
States	NNP
Congress	NNP
:	:
I	PRP
return	VBP
as	IN
a	DT
former	JJ
President	NNP
of	IN
the	DT
Senate	NNP
and	CC
a	DT
former	JJ
Member	NNP
of	IN
this	DT
great	JJ
House	NNP
.	.
And	CC
now	RB
,	,
as	IN
President	NNP
,	,
it	PRP
is	VBZ
my	PRP$
privilege	NN
to	TO
report	VB
to	TO
you	PRP
on	IN
the	DT
state	NN
of	IN
the	DT
Union	NNP
.	.
Tonight	RB
I	PRP
come	VBP
not	RB
to	TO
speak	VB
about	IN
the	DT
state	NN
of	IN
the	DT
Government	NNP
,	,
not	RB
to	TO
detail	NN
every	DT
new	JJ
initiative	NN
we	PRP
plan	NN
for	IN
the	DT
coming	JJ
year	NN
nor	CC
to	TO
describe	VB
every	DT
line	NN
in	IN
the	DT
budget	NN
.	.
I	PRP
'm	VBP
here	RB
to	TO
speak	VB
to	TO
you	PRP
and	CC
to	TO
the	DT
American	JJ
people	NNS
about	IN
the	DT
state	NN
of	IN
the	DT
Union	NNP
,	,
about	IN
our	PRP$
world	NN
--	:
the	DT
changes	NNS
we	PRP
've	VBP
seen	VBN
,	,
the	DT
challenges	NNS
we	PRP
face	VBP
--	:
and	CC
what	WP
that	DT
means	VBZ
for	IN
America	NNP
.	.
There	EX
are	VBP
singular	JJ
moments	NNS
in	IN
history	NN
,	,
dates	VBZ
that	IN
divide	NN
all	DT
that	IN
goes	VBZ
before	RB
from	IN
all	DT
that	DT
comes	VBZ
after	RB
.	.
And	CC
many	JJ
of	IN
us	PRP
in	IN
this	DT
Chamber	NNP
have	VBP
lived	VBN
much	RB
of	IN
our	PRP$
lives	NNS
in	IN
a	DT
world	NN
whose	WP$
fundamental	JJ
features	NNS
were	VBD
defined	VBN
in	IN
1945	CD
;	:
and	CC
the	DT
events	NNS
of	IN
that	DT
year	NN
decreed	VBD
the	DT
shape	NN
of	IN
nations	NNS
,	,
the	DT
pace	NN
of	IN
progress	NN
,	,
freedom	NN
or	CC
oppression	NN
for	IN
millions	NNS
of	IN
people	NNS
around	IN
the	DT
world	NN
.	.
Nineteen	CD
forty-five	CD
provided	VBD
the	DT
common	JJ
frame	NN
of	IN
reference	NN
,	,
the	DT
compass	NN
points	NNS
of	IN
the	DT
postwar	JJ
era	NN
we	PRP
've	VBP
relied	VBN
upon	IN
to	TO
understand	VB
ourselves	PRP
.	.
And	CC
that	DT
was	VBD
our	PRP$
world	NN
,	,
until	IN
now	RB
.	.
The	DT
events	NNS
of	IN
the	DT
year	NN
just	RB
ended	VBN
,	,
the	DT
Revolution	NNP
of	IN
'89	CD
,	,
