token	pos
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
President	NNP
,	,
distinguished	VBD
Members	NNS
of	IN
the	DT
Congress	NNP
,	,
honored	VBN
guests	NNS
,	,
and	CC
fellow	JJ
citizens	NNS
:	:
I	PRP
would	MD
like	VB
to	TO
talk	VB
with	IN
you	PRP
this	DT
evening	NN
about	IN
what	WP
we	PRP
can	MD
do	VB
together—not	RB
as	IN
Republicans	NNPS
and	CC
Democrats	NNPS
,	,
but	CC
as	IN
Americans-to	NNP
make	VBP
tomorrow	NN
's	POS
America	NNP
happy	JJ
and	CC
prosperous	JJ
at	IN
home	NN
,	,
strong	JJ
and	CC
respected	JJ
abroad	RB
,	,
and	CC
at	IN
peace	NN
in	IN
the	DT
world	NN
.	.
As	IN
we	PRP
gather	VBP
here	RB
tonight	RB
,	,
the	DT
state	NN
of	IN
our	PRP$
Union	NNP
is	VBZ
strong	JJ
,	,
but	CC
our	PRP$
economy	NN
is	VBZ
troubled	VBN
.	.
For	IN
too	RB
many	JJ
of	IN
our	PRP$
fellow	NN
citizens-farmers	NNS
,	,
steel	NN
and	CC
auto	NN
workers	NNS
,	,
lumbermen	NNS
,	,
black	JJ
teenagers	NNS
,	,
working	VBG
mothers-this	NN
is	VBZ
a	DT
painful	JJ
period	NN
.	.
We	PRP
must	MD
all	PDT
do	VBP
everything	NN
in	IN
our	PRP$
power	NN
to	TO
bring	VB
their	PRP$
ordeal	NN
to	TO
an	DT
end	NN
.	.
It	PRP
has	VBZ
fallen	VBN
to	TO
us	PRP
,	,
in	IN
our	PRP$
time	NN
,	,
to	TO
undo	VB
damage	NN
that	WDT
was	VBD
a	DT
long	JJ
time	NN
in	IN
the	DT
making	NN
,	,
and	CC
to	TO
begin	VB
the	DT
hard	JJ
but	CC
necessary	JJ
task	NN
of	IN
building	VBG
a	DT
better	JJR
future	NN
for	IN
ourselves	PRP
and	CC
our	PRP$
children	NNS
.	.
We	PRP
have	VBP
a	DT
long	JJ
way	NN
to	TO
go	VB
,	,
but	CC
thanks	NNS
to	TO
the	DT
courage	NN
,	,
patience	NN
,	,
and	CC
strength	NN
of	IN
our	PRP$
people	NNS
,	,
America	NNP
is	VBZ
on	IN
the	DT
mend	NN
.	.
But	CC
let	VB
me	PRP
give	VB
you	PRP
just	RB
one	CD
important	JJ
reason	NN
why	WRB
I	PRP
believe	VBP
this—it	DT
involves	VBZ
many	JJ
members	NNS
of	IN
this	DT
body	NN
.	.
Just	RB
10	CD
days	NNS
ago	RB
,	,
after	IN
months	NNS
of	IN
debate	NN
and	CC
deadlock	NN
,	,
the	DT
bipartisan	JJ
Commission	NNP
on	IN
Social	NNP
Security	NNP
accomplished	VBD
the	DT
seemingly	RB
impossible	JJ
.	.
Social	JJ
security	NN
,	,
as	IN
some	DT
of	IN
us	PRP
had	VBD
warned	VBN
for	IN
so	RB
long	JJ
,	,
faced	VBN
disaster	NN
.	.
I	PRP
,	,
myself	PRP
,	,
have	VB
been	VBN
talking	VBG
about	IN
this	DT
problem	NN
for	IN
almost	RB
30	CD
years	NNS
.	.
As	IN
1983	CD
began	VBD
,	,
the	DT
