token	pos
The	DT
whole	JJ
nation	NN
is	VBZ
interested	JJ
in	IN
securing	VBG
cheap	JJ
transportation	NN
from	IN
the	DT
agricultural	JJ
States	NNS
of	IN
the	DT
West	NNP
to	TO
the	DT
Atlantic	NNP
Seaboard	NNP
.	.
To	TO
the	DT
citizens	NNS
of	IN
those	DT
States	NNS
it	PRP
secures	VBZ
a	DT
greater	JJR
return	NN
for	IN
their	PRP$
labor	NN
;	:
to	TO
the	DT
inhabitants	NNS
of	IN
the	DT
seaboard	NN
it	PRP
affords	VBZ
cheaper	JJR
food	NN
;	:
to	TO
the	DT
nation	NN
,	,
an	DT
increase	NN
in	IN
the	DT
annual	JJ
surplus	NN
of	IN
wealth	NN
.	.
It	PRP
is	VBZ
hoped	VBN
that	IN
the	DT
Government	NNP
of	IN
Great	NNP
Britain	NNP
will	MD
see	VB
the	DT
justice	NN
of	IN
abandoning	VBG
the	DT
narrow	JJ
and	CC
inconsistent	JJ
claim	NN
to	TO
which	WDT
her	PRP
Canadian	JJ
Provinces	NNS
have	VBP
urged	VBN
her	PRP
adherence	NN
.	.
To	TO
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
A	DT
year	NN
of	IN
peace	NN
and	CC
general	JJ
prosperity	NN
to	TO
this	DT
nation	NN
has	VBZ
passed	VBN
since	IN
the	DT
last	JJ
assembling	NN
of	IN
Congress	NNP
.	.
We	PRP
have	VBP
,	,
through	IN
a	DT
kind	NN
Providence	NNP
,	,
been	VBN
blessed	VBN
with	IN
abundant	JJ
crops	NNS
,	,
and	CC
have	VBP
been	VBN
spared	VBN
from	IN
complications	NNS
and	CC
war	NN
with	IN
foreign	JJ
nations	NNS
.	.
In	IN
our	PRP$
midst	NN
comparative	NN
harmony	NN
has	VBZ
been	VBN
restored	VBN
.	.
It	PRP
is	VBZ
to	TO
be	VB
regretted	VBN
,	,
however	RB
,	,
that	IN
a	DT
free	JJ
exercise	NN
of	IN
the	DT
elective	JJ
franchise	NN
has	VBZ
by	IN
violence	NN
and	CC
intimidation	NN
been	VBN
denied	VBN
to	TO
citizens	NNS
in	IN
exceptional	JJ
cases	NNS
in	IN
several	JJ
of	IN
the	DT
States	NNP
lately	RB
in	IN
rebellion	NN
,	,
and	CC
the	DT
verdict	NN
of	IN
the	DT
people	NNS
has	VBZ
thereby	RB
been	VBN
reversed	VBN
.	.
The	DT
States	NNP
of	IN
Virginia	NNP
,	,
Mississippi	NNP
,	,
and	CC
Texas	NNP
have	VBP
been	VBN
restored	VBN
to	TO
representation	NN
in	IN
our	PRP$
national	JJ
councils	NNS
.	.
Georgia	NNP
,	,
the	DT
only	JJ
State	NNP
now	RB
without	IN
representation	NN
,	,
may	MD
confidently	RB
be	VB
expected	VBN
to	TO
take	VB
her	PRP$
place	NN
there	RB
also	RB
at	IN
the	DT
beginning	NN
of	IN
the	DT
new	JJ
year	NN
,	,
and	CC
then	RB
,	,
let	VB
us	PRP
hope	VB
,	,
will	MD
be	VB
completed	VBN
the	DT
work	NN
of	IN
reconstruction	NN
.	.
With	IN
an	DT
acquiescence	NN
