token	pos
[	JJ
Delivered	NNP
in	IN
person	NN
before	IN
a	DT
joint	JJ
session	NN
]	IN
Mr.	NNP
President	NNP
,	,
Mr.	NNP
Speaker	NNP
,	,
Members	NNP
of	IN
the	DT
86th	JJ
Congress	NNP
:	:
Seven	CD
years	NNS
ago	IN
I	PRP
entered	VBD
my	PRP$
present	JJ
office	NN
with	IN
one	CD
long-held	JJ
resolve	NN
overriding	VBG
all	DT
others	NNS
.	.
I	PRP
was	VBD
then	RB
,	,
and	CC
remain	VBP
now	RB
,	,
determined	VBN
that	IN
the	DT
United	NNP
States	NNPS
shall	MD
become	VB
an	DT
ever	RB
more	RBR
potent	JJ
resource	NN
for	IN
the	DT
cause	NN
of	IN
peace--realizing	JJ
that	IN
peace	NN
cannot	MD
be	VB
for	IN
ourselves	PRP
alone	RB
,	,
but	CC
for	IN
peoples	NNS
everywhere	RB
.	.
This	DT
determination	NN
is	VBZ
shared	VBN
by	IN
the	DT
entire	JJ
Congress--indeed	NNP
,	,
by	IN
all	DT
Americans	NNPS
.	.
My	PRP$
purpose	NN
today	NN
is	VBZ
to	TO
discuss	VB
some	DT
features	NNS
of	IN
America	NNP
's	POS
position	NN
,	,
both	DT
at	IN
home	NN
and	CC
in	IN
her	PRP$
relations	NNS
to	TO
others	NNS
.	.
First	RB
,	,
I	PRP
point	VBP
out	RP
that	IN
for	IN
us	PRP
,	,
annual	JJ
self-examination	NN
is	VBZ
made	VBN
a	DT
definite	JJ
necessity	NN
by	IN
the	DT
fact	NN
that	IN
we	PRP
now	RB
live	VBP
in	IN
a	DT
divided	VBN
world	NN
of	IN
uneasy	JJ
equilibrium	NN
,	,
with	IN
our	PRP$
side	NN
committed	VBN
to	TO
its	PRP$
own	JJ
protection	NN
and	CC
against	IN
aggression	NN
by	IN
the	DT
other	JJ
.	.
With	IN
both	DT
sides	NNS
of	IN
this	DT
divided	VBN
world	NN
in	IN
possession	NN
of	IN
unbelievably	RB
destructive	JJ
weapons	NNS
,	,
mankind	NN
approaches	NNS
a	DT
state	NN
where	WRB
mutual	JJ
annihilation	NN
becomes	VBZ
a	DT
possibility	NN
.	.
No	DT
other	JJ
fact	NN
of	IN
today	NN
's	POS
world	NN
equals	VBZ
this	DT
in	IN
importance--it	JJ
colors	NNS
everything	NN
we	PRP
say	VBP
,	,
plan	NN
,	,
and	CC
do	VBP
.	.
There	EX
is	VBZ
demanded	VBN
of	IN
us	PRP
,	,
vigilance	NN
,	,
determination	NN
,	,
and	CC
the	DT
dedication	NN
of	IN
whatever	WDT
portion	NN
of	IN
our	PRP$
resources	NNS
that	WDT
will	MD
provide	VB
adequate	JJ
security	NN
,	,
especially	RB
a	DT
real	JJ
deterrent	NN
to	TO
aggression	NN
.	.
These	DT
things	NNS
we	PRP
are	VBP
doing	VBG
.	.
All	PDT
these	DT
facts	NNS
emphasize	VBP
the	DT
importance	NN
of	IN
striving	VBG
incessantly	RB
for	IN
a	DT
just	RB
peace	NN
.	.
Only	RB
through	IN
the	DT
strengthening	NN
of	IN
the	DT
spiritual	JJ
,	,
intellectual	JJ
,	,
economic	JJ
and	CC
defensive	JJ
resources	NNS
of	IN
the	DT
Free	NNP
World	NNP
can	MD
we	PRP
,	,
in	IN
confidence	NN
,	,
make	VB
progress	NN
toward	IN
this	DT
goal	NN
.	.
Second	JJ
,	,
we	PRP
note	VBP
that	IN
recent	JJ
Soviet	JJ
deportment	NN
and	CC
pronouncements	NNS
suggest	VBP
the	DT
possible	JJ
opening	NN
of	IN
a	DT
somewhat	RB
less	RBR
strained	JJ
period	NN
in	IN
the	DT
relationships	NNS
between	IN
the	DT
Soviet	NNP
Union	NNP
and	CC
the	DT
Free	NNP
World	NNP
.	.
If	IN
these	DT
Pronouncements	NNS
be	VB
genuine	JJ
,	,
there	EX
is	VBZ
brighter	JJR
hope	NN
of	IN
diminishing	VBG
the	DT
intensity	NN
of	IN
past	JJ
rivalry	NN
and	CC
eventually	RB
of	IN
substituting	VBG
persuasion	NN
for	IN
coercion	NN
.	.
Whether	IN
this	DT
is	VBZ
to	TO
become	VB
an	DT
era	NN
of	IN
lasting	VBG
promise	NN
remains	VBZ
to	TO
be	VB
tested	VBN
by	IN
actions	NNS
.	.
Third	JJ
,	,
we	PRP
now	RB
stand	VBP
in	IN
the	DT
vestibule	NN
of	IN
a	DT
vast	JJ
new	JJ
technological	JJ
age-one	NN
that	IN
,	,
despite	IN
its	PRP$
capacity	NN
for	IN
human	JJ
destruction	NN
,	,
has	VBZ
an	DT
equal	JJ
capacity	NN
to	TO
make	VB
poverty	NN
and	CC
human	JJ
misery	NN
obsolete	JJ
.	.
If	IN
our	PRP$
efforts	NNS
are	VBP
wisely	RB
directed--and	JJ
if	IN
our	PRP$
unremitting	JJ
efforts	NNS
for	IN
dependable	JJ
peace	NN
begin	VBP
to	TO
attain	VB
some	DT
success--we	NN
can	MD
surely	RB
become	VB
participants	NNS
in	IN
creating	VBG
an	DT
age	NN
characterized	VBN
by	IN
justice	NN
and	CC
rising	VBG
levels	NNS
of	IN
human	JJ
well-being	NN
.	.
Over	IN
the	DT
past	JJ
year	NN
the	DT
Soviet	NNP
Union	NNP
has	VBZ
expressed	VBN
an	DT
interest	NN
in	IN
measures	NNS
to	TO
reduce	VB
the	DT
common	JJ
peril	NN
of	IN
war	NN
.	.
While	IN
neither	CC
we	PRP
nor	CC
any	DT
other	JJ
Free	NNP
World	NNP
nation	NN
can	MD
permit	VB
ourselves	PRP
to	TO
be	VB
misled	VBN
by	IN
pleasant	JJ
promises	NNS
until	IN
they	PRP
are	VBP
tested	VBN
by	IN
performance	NN
,	,
yet	RB
we	PRP
approach	VBP
this	DT
apparently	RB
new	JJ
opportunity	NN
with	IN
the	DT
utmost	JJ
seriousness	NN
.	.
We	PRP
must	MD
strive	VB
to	TO
break	VB
the	DT
calamitous	JJ
cycle	NN
of	IN
frustrations	NNS
and	CC
crises	NNS
which	WDT
,	,
if	IN
unchecked	JJ
,	,
could	MD
spiral	VB
into	IN
nuclear	JJ
disaster	NN
;	:
the	DT
ultimate	JJ
insanity	NN
.	.
Though	IN
the	DT
need	NN
for	IN
dependable	JJ
agreements	NNS
to	TO
assure	VB
against	IN
resort	NN
to	TO
force	NN
in	IN
settling	VBG
disputes	NNS
is	VBZ
apparent	JJ
to	TO
both	DT
sides	NNS
yet	RB
as	IN
in	IN
other	JJ
issues	NNS
dividing	VBG
men	NNS
and	CC
nations	NNS
,	,
we	PRP
cannot	MD
expect	VB
sudden	JJ
and	CC
revolutionary	JJ
results	NNS
.	.
But	CC
we	PRP
must	MD
find	VB
some	DT
place	NN
to	TO
begin	VB
.	.
One	CD
obvious	JJ
road	NN
on	IN
which	WDT
to	TO
make	VB
a	DT
useful	JJ
start	NN
is	VBZ
in	IN
the	DT
widening	NN
of	IN
communication	NN
between	IN
our	PRP$
two	CD
peoples	NNS
.	.
In	IN
this	DT
field	NN
there	RB
are	VBP
,	,
both	DT
sides	NNS
willing	JJ
,	,
countless	JJ
opportunities--most	JJ
of	IN
them	PRP
well	RB
known	VBN
to	TO
us	PRP
all--for	JJ
developing	VBG
mutual	JJ
understanding	NN
,	,
the	DT
true	JJ
foundation	NN
of	IN
peace	NN
.	.
Another	DT
avenue	NN
may	MD
be	VB
through	IN
the	DT
reopening	VBG
,	,
on	IN
January	NNP
twelfth	JJ
,	,
of	IN
negotiations	NNS
looking	VBG
to	TO
a	DT
controlled	JJ
ban	NN
on	IN
the	DT
testing	NN
of	IN
nuclear	JJ
weapons	NNS
.	.
Unfortunately	RB
,	,
the	DT
closing	VBG
statement	NN
from	IN
the	DT
Soviet	JJ
scientists	NNS
who	WP
met	VBD
with	IN
our	PRP$
scientists	NNS
at	IN
Geneva	NNP
in	IN
an	DT
unsuccessful	JJ
effort	NN
to	TO
develop	VB
an	DT
agreed	VBN
basis	NN
for	IN
a	DT
test	NN
ban	NN
,	,
gives	VBZ
the	DT
clear	JJ
impression	NN
that	IN
their	PRP$
conclusions	NNS
have	VBP
been	VBN
politically	RB
guided	VBN
.	.
Those	DT
of	IN
the	DT
British	JJ
and	CC
American	JJ
scientific	JJ
representatives	NNS
are	VBP
their	PRP$
own	JJ
freely-formed	JJ
,	,
individual	JJ
and	CC
collective	JJ
opinion	NN
.	.
I	PRP
am	VBP
hopeful	JJ
that	IN
as	IN
new	JJ
negotiations	NNS
begin	VBP
,	,
truth--not	DT
political	JJ
opportunism--will	NN
be	VB
the	DT
guiding	VBG
light	NN
of	IN
the	DT
deliberations	NNS
.	.
Still	RB
another	DT
avenue	NN
may	MD
be	VB
found	VBN
in	IN
the	DT
field	NN
of	IN
disarmament	NN
,	,
in	IN
which	WDT
the	DT
Soviets	NNPS
have	VBP
professed	VBN
a	DT
readiness	NN
to	TO
negotiate	VB
seriously	RB
.	.
They	PRP
have	VBP
not	RB
,	,
however	RB
,	,
made	VBD
clear	JJ
the	DT
plans	NNS
they	PRP
may	MD
have	VB
,	,
if	IN
any	DT
,	,
for	IN
mutual	JJ
inspection	NN
and	CC
verification--the	DT
essential	JJ
condition	NN
for	IN
any	DT
extensive	JJ
measure	NN
of	IN
disarmament	NN
.	.
There	EX
is	VBZ
one	CD
instance	NN
where	WRB
our	PRP$
initiative	NN
for	IN
peace	NN
has	VBZ
recently	RB
been	VBN
successful	JJ
.	.
A	DT
multi-lateral	JJ
treaty	NN
signed	VBN
last	JJ
month	NN
provides	VBZ
for	IN
the	DT
exclusively	RB
peaceful	JJ
use	NN
of	IN
Antarctica	NNP
,	,
assured	VBN
by	IN
a	DT
system	NN
of	IN
inspection	NN
.	.
It	PRP
provides	VBZ
for	IN
free	JJ
and	CC
cooperative	JJ
scientific	JJ
research	NN
in	IN
that	DT
continent	NN
,	,
and	CC
prohibits	VBZ
nuclear	JJ
explosions	NNS
there	RB
pending	VBG
general	JJ
international	JJ
agreement	NN
on	IN
the	DT
subject	NN
.	.
The	DT
Treaty	NNP
is	VBZ
a	DT
significant	JJ
contribution	NN
toward	IN
peace	NN
,	,
international	JJ
cooperation	NN
,	,
and	CC
the	DT
advancement	NN
of	IN
science	NN
.	.
I	PRP
shall	MD
transmit	VB
its	PRP$
text	NN
to	TO
the	DT
Senate	NNP
for	IN
consideration	NN
and	CC
approval	NN
in	IN
the	DT
near	JJ
