token	pos
To	TO
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNPS
:	:
My	PRP$
State	NN
of	IN
the	DT
Union	NNP
Address	NNP
will	MD
be	VB
devoted	VBN
to	TO
a	DT
discussion	NN
of	IN
the	DT
most	RBS
important	JJ
challenges	NNS
facing	VBG
our	PRP$
country	NN
as	IN
we	PRP
enter	VBP
the	DT
1980	CD
's	POS
.	.
Over	IN
the	DT
coming	JJ
year	NN
,	,
those	DT
challenges	NNS
will	MD
receive	VB
my	PRP$
highest	JJS
priority	NN
and	CC
greatest	JJS
efforts	NNS
.	.
However	RB
,	,
there	EX
will	MD
also	RB
be	VB
many	JJ
other	JJ
significant	JJ
areas	NNS
which	WDT
will	MD
receive	VB
my	PRP$
personal	JJ
commitment	NN
,	,
as	RB
well	RB
as	IN
that	DT
of	IN
my	PRP$
Administration	NNP
,	,
during	IN
the	DT
2nd	CD
Session	NN
of	IN
the	DT
96th	JJ
Congress	NNP
.	.
It	PRP
is	VBZ
important	JJ
that	IN
Congress	NNP
,	,
along	IN
with	IN
the	DT
public	NN
,	,
be	VB
aware	JJ
of	IN
these	DT
other	JJ
vital	JJ
areas	NNS
of	IN
concern	NN
as	IN
they	PRP
listen	VBP
to	TO
my	PRP$
State	NN
of	IN
the	DT
Union	NNP
Address	NNP
.	.
In	IN
that	DT
way	NN
,	,
the	DT
context	NN
of	IN
the	DT
Address	NNP
,	,
and	CC
my	PRP$
Administration	NNP
's	POS
full	JJ
message	NN
for	IN
1980	CD
,	,
can	MD
best	JJS
be	VB
understood	VBN
.	.
For	IN
that	DT
reason	NN
,	,
I	PRP
am	VBP
sending	VBG
this	DT
State	NN
of	IN
the	DT
Union	NNP
Message	NN
to	TO
the	DT
Congress	NNP
today	NN
,	,
several	JJ
days	NNS
before	IN
my	PRP$
State	NN
of	IN
the	DT
Union	NNP
Address	NNP
.	.
CONGRESS	NNP
During	IN
the	DT
last	JJ
three	CD
years	NNS
,	,
my	PRP$
Administration	NNP
has	VBZ
developed	VBN
a	DT
very	RB
cooperative	JJ
and	CC
productive	JJ
record	NN
with	IN
Congress	NNP
.	.
Landmark	NNP
legislation	NN
has	VBZ
been	VBN
enacted	VBN
;	:
major	JJ
domestic	JJ
and	CC
international	JJ
problems	NNS
have	VBP
been	VBN
addressed	VBN
directly	RB
and	CC
resolved	VBD
;	:
and	CC
a	DT
spirit	NN
of	IN
mutual	JJ
trust	NN
and	CC
respect	NN
has	VBZ
been	VBN
restored	VBN
to	TO
Executive	NNP
.	.
Legislative	JJ
relations	NNS
.	.
Indeed	RB
,	,
in	IN
