token	pos
To	TO
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNP
:	:
At	IN
the	DT
threshold	NN
of	IN
your	PRP$
deliberations	NNS
I	PRP
congratulate	VBP
you	PRP
upon	IN
the	DT
favorable	JJ
aspect	NN
of	IN
the	DT
domestic	JJ
and	CC
foreign	JJ
affairs	NNS
of	IN
this	DT
Government	NN
.	.
Our	PRP$
relations	NNS
with	IN
other	JJ
countries	NNS
continue	VBP
to	TO
be	VB
upon	IN
a	DT
friendly	JJ
footing	NN
.	.
With	IN
the	DT
Argentine	JJ
Republic	NNP
,	,
Austria	NNP
,	,
Belgium	NNP
,	,
Brazil	NNP
,	,
Denmark	NNP
,	,
Hayti	NNP
,	,
Italy	NNP
,	,
Santo	NNP
Domingo	NNP
,	,
and	CC
Sweden	NNP
and	CC
Norway	NNP
no	DT
incident	NN
has	VBZ
occurred	VBN
which	WDT
cars	NNS
for	IN
special	JJ
comment	NN
.	.
The	DT
recent	JJ
opening	NN
of	IN
new	JJ
lines	NNS
of	IN
telegraphic	JJ
communication	NN
with	IN
Central	NNP
America	NNP
and	CC
Brazil	NNP
permitted	VBD
the	DT
interchange	NN
of	IN
messages	NNS
of	IN
friendship	NN
with	IN
the	DT
Governments	NNS
of	IN
those	DT
countries	NNS
.	.
During	IN
the	DT
year	NN
there	EX
have	VBP
been	VBN
perfected	VBN
and	CC
proclaimed	VBN
consular	JJ
and	CC
commercial	JJ
treaties	NNS
with	IN
Servia	NNP
and	CC
a	DT
consular	JJ
treaty	NN
with	IN
Roumania	NNP
,	,
thus	RB
extending	VBG
our	PRP$
intercourse	NN
with	IN
the	DT
Danubian	JJ
countries	NNS
,	,
while	IN
our	PRP$
Eastern	JJ
relations	NNS
have	VBP
been	VBN
put	VBN
upon	IN
a	DT
wider	JJR
basis	NN
by	IN
treaties	NNS
with	IN
Korea	NNP
and	CC
Madagascar	NNP
.	.
The	DT
new	JJ
boundary-survey	NN
treaty	NN
with	IN
Mexico	NNP
,	,
a	DT
trade-marks	NNS
convention	NN
and	CC
a	DT
supplementary	JJ
treaty	NN
of	IN
extradition	NN
with	IN
Spain	NNP
,	,
and	CC
conventions	NNS
extending	VBG
the	DT
duration	NN
of	IN
the	DT
Franco-American	NNP
Claims	NNPS
Commission	NNP
have	VBP
also	RB
been	VBN
proclaimed	VBN
.	.
Notice	NN
of	IN
the	DT
termination	NN
of	IN
the	DT
fisheries	NNS
articles	NNS
of	IN
the	DT
treaty	NN
of	IN
Washington	NNP
was	VBD
duly	RB
given	VBN
to	TO
the	DT
British	NNP
Government	NNP
,	,
