token	pos
Fellow-Citizens	NNS
of	IN
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
I	PRP
have	VBP
the	DT
satisfaction	NN
on	IN
our	PRP$
present	JJ
meeting	NN
of	IN
being	VBG
able	JJ
to	TO
communicate	VB
the	DT
successful	JJ
termination	NN
of	IN
the	DT
war	NN
which	WDT
had	VBD
been	VBN
commenced	VBN
against	IN
the	DT
United	NNP
States	NNP
by	IN
the	DT
Regency	NNP
of	IN
Algiers	NNP
.	.
The	DT
squadron	NN
in	IN
advance	NN
on	IN
that	DT
service	NN
,	,
under	IN
Commodore	NNP
Decatur	NNP
,	,
lost	VBD
not	RB
a	DT
moment	NN
after	IN
its	PRP$
arrival	NN
in	IN
the	DT
Mediterranean	NNP
in	IN
seeking	VBG
the	DT
naval	JJ
force	NN
of	IN
the	DT
enemy	NN
then	RB
cruising	VBG
in	IN
that	DT
sea	NN
,	,
and	CC
succeeded	VBD
in	IN
capturing	VBG
two	CD
of	IN
his	PRP$
ships	NNS
,	,
one	CD
of	IN
them	PRP
the	DT
principal	JJ
ship	NN
,	,
commanded	VBN
by	IN
the	DT
Algerine	NNP
admiral	NN
.	.
The	DT
high	JJ
character	NN
of	IN
the	DT
American	NNP
commander	NN
was	VBD
brilliantly	RB
sustained	VBN
on	IN
the	DT
occasion	NN
which	WDT
brought	VBD
his	PRP$
own	JJ
ship	NN
into	IN
close	JJ
action	NN
with	IN
that	DT
of	IN
his	PRP$
adversary	NN
,	,
as	RB
was	VBD
the	DT
accustomed	JJ
gallantry	NN
of	IN
all	PDT
the	DT
officers	NNS
and	CC
men	NNS
actually	RB
engaged	VBN
.	.
Having	VBG
prepared	VBN
the	DT
way	NN
by	IN
this	DT
demonstration	NN
of	IN
American	NNP
skill	NN
and	CC
prowess	NN
,	,
he	PRP
hastened	VBD
to	TO
the	DT
port	NN
of	IN
Algiers	NNP
,	,
where	WRB
peace	NN
was	VBD
promptly	RB
yielded	VBN
to	TO
his	PRP$
victorious	JJ
force	NN
.	.
In	IN
the	DT
terms	NNS
stipulated	VBD
the	DT
rights	NNS
and	CC
honor	NN
of	IN
the	DT
United	NNP
States	NNPS
were	VBD
particularly	RB
consulted	VBN
by	IN
a	DT
perpetual	JJ
relinquishment	NN
on	IN
the	DT
part	NN
of	IN
the	DT
Dey	NNP
of	IN
all	DT
pretensions	NNS
to	TO
tribute	NN
from	IN
them	PRP
.	.
The	DT
impressions	NNS
which	WDT
have	VBP
thus	RB
been	VBN
made	VBN
,	,
strengthened	VBN
as	IN
they	PRP
will	MD
have	VB
been	VBN
by	IN
subsequent	JJ
transactions	NNS
with	IN
the	DT
Regencies	NNS
of	IN
Tunis	NNP
and	CC
of	IN
Tripoli	NNP
by	IN
the	DT
appearance	NN
of	IN
the	DT
larger	JJR
force	NN
which	WDT
followed	VBD
under	IN
Commodore	NNP
Bainbridge	NNP
,	,
the	DT
chief	NN
in	IN
command	NN
of	IN
the	DT
expedition	NN
,	,
and	CC
by	IN
the	DT
judicious	JJ
precautionary	JJ
arrangements	NNS
left	VBN
by	IN
him	PRP
in	IN
that	DT
quarter	NN
,	,
afford	VB
a	DT
reasonable	JJ
prospect	NN
of	IN
future	JJ
security	NN
for	IN
the	DT
valuable	JJ
portion	NN
of	IN
our	PRP$
commerce	NN
which	WDT
passes	VBZ
within	IN
reach	NN
of	IN
the	DT
Barbary	NNP
cruisers	NNS
.	.
It	PRP
is	VBZ
another	DT
source	NN
of	IN
satisfaction	NN
that	IN
the	DT
treaty	NN
of	IN
peace	NN
with	IN
Great	NNP
Britain	NNP
has	VBZ
been	VBN
succeeded	VBN
by	IN
a	DT
convention	NN
on	IN
the	DT
subject	NN
of	IN
commerce	NN
concluded	VBN
by	IN
the	DT
plenipotentiaries	NNS
of	IN
the	DT
two	CD
countries	NNS
.	.
In	IN
this	DT
result	NN
a	DT
disposition	NN
is	VBZ
manifested	VBN
on	IN
the	DT
part	NN
of	IN
that	DT
nation	NN
corresponding	JJ
with	IN
the	DT
disposition	NN
of	IN
the	DT
United	NNP
States	NNPS
,	,
which	WDT
it	PRP
may	MD
be	VB
hoped	VBN
will	MD
be	VB
improved	VBN
into	IN
liberal	JJ
arrangements	NNS
on	IN
other	JJ
subjects	NNS
on	IN
which	WDT
the	DT
parties	NNS
have	VBP
mutual	JJ
interests	NNS
,	,
or	CC
which	WDT
might	MD
endanger	VB
their	PRP$
future	NN
harmony	NN
.	.
Congress	NNP
will	MD
decide	VB
on	IN
the	DT
expediency	NN
of	IN
promoting	VBG
such	JJ
a	DT
sequel	NN
by	IN
giving	VBG
effect	NN
to	TO
the	DT
measure	NN
of	IN
confining	VBG
the	DT
American	JJ
navigation	NN
to	TO
American	JJ
sea	NN
men	NNS
-	:
a	DT
measure	NN
which	WDT
,	,
at	IN
the	DT
same	JJ
time	NN
that	IN
it	PRP
might	MD
have	VB
that	DT
conciliatory	JJ
tendency	NN
,	,
would	MD
have	VB
the	DT
further	JJ
advantage	NN
of	IN
increasing	VBG
the	DT
independence	NN
of	IN
our	PRP$
navigation	NN
and	CC
the	DT
resources	NNS
for	IN
our	PRP$
maritime	NN
defense	NN
.	.
In	IN
conformity	NN
with	IN
the	DT
articles	NNS
in	IN
the	DT
treaty	NN
of	IN
Ghent	NNP
relating	VBG
to	TO
the	DT
Indians	NNPS
,	,
as	RB
well	RB
as	IN
with	IN
a	DT
view	NN
to	TO
the	DT
tranquillity	NN
of	IN
our	PRP$
western	JJ
and	CC
northwestern	JJ
frontiers	NNS
,	,
measures	NNS
were	VBD
taken	VBN
to	TO
establish	VB
an	DT
immediate	JJ
peace	NN
with	IN
the	DT
several	JJ
tribes	NNS
who	WP
had	VBD
been	VBN
engaged	VBN
in	IN
hostilities	NNS
against	IN
the	DT
United	NNP
States	NNP
.	.
Such	JJ
of	IN
them	PRP
as	IN
were	VBD
invited	VBN
to	TO
Detroit	NNP
acceded	VBD
readily	RB
to	TO
a	DT
renewal	NN
of	IN
the	DT
former	JJ
treaties	NNS
of	IN
friendship	NN
.	.
Of	IN
the	DT
other	JJ
tribes	NNS
who	WP
were	VBD
invited	VBN
to	TO
a	DT
station	NN
on	IN
the	DT
Mississippi	NNP
the	DT
greater	JJR
number	NN
have	VBP
also	RB
accepted	VBN
the	DT
peace	NN
offered	VBD
to	TO
them	PRP
.	.
The	DT
residue	NN
,	,
consisting	VBG
of	IN
the	DT
more	RBR
distant	JJ
tribes	NNS
or	CC
parts	NNS
of	IN
tribes	NNS
,	,
remain	VBP
to	TO
be	VB
brought	VBN
over	RP
by	IN
further	JJ
explanations	NNS
,	,
or	CC
by	IN
such	JJ
other	JJ
means	NNS
as	IN
may	MD
be	VB
adapted	VBN
to	TO
the	DT
dispositions	NNS
they	PRP
may	MD
finally	RB
disclose	VB
.	.
The	DT
Indian	JJ
tribes	NNS
within	IN
and	CC
bordering	VBG
on	IN
the	DT
southern	JJ
frontier	NN
,	,
whom	WP
a	DT
cruel	JJ
war	NN
on	IN
their	PRP$
part	NN
had	VBD
compelled	VBN
us	PRP
to	TO
chastise	VB
into	IN
peace	NN
,	,
have	VBP
latterly	RB
shown	VBN
a	DT
restlessness	NN
which	WDT
has	VBZ
called	VBN
for	IN
preparatory	JJ
measures	NNS
for	IN
repressing	VBG
it	PRP
,	,
and	CC
for	IN
protecting	VBG
the	DT
commissioners	NNS
engaged	VBN
in	IN
carrying	VBG
the	DT
terms	NNS
of	IN
the	DT
peace	NN
into	IN
execution	NN
.	.
The	DT
execution	NN
of	IN
the	DT
act	NN
for	IN
fixing	VBG
the	DT
military	JJ
peace	NN
establishment	NN
has	VBZ
been	VBN
attended	VBN
with	IN
difficulties	NNS
which	WDT
even	RB
now	RB
can	MD
only	RB
be	VB
overcome	VBN
by	IN
legislative	JJ
aid	NN
.	.
The	DT
selection	NN
of	IN
officers	NNS
,	,
the	DT
payment	NN
and	CC
discharge	NN
of	IN
the	DT
troops	NNS
enlisted	VBD
for	IN
the	DT
war	NN
,	,
the	DT
payment	NN
of	IN
the	DT
retained	VBN
troops	NNS
and	CC
their	PRP$
reunion	NN
from	IN
detached	JJ
and	CC
distant	JJ
stations	NNS
,	,
the	DT
collection	NN
and	CC
security	NN
of	IN
the	DT
public	JJ
property	NN
in	IN
the	DT
Quartermaster	NNP
,	,
Commissary	NNP
,	,
and	CC
Ordnance	NNP
departments	NNS
,	,
and	CC
the	DT
constant	JJ
medical	JJ
assistance	NN
required	VBN
in	IN
hospitals	NNS
and	CC
garrisons	NNS
rendered	VBD
a	DT
complete	JJ
execution	NN
of	IN
the	DT
act	NN
impracticable	NN
on	IN
the	DT
1st	JJ
of	IN
May	NNP
,	,
the	DT
period	NN
more	RBR
immediately	RB
contemplated	VBN
.	.
As	RB
soon	RB
,	,
however	RB
,	,
as	IN
circumstances	NNS
would	MD
permit	VB
,	,
and	CC
as	RB
far	RB
as	IN
it	PRP
has	VBZ
been	VBN
practicable	JJ
consistently	RB
with	IN
the	DT
public	JJ
interests	NNS
,	,
the	DT
reduction	NN
of	IN
the	DT
Army	NNP
has	VBZ
been	VBN
accomplished	VBN
;	:
but	CC
the	DT
appropriations	NNS
for	IN
its	PRP$
pay	NN
and	CC
for	IN
other	JJ
branches	NNS
of	IN
the	DT
military	JJ
service	NN
having	VBG
proved	VBN
inadequate	JJ
,	,
the	DT
earliest	JJS
attention	NN
to	TO
that	DT
subject	NN
will	MD
be	VB
necessary	JJ
;	:
and	CC
the	DT
expediency	NN
of	IN
continuing	VBG
upon	IN
the	DT
peace	NN
establishment	NN
the	DT
staff	NN
officers	NNS
who	WP
have	VBP
hitherto	VBN
been	VBN
provisionally	RB
retained	VBN
is	VBZ
also	RB
recommended	VBN
to	TO
the	DT
consideration	NN
of	IN
Congress	NNP
.	.
In	IN
the	DT
performance	NN
of	IN
the	DT
Executive	NNP
duty	NN
upon	IN
this	DT
occasion	NN
there	RB
has	VBZ
not	RB
been	VBN
wanting	VBG
a	DT
just	RB
sensibility	NN
to	TO
the	DT
merits	NNS
of	IN
the	DT
American	NNP
Army	NNP
during	IN
the	DT
late	JJ
war	NN
;	:
but	CC
the	DT
obvious	JJ
policy	NN
and	CC
design	NN
in	IN
fixing	VBG
an	DT
efficient	JJ
military	JJ
peace	NN
establishment	NN
did	VBD
not	RB
afford	VB
an	DT
opportunity	NN
to	TO
distinguish	VB
the	DT
aged	VBN
and	CC
infirm	NN
on	IN
account	NN
of	IN
their	PRP$
past	JJ
services	NNS
nor	CC
the	DT
wounded	VBN
and	CC
disabled	VBN
on	IN
account	NN
of	IN
their	PRP$
present	JJ
sufferings	NNS
.	.
The	DT
extent	NN
of	IN
the	DT
reduction	NN
,	,
indeed	RB
,	,
unavoidably	RB
involved	VBN
the	DT
exclusion	NN
of	IN
many	JJ
meritorious	JJ
officers	NNS
of	IN
every	DT
rank	NN
from	IN
the	DT
service	NN
of	IN
their	PRP$
country	NN
;	:
and	CC
so	RB
