token	pos
The	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
of	IN
the	DT
United	NNP
States	NNPS
:	:
It	PRP
would	MD
have	VB
been	VBN
a	DT
source	NN
,	,
fellow	JJ
citizens	NNS
,	,
of	IN
much	JJ
gratification	NN
if	IN
our	PRP$
last	JJ
communications	NNS
from	IN
Europe	NNP
had	VBD
enabled	VBN
me	PRP
to	TO
inform	VB
you	PRP
that	IN
the	DT
belligerent	NN
nations	NNS
,	,
whose	WP$
disregard	NN
of	IN
neutral	JJ
rights	NNS
has	VBZ
been	VBN
so	RB
destructive	JJ
to	TO
our	PRP$
commerce	NN
,	,
had	VBD
become	VBN
awakened	VBN
to	TO
the	DT
duty	NN
and	CC
true	JJ
policy	NN
of	IN
revoking	VBG
their	PRP$
unrighteous	JJ
edicts	NNS
.	.
That	IN
no	DT
means	NNS
might	MD
be	VB
omitted	VBN
to	TO
produce	VB
this	DT
salutary	JJ
effect	NN
,	,
I	PRP
lost	VBD
no	DT
time	NN
in	IN
availing	VBG
myself	PRP
of	IN
the	DT
act	NN
authorizing	VBG
a	DT
suspension	NN
,	,
in	IN
whole	JJ
or	CC
in	IN
part	NN
,	,
of	IN
the	DT
several	JJ
embargo	NN
laws	NNS
.	.
Our	PRP$
ministers	NNS
at	IN
London	NNP
and	CC
Paris	NNP
were	VBD
instructed	VBN
to	TO
explain	VB
to	TO
the	DT
respective	JJ
Governments	NNS
there	RB
our	PRP$
disposition	NN
to	TO
exercise	VB
the	DT
authority	NN
in	IN
such	JJ
manner	NN
as	IN
would	MD
withdraw	VB
the	DT
pretext	NN
on	IN
which	WDT
the	DT
aggressions	NNS
were	VBD
originally	RB
founded	VBN
and	CC
open	VB
the	DT
way	NN
for	IN
a	DT
renewal	NN
of	IN
that	DT
commercial	JJ
intercourse	NN
which	WDT
it	PRP
was	VBD
alleged	VBN
on	IN
all	DT
sides	NNS
had	VBD
been	VBN
reluctantly	RB
obstructed	VBN
.	.
As	IN
each	DT
of	IN
those	DT
Governments	NNS
had	VBD
pledged	VBN
its	PRP$
readiness	NN
to	TO
concur	VB
in	IN
renouncing	VBG
a	DT
measure	NN
which	WDT
reached	VBD
its	PRP$
adversary	NN
through	IN
the	DT
incontestable	JJ
rights	NNS
of	IN
neutrals	NNS
only	RB
,	,
and	CC
as	IN
the	DT
measure	NN
had	VBD
been	VBN
assumed	VBN
by	IN
