token	pos
Fellow	NNP
Citizens	NNPS
of	IN
the	DT
Senate	NNP
and	CC
of	IN
the	DT
House	NNP
of	IN
Representatives	NNPS
:	:
If	IN
the	DT
enjoyment	NN
in	IN
profusion	NN
of	IN
the	DT
bounties	NNS
of	IN
Providence	NNP
forms	NNS
a	DT
suitable	JJ
subject	NN
of	IN
mutual	JJ
gratulation	NN
and	CC
grateful	JJ
acknowledgment	NN
,	,
we	PRP
are	VBP
admonished	VBN
at	IN
this	DT
return	NN
of	IN
the	DT
season	NN
when	WRB
the	DT
representatives	NNS
of	IN
the	DT
nation	NN
are	VBP
assembled	VBN
to	TO
deliberate	VB
upon	IN
their	PRP$
concerns	NNS
to	TO
offer	VB
up	RP
the	DT
tribute	NN
of	IN
fervent	NNP
and	CC
grateful	JJ
hearts	NNS
for	IN
the	DT
never	RB
failing	VBG
mercies	NNS
of	IN
Him	NNP
who	WP
ruleth	VBZ
over	IN
all	DT
.	.
He	PRP
has	VBZ
again	RB
favored	VBN
us	PRP
with	IN
healthful	JJ
seasons	NNS
and	CC
abundant	JJ
harvests	NNS
;	:
He	PRP
has	VBZ
sustained	VBN
us	PRP
in	IN
peace	NN
with	IN
foreign	JJ
countries	NNS
and	CC
in	IN
tranquillity	NN
within	IN
our	PRP$
borders	NNS
;	:
He	PRP
has	VBZ
preserved	VBN
us	PRP
in	IN
the	DT
quiet	JJ
and	CC
undisturbed	JJ
possession	NN
of	IN
civil	JJ
and	CC
religious	JJ
liberty	NN
;	:
He	PRP
has	VBZ
crowned	VBN
the	DT
year	NN
with	IN
His	PRP$
goodness	NN
,	,
imposing	VBG
on	IN
us	PRP
no	DT
other	JJ
condition	NN
than	IN
of	IN
improving	VBG
for	IN
our	PRP$
own	JJ
happiness	NN
the	DT
blessings	NNS
bestowed	VBN
by	IN
His	PRP$
hands	NNS
,	,
and	CC
,	,
in	IN
the	DT
fruition	NN
of	IN
all	DT
His	PRP$
favors	NNS
,	,
of	IN
devoting	VBG
his	PRP$
faculties	NNS
with	IN
which	WDT
we	PRP
have	VBP
been	VBN
endowed	VBN
by	IN
Him	NNP
to	TO
His	PRP$
glory	NN
and	CC
to	TO
our	PRP$
own	JJ
temporal	JJ
and	CC
eternal	JJ
welfare	NN
.	.
In	IN
the	DT
relations	NNS
of	IN
our	PRP$
Federal	NNP
Union	NNP
with	IN
our	PRP$
brethren	NNS
of	IN
the	DT
human	JJ
race	NN
the	DT
changes	NNS
which	WDT
have	VBP
occurred	VBN
since	IN
the	DT
close	NN
of	IN
your	PRP$
last	JJ
session	NN
have	VBP
generally	RB
tended	VBN
to	TO
the	DT
preservation	NN
of	IN
peace	NN
and	CC
to	TO
the	DT
cultivation	NN
of	IN
harmony	NN
.	.
Before	IN
your	PRP$
last	JJ
separation	NN
a	DT
war	NN
had	VBD
unhappily	RB
been	VBN
kindled	VBN
between	IN
the	DT
Empire	NNP
of	IN
Russia	NNP
,	,
one	CD
of	IN
those	DT
with	IN
which	WDT
our	PRP$
intercourse	NN
has	VBZ
been	VBN
no	DT
other	JJ
than	IN
a	DT
constant	JJ
exchange	NN
of	IN
good	JJ
offices	NNS
,	,
and	CC
that	IN
of	IN
the	DT
Ottoman	NNP
Porte	NNP
,	,
a	DT
nation	NN
from	IN
which	WDT
geographical	JJ
distance	NN
,	,
religious	JJ
opinions	NNS
and	CC
maxims	NNS
of	IN
government	NN
on	IN
their	PRP$
part	NN
little	RB
suited	VBN
to	TO
the	DT
formation	NN
of	IN
those	DT
bonds	NNS
of	IN
mutual	JJ
benevolence	NN
which	WDT
result	VBP
from	IN
the	DT
benefits	NNS
of	IN
commerce	NN
had	VBD
department	NN
us	PRP
in	IN
a	DT
state	NN
,	,
perhaps	RB
too	RB
much	JJ
prolonged	JJ
,	,
of	IN
coldness	NN
and	CC
alienation	NN
.	.
The	DT
extensive	JJ
,	,
fertile	JJ
,	,
and	CC
populous	JJ
dominions	NNS
of	IN
the	DT
Sultan	NNP
belong	VBP
rather	RB
to	TO
the	DT
Asiatic	JJ
than	IN
the	DT
European	JJ
division	NN
of	IN
the	DT
human	JJ
family	NN
.	.
They	PRP
enter	VBP
but	CC
partially	RB
into	IN
the	DT
system	NN
of	IN
Europe	NNP
,	,
nor	CC
have	VBP
their	PRP$
wars	NNS
with	IN
Russia	NNP
and	CC
Austria	NNP
,	,
the	DT
European	JJ
States	NNS
upon	IN
which	WDT
they	PRP
border	NN
,	,
for	IN
more	JJR
than	IN
a	DT
century	NN
past	NN
disturbed	VBD
the	DT
pacific	JJ
relations	NNS
of	IN
those	DT
States	NNS
with	IN
the	DT
other	JJ
great	JJ
powers	NNS
of	IN
Europe	NNP
.	.
Neither	DT
France	NNP
nor	CC
Prussia	NNP
nor	CC
Great	NNP
Britain	NNP
has	VBZ
ever	RB
taken	VBN
part	NN
in	IN
them	PRP
,	,
nor	CC
is	VBZ
it	PRP
to	TO
be	VB
expected	VBN
that	IN
they	PRP
will	MD
at	IN
this	DT
time	NN
.	.
The	DT
declaration	NN
of	IN
war	NN
by	IN
Russia	NNP
has	VBZ
received	VBN
the	DT
approbation	NN
or	CC
acquiescence	NN
of	IN
her	PRP$
allies	NNS
,	,
and	CC
we	PRP
may	MD
indulge	VB
the	DT
hope	NN
that	IN
its	PRP$
progress	NN
and	CC
termination	NN
will	MD
be	VB
signalized	VBN
by	IN
the	DT
moderation	NN
and	CC
forbearance	NN
no	RB
less	RBR
than	IN
by	IN
the	DT
energy	NN
of	IN
the	DT
Emperor	NNP
Nicholas	NNP
,	,
and	CC
that	IN
it	PRP
will	MD
afford	VB
the	DT
opportunity	NN
for	IN
such	JJ
collateral	NN
agency	NN
in	IN
behalf	NN
of	IN
the	DT
suffering	NN
Greeks	NNP
as	IN
will	MD
secure	VB
to	TO
them	PRP
ultimately	RB
the	DT
triumph	NN
of	IN
humanity	NN
and	CC
of	IN
freedom	NN
.	.
The	DT
state	NN
of	IN
