token	pos
In	IN
obedience	NN
to	TO
the	DT
command	NN
of	IN
the	DT
Constitution	NNP
,	,
it	PRP
has	VBZ
now	RB
become	VBN
my	PRP$
duty	NN
"	''
to	TO
give	VB
to	TO
Congress	NNP
information	NN
of	IN
the	DT
state	NN
of	IN
the	DT
Union	NNP
and	CC
recommend	VB
to	TO
their	PRP$
consideration	NN
such	JJ
measures	NNS
"	''
as	IN
I	PRP
judge	VBP
to	TO
be	VB
"necessary	JJ
and	CC
expedient	JJ
.	.
"	''
But	CC
first	JJ
and	CC
above	IN
all	DT
,	,
our	PRP$
thanks	NNS
are	VBP
due	JJ
to	TO
Almighty	NNP
God	NNP
for	IN
the	DT
numerous	JJ
benefits	NNS
which	WDT
He	PRP
has	VBZ
bestowed	VBN
upon	IN
this	DT
people	NNS
,	,
and	CC
our	PRP$
united	VBN
prayers	NNS
ought	MD
to	TO
ascend	VB
to	TO
Him	PRP
that	IN
He	PRP
would	MD
continue	VB
to	TO
bless	VB
our	PRP$
great	JJ
Republic	NN
in	IN
time	NN
to	TO
come	VB
as	IN
He	PRP
has	VBZ
blessed	VBN
it	PRP
in	IN
time	NN
past	NN
.	.
Since	IN
the	DT
adjournment	NN
of	IN
the	DT
last	JJ
Congress	NNP
our	PRP$
constituents	NNS
have	VBP
enjoyed	VBN
an	DT
unusual	JJ
degree	NN
of	IN
health	NN
.	.
The	DT
earth	NN
has	VBZ
yielded	VBN
her	PRP$
fruits	NNS
abundantly	RB
and	CC
has	VBZ
bountifully	RB
rewarded	VBN
the	DT
toil	NN
of	IN
the	DT
husbandman	NN
.	.
Our	PRP$
great	JJ
staples	NNS
have	VBP
commanded	VBN
high	JJ
prices	NNS
,	,
and	CC
up	RB
till	IN
within	IN
a	DT
brief	JJ
period	NN
our	PRP$
manufacturing	NN
,	,
mineral	NN
,	,
and	CC
mechanical	JJ
occupations	NNS
have	VBP
largely	RB
partaken	VBN
of	IN
the	DT
general	JJ
prosperity	NN
.	.
We	PRP
have	VBP
possessed	VBN
all	PDT
the	DT
elements	NNS
of	IN
material	NN
wealth	NN
in	IN
rich	JJ
abundance	NN
,	,
and	CC
yet	RB
,	,
notwithstanding	IN
all	PDT
these	DT
advantages	NNS
,	,
our	PRP$
country	NN
in	IN
its	PRP$
monetary	JJ
interests	NNS
is	VBZ
at	IN
the	DT
present	JJ
moment	NN
in	IN
a	DT
deplorable	JJ
condition	NN
.	.
In	IN
the	DT
midst	NN
of	IN
unsurpassed	JJ
plenty	NN
in	IN
all	PDT
the	DT
productions	NNS
of	IN
agriculture	NN
and	CC
in	IN
all	PDT
the	DT
elements	NNS
of	IN
national	JJ
wealth	NN
,	,
we	PRP
find	VBP
our	PRP$
manufactures	VBZ
suspended	VBN
,	,
our	PRP$
public	JJ
works	NNS
retarded	VBN
,	,
our	PRP$
private	JJ
enterprises	NNS
of	IN
different	JJ
kinds	NNS
abandoned	VBD
,	,
and	CC
thousands	NNS
of	IN
useful	JJ
laborers	NNS
thrown	VBN
out	IN
of	IN
employment	NN
and	CC
reduced	VBD
to	TO
want	VB
.	.
The	DT
revenue	NN
of	IN
the	DT
Government	NNP
,	,
which	WDT
is	VBZ
chiefly	RB
derived	VBN
from	IN
duties	NNS
on	IN
imports	NNS
from	IN
abroad	RB
,	,
has	VBZ
been	VBN
greatly	RB
reduced	VBN
,	,
whilst	IN
the	DT
appropriations	NNS
made	VBN
by	IN
Congress	NNP
at	IN
its	PRP$
last	JJ
session	NN
for	IN
the	DT
current	JJ
fiscal	JJ
year	NN
are	VBP
very	RB
large	JJ
in	IN
amount	NN
.	.
Under	IN
these	DT
circumstances	NNS
a	DT
loan	NN
may	MD
be	VB
required	VBN
before	IN
the	DT
close	NN
of	IN
your	PRP$
present	JJ
session	NN
;	:
but	CC
this	DT
,	,
although	IN
deeply	RB
to	TO
be	VB
regretted	VBN
,	,
would	MD
prove	VB
to	TO
be	VB
only	RB
a	DT
slight	JJ
misfortune	NN
when	WRB
compared	VBN
with	IN
the	DT
suffering	NN
and	CC
distress	NN
prevailing	VBG
among	IN
the	DT
people	NNS
.	.
With	IN
this	DT
the	DT
Government	NN
can	MD
not	RB
fail	VB
deeply	RB
to	TO
sympathize	VB
,	,
though	IN
it	PRP
may	MD
be	VB
without	IN
the	DT
power	NN
to	TO
extend	VB
relief	NN
.	.
It	PRP
is	VBZ
our	PRP$
duty	NN
to	TO
inquire	VB
what	WP
