token	pos
Fellow-Citizens	NNS
of	IN
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
Again	RB
the	DT
blessings	NNS
of	IN
health	NN
and	CC
abundant	JJ
harvests	NNS
claim	VBP
our	PRP$
proroundest	NN
gratitude	NN
to	TO
Almighty	NNP
God	NNP
.	.
The	DT
condition	NN
of	IN
our	PRP$
foreign	JJ
affairs	NNS
is	VBZ
reasonably	RB
satisfactory	JJ
.	.
Mexico	NNP
continues	VBZ
to	TO
be	VB
a	DT
theater	NN
of	IN
civil	JJ
war	NN
.	.
While	IN
our	PRP$
political	JJ
relations	NNS
with	IN
that	DT
country	NN
have	VBP
undergone	VBN
no	DT
change	NN
,	,
we	PRP
have	VBP
at	IN
the	DT
same	JJ
time	NN
strictly	RB
maintained	VBD
neutrality	NN
between	IN
the	DT
belligerents	NNS
.	.
At	IN
the	DT
request	NN
of	IN
the	DT
States	NNP
of	IN
Costa	NNP
Rica	NNP
and	CC
Nicaragua	NNP
,	,
a	DT
competent	JJ
engineer	NN
has	VBZ
been	VBN
authorized	VBN
to	TO
make	VB
a	DT
survey	NN
of	IN
the	DT
river	NN
San	NNP
Juan	NNP
and	CC
the	DT
port	NN
of	IN
San	NNP
Juan	NNP
.	.
It	PRP
is	VBZ
a	DT
source	NN
of	IN
much	JJ
satisfaction	NN
that	IN
the	DT
difficulties	NNS
which	WDT
for	IN
a	DT
moment	NN
excited	VBN
some	DT
political	JJ
apprehensions	NNS
and	CC
caused	VBD
a	DT
closing	NN
of	IN
the	DT
interoceanic	JJ
transit	NN
route	NN
have	VBP
been	VBN
amicably	RB
adjusted	VBN
,	,
and	CC
that	IN
there	EX
is	VBZ
a	DT
good	JJ
prospect	NN
that	IN
the	DT
route	NN
will	MD
soon	RB
be	VB
reopened	VBN
with	IN
an	DT
increase	NN
of	IN
capacity	NN
and	CC
adaptation	NN
.	.
We	PRP
could	MD
not	RB
exaggerate	VB
either	CC
the	DT
commercial	JJ
or	CC
the	DT
political	JJ
importance	NN
of	IN
that	DT
great	JJ
improvement	NN
.	.
It	PRP
would	MD
be	VB
doing	VBG
injustice	NN
to	TO
an	DT
important	JJ
South	NNP
American	NNP
State	NNP
not	RB
to	TO
acknowledge	VB
the	DT
directness	NN
,	,
frankness	NN
,	,
and	CC
cordiality	NN
with	IN
which	WDT
the	DT
United	NNP
States	NNP
of	IN
Colombia	NNP
have	VBP
entered	VBN
into	IN
intimate	JJ
relations	NNS
with	IN
this	DT
Government	NN
.	.
A	DT
claims	NNS
convention	NN
has	VBZ
been	VBN
constituted	VBN
to	TO
complete	VB
the	DT
unfinished	JJ
work	NN
of	IN
the	DT
one	CD
which	WDT
closed	VBD
its	PRP$
session	NN
in	IN
1861	CD
.	.
The	DT
new	JJ
liberal	JJ
constitution	NN
of	IN
Venezuela	NNP
having	VBG
gone	VBN
into	IN
effect	NN
with	IN
the	DT
universal	JJ
acquiescence	NN
of	IN
the	DT
people	NNS
,	,
the	DT
Government	NNP
under	IN
it	PRP
has	VBZ
been	VBN
recognized	VBN
and	CC
diplomatic	JJ
intercourse	NN
with	IN
it	PRP
has	VBZ
opened	VBN
in	IN
a	DT
cordial	JJ
and	CC
friendly	JJ
spirit	NN
.	.
The	DT
long-deferred	JJ
Aves	NNP
Island	NNP
claim	NN
has	VBZ
been	VBN
satisfactorily	RB
paid	VBN
and	CC
discharged	VBN
.	.
Mutual	JJ
payments	NNS
have	VBP
been	VBN
made	VBN
of	IN
the	DT
claims	NNS
awarded	VBN
by	IN
the	DT
late	JJ
joint	JJ
commission	NN
for	IN
the	DT
settlement	NN
of	IN
claims	NNS
between	IN
the	DT
United	NNP
States	NNP
and	CC
Peru	NNP
.	.
An	DT
earnest	NN
and	CC
cordial	JJ
friendship	NN
continues	VBZ
to	TO
exist	VB
between	IN
the	DT
two	CD
countries	NNS
,	,
and	CC
such	JJ
efforts	NNS
as	IN
were	VBD
in	IN
my	PRP$
power	NN
have	VBP
been	VBN
used	VBN
to	TO
remove	VB
misunderstanding	NN
and	CC
avert	VB
a	DT
threatened	JJ
war	NN
between	IN
Peru	NNP
and	CC
Spain	NNP
.	.
Our	PRP$
relations	NNS
are	VBP
of	IN
the	DT
most	RBS
friendly	JJ
nature	NN
with	IN
Chile	NNP
,	,
the	DT
Argentine	NNP
Republic	NNP
,	,
Bolivia	NNP
,	,
Costa	NNP
Rica	NNP
,	,
Paraguay	NNP
,	,
San	NNP
Salvador	NNP
,	,
and	CC
Hayti	NNP
.	.
During	IN
the	DT
past	JJ
year	NN
no	DT
differences	NNS
of	IN
any	DT
kind	NN
have	VBP
arisen	VBN
with	IN
any	DT
of	IN
those	DT
Republics	NNS
,	,
and	CC
,	,
on	IN
the	DT
other	JJ
hand	NN
,	,
their	PRP$
sympathies	NNS
with	IN
the	DT
United	NNP
States	NNPS
are	VBP
constantly	RB
expressed	VBN
with	IN
cordiality	NN
and	CC
earnestness	NN
.	.
The	DT
claim	NN
arising	VBG
from	IN
the	DT
seizure	NN
of	IN
the	DT
cargo	NN
of	IN
the	DT
brig	JJ
Macedonian	NNP
in	IN
1821	CD
has	VBZ
been	VBN
paid	VBN
in	IN
full	JJ
by	IN
the	DT
Government	NN
of	IN
Chile	NNP
.	.
Civil	JJ
war	NN
continues	VBZ
in	IN
the	DT
Spanish	JJ
part	NN
of	IN
San	NNP
Domingo	NNP
,	,
apparently	RB
without	IN
prospect	NN
of	IN
an	DT
early	JJ
close	NN
.	.
Official	JJ
correspondence	NN
has	VBZ
been	VBN
freely	RB
opened	VBN
with	IN
Liberia	NNP
,	,
and	CC
it	PRP
gives	VBZ
us	PRP
a	DT
pleasing	JJ
view	NN
of	IN
social	JJ
and	CC
political	JJ
progress	NN
in	IN
that	DT
Republic	NNP
.	.
It	PRP
may	MD
be	VB
expected	VBN
to	TO
derive	VB
new	JJ
vigor	NN
from	IN
American	JJ
influence	NN
,	,
improved	VBN
by	IN
the	DT
rapid	JJ
disappearance	NN
of	IN
slavery	NN
in	IN
the	DT
United	NNP
States	NNP
.	.
I	PRP
solicit	VB
your	PRP$
authority	NN
to	TO
furnish	VB
to	TO
the	DT
Republic	NNP
a	DT
gunboat	NN
at	IN
moderate	JJ
cost	NN
,	,
to	TO
be	VB
reimbursed	VBN
to	TO
the	DT
United	NNP
States	NNP
by	IN
installments	NNS
.	.
Such	JJ
a	DT
vessel	NN
is	VBZ
needed	VBN
for	IN
the	DT
safety	NN
of	IN
that	DT
State	NNP
against	IN
the	DT
native	JJ
African	JJ
races	NNS
,	,
and	CC
in	IN
Liberian	NNP
hands	NNS
it	PRP
would	MD
be	VB
more	RBR
effective	JJ
in	IN
arresting	VBG
the	DT
African	JJ
slave	NN
trade	NN
than	IN
a	DT
squadron	NN
in	IN
our	PRP$
own	JJ
hands	NNS
.	.
The	DT
possession	NN
of	IN
the	DT
least	JJS
organized	JJ
naval	JJ
force	NN
would	MD
stimulate	VB
a	DT
generous	JJ
ambition	NN
in	IN
the	DT
Republic	NNP
,	,
and	CC
the	DT
confidence	NN
which	WDT
we	PRP
should	MD
manifest	JJ
by	IN
furnishing	VBG
it	PRP
would	MD
win	VB
forbearance	NN
and	CC
favor	NN
toward	IN
the	DT
colony	NN
from	IN
all	DT
civilized	JJ
nations	NNS
.	.
The	DT
proposed	VBN
overland	NN
telegraph	NN
between	IN
America	NNP
and	CC
Europe	NNP
,	,
by	IN
the	DT
way	NN
of	IN
Behrings	NNP
Straits	NNS
and	CC
Asiatic	JJ
Russia	NNP
,	,
which	WDT
was	VBD
sanctioned	VBN
by	IN
Congress	NNP
at	IN
the	DT
last	JJ
session	NN
,	,
has	VBZ
been	VBN
undertaken	VBN
,	,
under	IN
very	JJ
favorable	JJ
circumstances	NNS
,	,
by	IN
an	DT
association	NN
of	IN
American	JJ
citizens	NNS
,	,
with	IN
the	DT
cordial	JJ
good	JJ
will	NN
and	CC
support	NN
as	IN
well	RB
of	IN
this	DT
Government	NN
as	IN
of	IN
those	DT
of	IN
Great	NNP
Britain	NNP
and	CC
Russia	NNP
.	.
Assurances	NNP
have	VBP
been	VBN
received	VBN
from	IN
most	JJS
of	IN
the	DT
South	JJ
American	JJ
States	NNS
of	IN
their	PRP$
high	JJ
appreciation	NN
of	IN
the	DT
enterprise	NN
and	CC
their	PRP$
readiness	NN
to	TO
cooperate	VB
in	IN
constructing	VBG
lines	NNS
tributary	NN
to	TO
that	DT
world-encircling	JJ
communication	NN
.	.
I	PRP
learn	VBP
with	IN
much	JJ
satisfaction	NN
that	IN
the	DT
noble	JJ
design	NN
of	IN
a	DT
telegraphic	JJ
communication	NN
between	IN
the	DT
eastern	JJ
coast	NN
of	IN
America	NNP
and	CC
Great	NNP
Britain	NNP
has	VBZ
been	VBN
renewed	VBN
,	,
with	IN
full	JJ
expectation	NN
of	IN
its	PRP$
early	JJ
accomplishment	NN
.	.
Thus	RB
it	PRP
is	VBZ
hoped	VBN
that	IN
with	IN
the	DT
return	NN
of	IN
domestic	JJ
peace	NN
the	DT
country	NN
will	MD
be	VB
able	JJ
to	TO
resume	VB
with	IN
energy	NN
and	CC
advantage	NN
its	PRP$
former	JJ
high	JJ
career	NN
of	IN
commerce	NN
and	CC
civilization	NN
.	.
Our	PRP$
very	RB
popular	JJ
and	CC
estimable	JJ
representative	NN
in	IN
Egypt	NNP
died	VBD
in	IN
April	NNP
last	JJ
.	.
An	DT
unpleasant	JJ
altercation	NN
which	WDT
arose	VBD
between	IN
the	DT
temporary	JJ
incumbent	NN
of	IN
the	DT
office	NN
and	CC
the	DT
Government	NN
of	IN
the	DT
Pasha	NNP
resulted	VBD
in	IN
a	DT
suspension	NN
of	IN
intercourse	NN
.	.
The	DT
evil	NN
was	VBD
promptly	RB
corrected	VBN
on	IN
the	DT
arrival	NN
of	IN
the	DT
successor	NN
in	IN
the	DT
consulate	NN
,	,
and	CC
our	PRP$
relations	NNS
with	IN
Egypt	NNP
,	,
as	RB
well	RB
as	IN
our	PRP$
relations	NNS
with	IN
the	DT
Barbary	NNP
Powers	NNP
,	,
are	VBP
entirely	RB
satisfactory	JJ
.	.
The	DT
rebellion	NN
which	WDT
has	VBZ
so	RB
long	RB
been	VBN
flagrant	JJ
in	IN
China	NNP
has	VBZ
at	IN
last	JJ
been	VBN
suppressed	VBN
,	,
with	IN
the	DT
cooperating	VBG
good	JJ
offices	NNS
of	IN
this	DT
Government	NN
and	CC
of	IN
the	DT
other	JJ
Western	JJ
commercial	JJ
States	NNS
.	.
The	DT
judicial	JJ
consular	JJ
establishment	NN
there	RB
has	VBZ
become	VBN
very	RB
difficult	JJ
and	CC
onerous	JJ
,	,
and	CC
it	PRP
will	MD
need	VB
legislative	JJ
revision	NN
to	TO
adapt	VB
it	PRP
to	TO
the	DT
extension	NN
of	IN
our	PRP$
commerce	NN
and	CC
to	TO
the	DT
more	RBR
intimate	JJ
intercourse	NN
which	WDT
has	VBZ
been	VBN
instituted	VBN
