token	pos
Mr.	NNP
President	NNP
,	,
Mr.	NNP
Speaker	NNP
,	,
Members	NNP
of	IN
the	DT
96th	JJ
Congress	NNP
,	,
fellow	JJ
citizens	NNS
:	:
This	DT
last	JJ
few	JJ
months	NNS
has	VBZ
not	RB
been	VBN
an	DT
easy	JJ
time	NN
for	IN
any	DT
of	IN
us	PRP
.	.
As	IN
we	PRP
meet	VBP
tonight	RB
,	,
it	PRP
has	VBZ
never	RB
been	VBN
more	JJR
clear	JJ
that	IN
the	DT
state	NN
of	IN
our	PRP$
Union	NNP
depends	VBZ
on	IN
the	DT
state	NN
of	IN
the	DT
world	NN
.	.
And	CC
tonight	RB
,	,
as	IN
throughout	IN
our	PRP$
own	JJ
generation	NN
,	,
freedom	NN
and	CC
peace	NN
in	IN
the	DT
world	NN
depend	VBP
on	IN
the	DT
state	NN
of	IN
our	PRP$
Union	NNP
.	.
The	DT
1980	CD
's	POS
have	VBP
been	VBN
born	VBN
in	IN
turmoil	NN
,	,
strife	NN
,	,
and	CC
change	NN
.	.
This	DT
is	VBZ
a	DT
time	NN
of	IN
challenge	NN
to	TO
our	PRP$
interests	NNS
and	CC
our	PRP$
values	NNS
and	CC
it	PRP
's	VBZ
a	DT
time	NN
that	WDT
tests	VBZ
our	PRP$
wisdom	NN
and	CC
our	PRP$
skills	NNS
.	.
At	IN
this	DT
time	NN
in	IN
Iran	NNP
,	,
50	CD
Americans	NNS
are	VBP
still	RB
held	VBN
captive	NN
,	,
innocent	JJ
victims	NNS
of	IN
terrorism	NN
and	CC
anarchy	NN
.	.
Also	RB
at	IN
this	DT
moment	NN
,	,
massive	JJ
Soviet	JJ
troops	NNS
are	VBP
attempting	VBG
to	TO
subjugate	VB
the	DT
fiercely	RB
independent	JJ
and	CC
deeply	RB
religious	JJ
people	NNS
of	IN
Afghanistan	NNP
.	.
These	DT
two	CD
acts	NNS
—one	IN
of	IN
international	JJ
terrorism	NN
and	CC
one	CD
of	IN
military	JJ
aggression-present	JJ
a	DT
serious	JJ
challenge	NN
to	TO
the	DT
United	NNP
States	NNP
of	IN
America	NNP
and	CC
indeed	RB
to	TO
all	DT
the	DT
nations	NNS
of	IN
the	DT
world	NN
.	.
Together	RB
,	,
we	PRP
will	MD
meet	VB
these	DT
threats	NNS
to	TO
peace	NN
.	.
I	PRP
'm	VBP
determined	VBN
that	IN
the	DT
United	NNP
States	NNP
will	MD
remain	VB
the	DT
strongest	JJS
of	IN
all	DT
nations	NNS
,	,
but	CC
our	PRP$
power	NN
will	MD
never	RB
be	VB
used	VBN
to	TO
initiate	VB
a	DT
threat	NN
to	TO
the	DT
security	NN
of	IN
any	DT
nation	NN
or	CC
to	TO
the	DT
rights	NNS
of	IN
any	DT
