token	pos
Mr.	NNP
President	NNP
and	CC
Mr.	NNP
Speaker	NNP
and	CC
Members	NNP
of	IN
the	DT
United	NNP
States	NNP
Congress	NNP
:	:
I	PRP
come	VBP
to	TO
this	DT
House	NNP
of	IN
the	DT
people	NNS
to	TO
speak	VB
to	TO
you	PRP
and	CC
all	DT
Americans	NNPS
,	,
certain	JJ
that	IN
we	PRP
stand	VBP
at	IN
a	DT
defining	NN
hour	NN
.	.
Halfway	RB
around	IN
the	DT
world	NN
,	,
we	PRP
are	VBP
engaged	VBN
in	IN
a	DT
great	JJ
struggle	NN
in	IN
the	DT
skies	NNS
and	CC
on	IN
the	DT
seas	NNS
and	CC
sands	NNS
.	.
We	PRP
know	VBP
why	WRB
we	PRP
're	VBP
there	EX
:	:
We	PRP
are	VBP
Americans	NNPS
,	,
part	NN
of	IN
something	NN
larger	JJR
than	IN
ourselves	PRP
.	.
For	IN
two	CD
centuries	NNS
,	,
we	PRP
've	VBP
done	VBN
the	DT
hard	JJ
work	NN
of	IN
freedom	NN
.	.
And	CC
tonight	RB
,	,
we	PRP
lead	VBP
the	DT
world	NN
in	IN
facing	VBG
down	RP
a	DT
threat	NN
to	TO
decency	NN
and	CC
humanity	NN
.	.
What	WP
is	VBZ
at	IN
stake	NN
is	VBZ
more	JJR
than	IN
one	CD
small	JJ
country	NN
;	:
it	PRP
is	VBZ
a	DT
big	JJ
idea	NN
:	:
a	DT
new	JJ
world	NN
order	NN
,	,
where	WRB
diverse	JJ
nations	NNS
are	VBP
drawn	VBN
together	RB
in	IN
common	JJ
cause	NN
to	TO
achieve	VB
the	DT
universal	JJ
aspirations	NNS
of	IN
mankind	NN
--	:
peace	NN
and	CC
security	NN
,	,
freedom	NN
,	,
and	CC
the	DT
rule	NN
of	IN
law	NN
.	.
Such	JJ
is	VBZ
a	DT
world	NN
worthy	JJ
of	IN
our	PRP$
struggle	NN
and	CC
worthy	JJ
of	IN
our	PRP$
children	NNS
's	POS
future	NN
.	.
The	DT
community	NN
of	IN
nations	NNS
has	VBZ
resolutely	RB
gathered	VBN
to	TO
condemn	VB
and	CC
repel	VB
lawless	JJ
aggression	NN
.	.
Saddam	NNP
Hussein	NNP
's	POS
unprovoked	JJ
invasion	NN
--	:
his	PRP$
ruthless	JJ
,	,
systematic	JJ
rape	NN
of	IN
a	DT
peaceful	JJ
neighbor	NN
--	:
violated	VBD
everything	NN
the	DT
community	NN
of	IN
nations	NNS
holds	VBZ
dear	JJ
.	.
The	DT
world	NN
has	VBZ
said	VBN
this	DT
aggression	NN
would	MD
not	RB
stand	VB
,	,
and	CC
it	PRP
will	MD
not	RB
stand	VB
.	.
Together	RB
,	,
we	PRP
have	VBP
resisted	VBN
the	DT
trap	NN
