token	pos
Mr.	NNP
President	NNP
,	,
Mr.	NNP
Speaker	NNP
,	,
Members	NNP
of	IN
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNPS
:	:
For	IN
the	DT
first	JJ
time	NN
in	IN
our	PRP$
national	JJ
history	NN
a	DT
President	NNP
delivers	VBZ
his	PRP$
Annual	JJ
Message	NN
to	TO
a	DT
new	JJ
Congress	NNP
within	IN
a	DT
fortnight	NN
of	IN
the	DT
expiration	NN
of	IN
his	PRP$
term	NN
of	IN
office	NN
.	.
While	IN
there	EX
is	VBZ
no	DT
change	NN
in	IN
the	DT
Presidency	NNP
this	DT
year	NN
,	,
change	NN
will	MD
occur	VB
in	IN
future	JJ
years	NNS
.	.
It	PRP
is	VBZ
my	PRP$
belief	NN
that	IN
under	IN
this	DT
new	JJ
constitutional	JJ
practice	NN
,	,
the	DT
President	NNP
should	MD
in	IN
every	DT
fourth	JJ
year	NN
,	,
in	IN
so	RB
far	RB
as	IN
seems	VBZ
reasonable	JJ
,	,
review	VB
the	DT
existing	VBG
state	NN
of	IN
our	PRP$
national	JJ
affairs	NNS
and	CC
outline	NN
broad	JJ
future	NN
problems	NNS
,	,
leaving	VBG
specific	JJ
recommendations	NNS
for	IN
future	JJ
legislation	NN
to	TO
be	VB
made	VBN
by	IN
the	DT
President	NNP
about	IN
to	TO
be	VB
inaugurated	VBN
.	.
At	IN
this	DT
time	NN
,	,
however	RB
,	,
circumstances	NNS
of	IN
the	DT
moment	NN
compel	VB
me	PRP
to	TO
ask	VB
your	PRP$
immediate	JJ
consideration	NN
of	IN
:	:
First	NNP
,	,
measures	NNS
extending	VBG
the	DT
life	NN
of	IN
certain	JJ
authorizations	NNS
and	CC
powers	NNS
which	WDT
,	,
under	IN
present	JJ
statutes	NNS
,	,
expire	VBP
within	IN
a	DT
few	JJ
weeks	NNS
;	:
second	JJ
,	,
an	DT
addition	NN
to	TO
the	DT
existing	VBG
Neutrality	NNP
Act	NNP
to	TO
cover	VB
specific	JJ
points	NNS
raised	VBN
by	IN
the	DT
unfortunate	JJ
civil	JJ
strife	NN
in	IN
Spain	NNP
;	:
and	CC
,	,
third	JJ
,	,
a	DT
deficiency	NN
appropriation	NN
bill	NN
for	IN
which	WDT
I	PRP
shall	MD
submit	VB
estimates	NNS
this	DT
week	NN
.	.
In	IN
March	NNP
,	,
1933	CD
,	,
the	DT
problems	NNS
which	WDT
faced	VBD
our	PRP$
Nation	NNP
and	CC
which	WDT
only	RB
our	PRP$
national	JJ
Government	NN
had	VBD
the	DT
resources	NNS
to	TO
meet	VB
were	VBD
more	RBR
serious	JJ
even	RB
than	IN
appeared	VBD
on	IN
the	DT
surface	NN
.	.
It	PRP
was	VBD
not	RB
