token	pos
Gentlemen	NNS
of	IN
the	DT
Senate	NNP
and	CC
Gentlemen	NNP
of	IN
the	DT
House	NNP
of	IN
Representatives	NNPS
:	:
While	IN
with	IN
reverence	NN
and	CC
resignation	NN
we	PRP
contemplate	VBP
the	DT
dispensations	NNS
of	IN
Divine	NNP
Providence	NNP
in	IN
the	DT
alarming	JJ
and	CC
destructive	JJ
pestilence	NN
with	IN
which	WDT
several	JJ
of	IN
our	PRP$
cities	NNS
and	CC
towns	NNS
have	VBP
been	VBN
visited	VBN
,	,
there	EX
is	VBZ
cause	NN
for	IN
gratitude	NN
and	CC
mutual	JJ
congratulations	NNS
that	IN
the	DT
malady	NN
has	VBZ
disappeared	VBN
and	CC
that	IN
we	PRP
are	VBP
again	RB
permitted	VBN
to	TO
assemble	VB
in	IN
safety	NN
at	IN
the	DT
seat	NN
of	IN
Government	NNP
for	IN
the	DT
discharge	NN
of	IN
our	PRP$
important	JJ
duties	NNS
.	.
But	CC
when	WRB
we	PRP
reflect	VBP
that	IN
this	DT
fatal	JJ
disorder	NN
has	VBZ
within	IN
a	DT
few	JJ
years	NNS
made	VBN
repeated	VBD
ravages	NNS
in	IN
some	DT
of	IN
our	PRP$
principal	JJ
sea	NN
ports	NNS
,	,
and	CC
with	IN
increased	VBN
malignancy	NN
,	,
and	CC
when	WRB
we	PRP
consider	VBP
the	DT
magnitude	NN
of	IN
the	DT
evils	NNS
arising	VBG
from	IN
the	DT
interruption	NN
of	IN
public	JJ
and	CC
private	JJ
business	NN
,	,
whereby	WRB
the	DT
national	JJ
interests	NNS
are	VBP
deeply	RB
affected	VBN
,	,
I	PRP
think	VBP
it	PRP
my	PRP$
duty	NN
to	TO
invite	VB
the	DT
Legislature	NN
of	IN
the	DT
Union	NNP
to	TO
examine	VB
the	DT
expediency	NN
of	IN
establishing	VBG
suitable	JJ
regulations	NNS
in	IN
aid	NN
of	IN
the	DT
health	NN
laws	NNS
of	IN
the	DT
respective	JJ
States	NNS
;	:
for	IN
these	DT
being	VBG
formed	VBN
on	IN
the	DT
idea	NN
that	IN
contagious	JJ
sickness	NN
may	MD
be	VB
communicated	VBN
through	IN
the	DT
channels	NNS
of	IN
commerce	NN
,	,
there	EX
seems	VBZ
to	TO
be	VB
a	DT
necessity	NN
that	IN
Congress	NNP
,	,
who	WP
alone	RB
can	MD
regulate	VB
trade	NN
,	,
should	MD
frame	VB
a	DT
system	NN
which	WDT
,	,
while	IN
it	PRP
may	MD
tend	VB
to	TO
preserve	VB
the	DT
general	JJ
health	NN
,	,
may	MD
be	VB
compatible	JJ
with	IN
the	DT
interests	NNS
of	IN
commerce	NN
and	CC
the	DT
safety	NN
of	IN
the	DT
revenue	NN
.	.
While	IN
we	PRP
think	VBP
on	IN
this	DT
calamity	NN
and	CC
sympathize	VB
with	IN
the	DT
immediate	JJ
sufferers	NNS
,	,
we	PRP
have	VBP
abundant	JJ
reason	NN
to	TO
present	VB
to	TO
the	DT
Supreme	NNP
Being	VBG
our	PRP$
annual	JJ
oblations	NNS
of	IN
gratitude	NN
for	IN
a	DT
liberal	JJ
participation	NN
in	IN
the	DT
ordinary	JJ
blessings	NNS
of	IN
His	PRP$
providence	NN
.	.
To	TO
the	DT
usual	JJ
subjects	NNS
of	IN
gratitude	NN
I	PRP
can	MD
not	RB
omit	VB
to	TO
add	VB
one	CD
of	IN
the	DT
1st	JJ
importance	NN
to	TO
our	PRP$
well	NN
being	VBG
and	CC
safety	NN
;	:
I	PRP
mean	VBP
that	DT
spirit	NN
which	WDT
has	VBZ
arisen	VBN
in	IN
our	PRP$
country	NN
against	IN
the	DT
menaces	NNS
and	CC
aggression	NN
of	IN
a	DT
foreign	JJ
nation	NN
.	.
A	DT
manly	JJ
sense	NN
of	IN
national	JJ
honor	NN
,	,
dignity	NN
,	,
and	CC
independence	NN
has	VBZ
appeared	VBN
which	WDT
,	,
if	IN
encouraged	VBN
and	CC
invigorated	VBN
by	IN
every	DT
branch	NN
of	IN
the	DT
Government	NNP
,	,
will	MD
enable	VB
us	PRP
to	TO
view	VB
undismayed	VBN
the	DT
enterprises	NNS
of	IN
any	DT
foreign	JJ
power	NN
and	CC
become	VB
the	DT
sure	JJ
foundation	NN
of	IN
national	JJ
prosperity	NN
and	CC
glory	NN
.	.
The	DT
course	NN
of	IN
the	DT
transactions	NNS
in	IN
relation	NN
to	TO
the	DT
United	NNP
States	NNP
and	CC
France	NNP
which	WDT
have	VBP
come	VBN
to	TO
my	PRP$
knowledge	NN
during	IN
your	PRP$
recess	NN
will	MD
be	VB
made	VBN
the	DT
subject	NN
of	IN
a	DT
future	JJ
communication	NN
.	.
That	DT
communication	NN
will	MD
confirm	VB
the	DT
ultimate	JJ
failure	NN
of	IN
the	DT
measures	NNS
which	WDT
have	VBP
been	VBN
taken	VBN
by	IN
the	DT
Government	NN
of	IN
the	DT
United	NNP
States	NNP
toward	IN
an	DT
amicable	JJ
adjustment	NN
of	IN
differences	NNS
with	IN
that	DT
power	NN
.	.
You	PRP
will	MD
at	IN
the	DT
same	JJ
time	NN
perceive	VB
that	IN
the	DT
French	NNP
Government	NNP
appears	VBZ
solicitous	JJ
to	TO
impress	VB
the	DT
opinion	NN
that	IN
it	PRP
is	VBZ
averse	JJ
to	TO
a	DT
rupture	NN
with	IN
this	DT
country	NN
,	,
and	CC
that	IN
it	PRP
has	VBZ
in	IN
a	DT
qualified	JJ
manner	NN
declared	VBD
itself	PRP
willing	JJ
to	TO
receive	VB
a	DT
minister	NN
from	IN
the	DT
United	NNP
States	NNP
for	IN
the	DT
purpose	NN
of	IN
restoring	VBG
a	DT
good	JJ
understanding	NN
.	.
It	PRP
is	VBZ
unfortunate	JJ
for	IN
professions	NNS
of	IN
this	DT
kind	NN
that	IN
they	PRP
should	MD
be	VB
expressed	VBN
in	IN
terms	NNS
which	WDT
may	MD
countenance	VB
the	DT
inadmissible	JJ
pretension	NN
of	IN
a	DT
right	JJ
to	TO
prescribe	VB
the	DT
qualifications	NNS
which	WDT
a	DT
minister	NN
from	IN
the	DT
United	NNP
States	NNPS
should	MD
possess	VB
,	,
and	CC
that	IN
while	IN
France	NNP
is	VBZ
asserting	VBG
the	DT
existence	NN
of	IN
a	DT
disposition	NN
on	IN
her	PRP$
part	NN
to	TO
conciliate	VB
with	IN
sincerity	IN
the	DT
differences	NNS
which	WDT
have	VBP
arisen	VBN
,	,
the	DT
sincerity	NN
of	IN
a	DT
like	JJ
disposition	NN
on	IN
the	DT
part	NN
of	IN
the	DT
United	NNP
States	NNP
,	,
of	IN
which	WDT
so	RB
many	JJ
demonstrative	JJ
proofs	NNS
have	VBP
been	VBN
given	VBN
,	,
should	MD
even	RB
be	VB
indirectly	RB
questioned	VBN
.	.
It	PRP
is	VBZ
also	RB
worthy	JJ
of	IN
observation	NN
that	IN
the	DT
decree	NN
of	IN
the	DT
Directory	NNP
alleged	VBD
to	TO
be	VB
intended	VBN
to	TO
restrain	VB
the	DT
depredations	NNS
of	IN
French	JJ
cruisers	NNS
on	IN
our	PRP$
commerce	NN
has	VBZ
not	RB
given	VBN
,	,
and	CC
can	MD
not	RB
give	VB
,	,
any	DT
relief	NN
.	.
It	PRP
enjoins	VBZ
them	PRP
to	TO
conform	VB
to	TO
all	PDT
the	DT
laws	NNS
of	IN
France	NNP
relative	JJ
to	TO
cruising	VBG
and	CC
prizes	NNS
,	,
while	IN
these	DT
laws	NNS
are	VBP
themselves	PRP
the	DT
sources	NNS
of	IN
the	DT
depredations	NNS
of	IN
which	WDT
we	PRP
have	VBP
so	RB
long	RB
,	,
so	RB
justly	RB
,	,
and	CC
so	RB
fruitlessly	RB
complained	VBN
.	.
The	DT
law	NN
of	IN
France	NNP
enacted	VBN
in	IN
January	NNP
last	JJ
,	,
which	WDT
subjects	VBZ
to	TO
capture	VB
and	CC
condemnation	VB
neutral	JJ
vessels	NNS
and	CC
their	PRP$
cargoes	NNS
if	IN
any	DT
portion	NN
of	IN
the	DT
latter	NN
are	VBP
of	IN
British	JJ
fabric	NN
or	CC
produce	NN
,	,
although	IN
the	DT
entire	JJ
property	NN
belong	VBP
to	TO
neutrals	NNS
,	,
instead	RB
of	IN
being	VBG
rescinded	VBN
has	VBZ
lately	RB
received	VBD
a	DT
confirmation	NN
by	IN
the	DT
failure	NN
of	IN
a	DT
proposition	NN
for	IN
its	PRP$
repeal	NN
.	.
While	IN
this	DT
law	NN
,	,
which	WDT
is	VBZ
an	DT
unequivocal	JJ
act	NN
of	IN
war	NN
on	IN
the	DT
commerce	NN
of	IN
the	DT
nations	NNS
it	PRP
attacks	VBZ
,	,
continues	VBZ
in	IN
force	NN
those	DT
nations	NNS
can	MD
see	VB
in	IN
the	DT
French	NNP
Government	NNP
only	RB
a	DT
power	NN
regardless	RB
of	IN
their	PRP$
essential	JJ
rights	NNS
,	,
of	IN
their	PRP$
independence	NN
and	CC
sovereignty	NN
;	:
and	CC
if	IN
they	PRP
possess	VBP
the	DT
means	NNS
they	PRP
can	MD
reconcile	VB
nothing	NN
with	IN
their	PRP$
interest	NN
and	CC
honor	NN
but	CC
a	DT
firm	NN
resistance	NN
.	.
Hitherto	NNP
,	,
therefore	RB
,	,
nothing	NN
is	VBZ
discoverable	JJ
in	IN
the	DT
conduct	NN
of	IN
France	NNP
which	WDT
ought	MD
to	TO
change	VB
or	CC
relax	VB
our	PRP$
measures	NNS
of	IN
defense	NN
.	.
On	IN
the	DT
contrary	NN
,	,
to	TO
extend	VB
and	CC
invigorate	VB
them	PRP
is	VBZ
our	PRP$
true	JJ
policy	NN
.	.
We	PRP
have	VBP
no	DT
reason	NN
to	TO
regret	VB
that	IN
these	DT
measures	NNS
have	VBP
been	VBN
thus	RB
far	RB
adopted	VBN
and	CC
pursued	VBN
,	,
and	CC
in	IN
proportion	NN
as	IN
we	PRP
enlarge	VB
our	PRP$
view	NN
of	IN
the	DT
portentous	JJ
and	CC
incalculable	JJ
situation	NN
of	IN
Europe	NNP
we	PRP
shall	MD
discover	VB
new	JJ
and	CC
cogent	JJ
motives	NNS
for	IN
the	DT
full	JJ
development	NN
of	IN
our	PRP$
energies	NNS
and	CC
resources	NNS
.	.
But	CC
in	IN
demonstrating	NN
by	IN
our	PRP$
conduct	NN
that	IN
we	PRP
do	VBP
not	RB
fear	VB
war	NN
in	IN
the	DT
necessary	JJ
protection	NN
of	IN
our	PRP$
rights	NNS
and	CC
honor	NN
we	PRP
shall	MD
give	VB
no	DT
room	NN
to	TO
infer	VB
that	IN
we	PRP
abandon	VBP
the	DT
desire	NN
of	IN
peace	NN
.	.
An	DT
efficient	JJ
preparation	NN
for	IN
war	NN
can	MD
alone	RB
insure	VB
peace	NN
.	.
It	PRP
is	VBZ
peace	NN
that	IN
we	PRP
have	VBP
uniformly	RB
and	CC
perseveringly	RB
cultivated	JJ
,	,
and	CC
harmony	NN
between	IN
us	PRP
and	CC
France	NNP
may	MD
be	VB
restored	VBN
at	IN
her	PRP$
option	NN
.	.
But	CC
to	TO
send	VB
another	DT
minister	NN
without	IN
more	JJR
determinate	JJ
assurances	NNS
that	IN
he	PRP
would	MD
be	VB
received	VBN
would	MD
be	VB
an	DT
act	NN
of	IN
humiliation	NN
to	TO
which	WDT
the	DT
United	NNP
States	NNPS
ought	MD
not	RB
to	TO
submit	VB
.	.
It	PRP
must	MD
therefore	RB
be	VB
left	VBN
with	IN
France	NNP
(	-LRB-
if	IN
she	PRP
is	VBZ
indeed	RB
desirous	JJ
of	IN
accommodation	NN
)	-RRB-
to	TO
take	VB
the	DT
requisite	JJ
steps	NNS
.	.
The	DT
United	NNP
States	NNP
will	MD
steadily	RB
observe	VB
the	DT
maxims	NNS
by	IN
which	WDT
they	PRP
have	VBP
hitherto	VBN
been	VBN
governed	VBN
.	.
They	PRP
will	MD
respect	VB
the	DT
sacred	JJ
rights	NNS
of	IN
embassy	JJ
;	:
and	CC
with	IN
a	DT
sincere	JJ
disposition	NN
on	IN
the	DT
part	NN
of	IN
France	NNP
to	TO
desist	VB
from	IN
hostility	NN
