token	pos
[	.
As	IN
delivered	VBN
in	IN
person	NN
before	IN
a	DT
joint	JJ
session	NN
]	IN
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
President	NNP
,	,
Members	NNP
of	IN
the	DT
House	NNP
and	CC
Senate	NNP
,	,
my	PRP$
fellow	JJ
Americans	NNPS
:	:
I	PRP
will	MD
be	VB
brief	JJ
,	,
for	IN
our	PRP$
time	NN
is	VBZ
necessarily	RB
short	JJ
and	CC
our	PRP$
agenda	NN
is	VBZ
already	RB
long	RB
.	.
Last	JJ
year	NN
's	POS
congressional	JJ
session	NN
was	VBD
the	DT
longest	JJS
in	IN
peacetime	NN
history	NN
.	.
With	IN
that	DT
foundation	NN
,	,
let	VB
us	PRP
work	VB
together	RB
to	TO
make	VB
this	DT
year	NN
's	POS
session	NN
the	DT
best	JJS
in	IN
the	DT
Nation	NNP
's	POS
history	NN
.	.
Let	VB
this	DT
session	NN
of	IN
Congress	NNP
be	VB
known	VBN
as	IN
the	DT
session	NN
which	WDT
did	VBD
more	JJR
for	IN
civil	JJ
rights	NNS
than	IN
the	DT
last	JJ
hundred	CD
sessions	NNS
combined	VBN
;	:
as	IN
the	DT
session	NN
which	WDT
enacted	VBD
the	DT
most	RBS
far-reaching	JJ
tax	NN
cut	NN
of	IN
our	PRP$
time	NN
;	:
as	IN
the	DT
session	NN
which	WDT
declared	VBD
all-out	JJ
war	NN
on	IN
human	JJ
poverty	NN
and	CC
unemployment	NN
in	IN
these	DT
United	NNP
States	NNPS
;	:
as	IN
the	DT
session	NN
which	WDT
finally	RB
recognized	VBD
the	DT
health	NN
needs	NNS
of	IN
all	DT
our	PRP$
older	JJR
citizens	NNS
;	:
as	IN
the	DT
session	NN
which	WDT
reformed	VBD
our	PRP$
tangled	JJ
transportation	NN
and	CC
transit	NN
policies	NNS
;	:
as	IN
the	DT
session	NN
which	WDT
achieved	VBD
the	DT
most	JJS
effective	JJ
,	,
efficient	JJ
foreign	JJ
aid	NN
program	NN
ever	RB
;	:
and	CC
as	IN
the	DT
session	NN
which	WDT
helped	VBD
to	TO
build	VB
more	JJR
homes	NNS
,	,
more	JJR
schools	NNS
,	,
more	JJR
libraries	NNS
,	,
and	CC
more	RBR
hospitals	NNS
than	IN
any	DT
single	JJ
session	NN
of	IN
Congress	NNP
in	IN
the	DT
history	NN
of	IN
our	PRP$
Republic	NNP
.	.
All	DT
this	DT
and	CC
more	JJR
can	NN
and	CC
must	MD
be	VB
done	VBN
.	.
It	PRP
can	MD
be	VB
done	VBN
by	IN
this	DT
summer	NN
,	,
and	CC
it	PRP
can	MD
be	VB
done	VBN
without	IN
any	DT
increase	NN
in	IN
spending	NN
.	.
In	IN
fact	NN
,	,
under	IN
the	DT
budget	NN
that	IN
I	PRP
shall	MD
shortly	RB
submit	VB
,	,
it	PRP
can	MD
be	VB
done	VBN
with	IN
an	DT
actual	JJ
reduction	NN
in	IN
Federal	NNP
expenditures	NNS
and	CC
Federal	NNP
employment	NN
.	.
We	PRP
have	VBP
in	IN
1964	CD
a	DT
unique	JJ
opportunity	NN
and	CC
obligation--to	NN
prove	VBP
the	DT
success	NN
of	IN
our	PRP$
system	NN
;	:
to	TO
disprove	VB
those	DT
cynics	NNS
and	CC
critics	NNS
at	IN
home	NN
and	CC
abroad	RB
who	WP
question	VBP
our	PRP$
purpose	NN
and	CC
our	PRP$
competence	NN
.	.
If	IN
we	PRP
fail	VBP
,	,
if	IN
we	PRP
fritter	NN
and	CC
fumble	JJ
away	RB
our	PRP$
opportunity	NN
in	IN
needless	JJ
,	,
senseless	JJ
quarrels	NNS
between	IN
Democrats	NNPS
and	CC
Republicans	NNPS
,	,
or	CC
between	IN
the	DT
House	NNP
and	CC
the	DT
Senate	NNP
,	,
or	CC
between	IN
the	DT
South	NNP
and	CC
North	NNP
,	,
or	CC
between	IN
the	DT
Congress	NNP
and	CC
the	DT
administration	NN
,	,
then	RB
history	NN
will	MD
rightfully	RB
judge	VB
us	PRP
harshly	RB
.	.
But	CC
if	IN
we	PRP
succeed	VBP
,	,
if	IN
we	PRP
can	MD
achieve	VB
these	DT
goals	NNS
by	IN
forging	VBG
in	IN
this	DT
country	NN
a	DT
greater	JJR
sense	NN
of	IN
union	NN
,	,
then	RB
,	,
and	CC
only	RB
then	RB
,	,
can	MD
we	PRP
take	VB
full	JJ
satisfaction	NN
in	IN
the	DT
State	NNP
of	IN
the	DT
Union	NNP
.	.
II	NNP
.	.
Here	RB
in	IN
the	DT
Congress	NNP
you	PRP
can	MD
demonstrate	VB
effective	JJ
legislative	JJ
leadership	NN
by	IN
discharging	VBG
the	DT
public	JJ
business	NN
with	IN
clarity	NN
and	CC
dispatch	NN
,	,
voting	VBG
each	DT
important	JJ
proposal	NN
up	RB
,	,
or	CC
voting	VBG
it	PRP
down	RB
,	,
but	CC
at	IN
least	JJS
bringing	VBG
it	PRP
to	TO
a	DT
fair	JJ
and	CC
a	DT
final	JJ
vote	NN
.	.
Let	VB
us	PRP
carry	VB
forward	RP
the	DT
plans	NNS
and	CC
programs	NNS
of	IN
John	NNP
Fitzgerald	NNP
Kennedy--not	NNP
because	IN
of	IN
our	PRP$
sorrow	NN
or	CC
sympathy	NN
,	,
but	CC
because	IN
they	PRP
are	VBP
right	RB
.	.
In	IN
his	PRP$
memory	NN
today	NN
,	,
I	PRP
especially	RB
ask	VBP
all	DT
members	NNS
of	IN
my	PRP$
own	JJ
political	JJ
faith	NN
,	,
in	IN
this	DT
election	NN
year	NN
,	,
to	TO
put	VB
your	PRP$
country	NN
ahead	RB
of	IN
your	PRP$
party	NN
,	,
and	CC
to	TO
always	RB
debate	VB
principles	NNS
;	:
never	RB
debate	NN
personalities	NNS
.	.
For	IN
my	PRP$
part	NN
,	,
I	PRP
pledge	NN
a	DT
progressive	JJ
administration	NN
which	WDT
is	VBZ
efficient	JJ
,	,
and	CC
honest	JJ
and	CC
frugal	JJ
.	.
The	DT
budget	NN
to	TO
be	VB
submitted	VBN
to	TO
the	DT
Congress	NNP
shortly	RB
is	VBZ
in	IN
full	JJ
accord	NN
with	IN
this	DT
pledge	NN
.	.
It	PRP
will	MD
cut	VB
our	PRP$
deficit	NN
in	IN
half--from	JJ
$	$
10	CD
billion	CD
to	TO
$	$
4,900	CD
million	CD
.	.
It	PRP
will	MD
be	VB
,	,
in	IN
proportion	NN
to	TO
our	PRP$
national	JJ
output	NN
,	,
the	DT
smallest	JJS
budget	NN
since	IN
1951	CD
.	.
It	PRP
will	MD
call	VB
for	IN
a	DT
substantial	JJ
reduction	NN
in	IN
Federal	NNP
employment	NN
,	,
a	DT
feat	NN
accomplished	VBN
only	RB
once	RB
before	IN
in	IN
the	DT
last	JJ
10	CD
years	NNS
.	.
While	IN
maintaining	VBG
the	DT
full	JJ
strength	NN
of	IN
our	PRP$
combat	NN
defenses	NNS
,	,
it	PRP
will	MD
call	VB
for	IN
the	DT
lowest	JJS
number	NN
of	IN
civilian	JJ
personnel	NNS
in	IN
the	DT
Department	NNP
of	IN
Defense	NNP
since	IN
1950	CD
.	.
It	PRP
will	MD
call	VB
for	IN
total	JJ
expenditures	NNS
of	IN
$	$
97,900	CD
million--compared	CD
to	TO
$	$
98,400	CD
million	CD
for	IN
the	DT
current	JJ
year	NN
,	,
a	DT
reduction	NN
of	IN
more	JJR
than	IN
$	$
500	CD
million	CD
.	.
It	PRP
will	MD
call	VB
for	IN
new	JJ
obligational	JJ
authority	NN
of	IN
$	$
103,800	CD
million--a	CD
reduction	NN
of	IN
more	JJR
than	IN
$	$
4	CD
billion	CD
below	IN
last	JJ
year	NN
's	POS
request	NN
of	IN
$	$
107,900	CD
million	CD
.	.
But	CC
it	PRP
is	VBZ
not	RB
a	DT
standstill	JJ
budget	NN
,	,
for	IN
America	NNP
cannot	MD
afford	VB
to	TO
stand	VB
still	RB
.	.
Our	PRP$
population	NN
is	VBZ
growing	VBG
.	.
Our	PRP$
economy	NN
is	VBZ
more	RBR
complex	JJ
.	.
Our	PRP$
people	NNS
's	POS
needs	NNS
are	VBP
expanding	VBG
.	.
But	CC
by	IN
closing	VBG
down	RP
obsolete	JJ
installations	NNS
,	,
by	IN
curtailing	VBG
less	RBR
urgent	JJ
programs	NNS
,	,
by	IN
cutting	VBG
back	RB
where	WRB
cutting	VBG
back	RB
seems	VBZ
to	TO
be	VB
wise	JJ
,	,
by	IN
insisting	VBG
on	IN
a	DT
dollar	NN
's	POS
worth	NN
for	IN
a	DT
dollar	NN
spent	VBD
,	,
I	PRP
am	VBP
able	JJ
to	TO
recommend	VB
in	IN
this	DT
reduced	JJ
budget	NN
the	DT
most	RBS
Federal	JJ
support	NN
in	IN
history	NN
for	IN
education	NN
,	,
for	IN
health	NN
,	,
for	IN
retraining	VBG
the	DT
unemployed	JJ
,	,
and	CC
for	IN
helping	VBG
the	DT
economically	RB
and	CC
the	DT
physically	RB
handicapped	VBN
.	.
This	DT
budget	NN
,	,
and	CC
this	DT
year	NN
's	POS
legislative	JJ
program	NN
,	,
are	VBP
designed	VBN
to	TO
help	VB
each	DT
and	CC
every	DT
American	NNP
citizen	NN
fulfill	VBP
his	PRP$
basic	JJ
hopes--his	PRP$
hopes	NNS
for	IN
a	DT
fair	JJ
chance	NN
to	TO
make	VB
good	JJ
;	:
his	PRP$
hopes	NNS
for	IN
fair	JJ
play	NN
from	IN
the	DT
law	NN
;	:
his	PRP$
hopes	NNS
for	IN
a	DT
full-time	JJ
job	NN
on	IN
full-time	JJ
pay	NN
;	:
his	PRP$
hopes	NNS
for	IN
a	DT
decent	JJ
home	NN
for	IN
his	PRP$
family	NN
in	IN
a	DT
decent	JJ
community	NN
;	:
his	PRP$
hopes	NNS
for	IN
a	DT
good	JJ
school	NN
for	IN
his	PRP$
children	NNS
with	IN
good	JJ
teachers	NNS
;	:
and	CC
his	PRP$
hopes	NNS
for	IN
security	NN
when	WRB
faced	VBN
with	IN
sickness	NN
or	CC
unemployment	NN
or	CC
old	JJ
age	NN
.	.
III	NNP
.	.
Unfortunately	RB
,	,
many	JJ
Americans	NNPS
live	VBP
on	IN
the	DT
outskirts	NNS
of	IN
hope--some	JJ
because	IN
of	IN
their	PRP$
poverty	NN
,	,
and	CC
some	DT
because	IN
of	IN
their	PRP$
color	NN
,	,
and	CC
all	DT
too	RB
many	JJ
because	IN
of	IN
both	DT
.	.
Our	PRP$
task	NN
is	VBZ
to	TO
help	VB
replace	VB
their	PRP$
despair	NN
with	IN
opportunity	NN
.	.
This	DT
administration	NN
today	NN
,	,
here	RB
and	CC
now	RB
,	,
declares	VBZ
unconditional	JJ
war	NN
on	IN
poverty	NN
in	IN
America	NNP
.	.
I	PRP
urge	VB
this	DT
Congress	NNP
and	CC
all	DT
Americans	NNPS
to	TO
join	VB
with	IN
me	PRP
in	IN
that	DT
effort	NN
.	.
It	PRP
will	MD
not	RB
be	VB
a	DT
short	JJ
or	CC
easy	JJ
struggle	NN
,	,
no	DT
single	JJ
weapon	NN
or	CC
strategy	NN
will	MD
suffice	VB
,	,
but	CC
we	PRP
shall	MD
not	RB
rest	VB
until	IN
that	DT
war	NN
is	VBZ
won	VBN
.	.
The	DT
richest	JJS
Nation	NN
on	IN
earth	NN
can	MD
afford	VB
to	TO
win	VB
it	PRP
.	.
We	PRP
cannot	MD
afford	VB
to	TO
lose	VB
it	PRP
.	.
One	CD
thousand	CD
dollars	NNS
invested	VBN
in	IN
salvaging	VBG
an	DT
unemployable	JJ
youth	NN
today	NN
can	MD
return	VB
$	$
40,000	CD
or	CC
more	JJR
in	IN
his	PRP$
lifetime	NN
.	.
Poverty	NN
is	VBZ
a	DT
national	JJ
problem	NN
,	,
requiring	VBG
improved	VBN
national	JJ
organization	NN
and	CC
support	NN
.	.
But	CC
this	DT
attack	NN
,	,
to	TO
be	VB
effective	JJ
,	,
must	MD
also	RB
be	VB
organized	VBN
at	IN
the	DT
State	NNP
and	CC
the	DT
local	JJ
level	NN
and	CC
must	MD
be	VB
supported	VBN
and	CC
directed	VBN
by	IN
State	NNP
and	CC
local	JJ
efforts	NNS
.	.
For	IN
the	DT
war	NN
against	IN
poverty	NN
will	MD
not	RB
be	VB
won	VBN
here	RB
in	IN
Washington	NNP
.	.
It	PRP
must	MD
be	VB
won	VBN
in	IN
the	DT
field	NN
,	,
in	IN
every	DT
private	JJ
home	NN
,	,
in	IN
every	DT
public	JJ
office	NN
,	,
from	IN
the	DT
courthouse	NN
to	TO
the	DT
White	NNP
House	NNP
.	.
The	DT
program	NN
I	PRP
shall	MD
propose	VB
will	MD
emphasize	VB
this	DT
cooperative	JJ
approach	NN
to	TO
help	VB
that	DT
one-fifth	JJ
of	IN
all	DT
American	JJ
families	NNS
with	IN
incomes	NNS
too	RB
small	JJ
to	TO
even	RB
meet	VB
their	PRP$
basic	JJ
needs	NNS
.	.
Our	PRP$
chief	JJ
weapons	NNS
in	IN
a	DT
more	JJR
pinpointed	JJ
attack	NN
will	MD
be	VB
better	JJR
schools	NNS
,	,
and	CC
better	JJR
health	NN
,	,
and	CC
better	JJR
homes	NNS
,	,
and	CC
better	JJR
training	NN
,	,
and	CC
better	JJR
job	NN
opportunities	NNS
to	TO
help	VB
more	RBR
Americans	NNPS
,	,
especially	RB
young	JJ
Americans	NNPS
,	,
escape	VB
from	IN
squalor	NN
and	CC
misery	NN
and	CC
unemployment	NN
rolls	NNS
where	WRB
other	JJ
citizens	NNS
help	VBP
to	TO
carry	VB
them	PRP
.	.
Very	RB
often	RB
a	DT
lack	NN
of	IN
jobs	NNS
and	CC
money	NN
is	VBZ
not	RB
the	DT
cause	NN
of	IN
poverty	NN
,	,
but	CC
the	DT
symptom	NN
.	.
The	DT
cause	NN
may	MD
lie	VB
deeper	JJR
in	IN
our	PRP$
failure	NN
to	TO
give	VB
our	PRP$
fellow	NN
citizens	NNS
a	DT
fair	JJ
chance	NN
to	TO
develop	VB
their	PRP$
own	JJ
capacities	NNS
,	,
in	IN
a	DT
lack	NN
of	IN
education	NN
and	CC
training	NN
,	,
in	IN
a	DT
lack	NN
of	IN
medical	JJ
care	NN
and	CC
housing	NN
,	,
in	IN
a	DT
lack	NN
of	IN
decent	JJ
communities	NNS
in	IN
which	WDT
to	TO
