token	pos
Mr.	NNP
President	NNP
,	,
Mr.	NNP
Speaker	NNP
,	,
Members	NNP
of	IN
the	DT
104th	JJ
Congress	NNP
,	,
my	PRP$
fellow	JJ
Americans	NNPS
:	:
Again	RB
we	PRP
are	VBP
here	RB
in	IN
the	DT
sanctuary	NN
of	IN
democracy	NN
,	,
and	CC
once	RB
again	RB
our	PRP$
democracy	NN
has	VBZ
spoken	VBN
.	.
So	RB
let	VB
me	PRP
begin	VB
by	IN
congratulating	VBG
all	DT
of	IN
you	PRP
here	RB
in	IN
the	DT
104th	JJ
Congress	NNP
and	CC
congratulating	VBG
you	PRP
,	,
Mr.	NNP
Speaker	NNP
.	.
If	IN
we	PRP
agree	VBP
on	IN
nothing	NN
else	RB
tonight	RB
,	,
we	PRP
must	MD
agree	VB
that	IN
the	DT
American	JJ
people	NNS
certainly	RB
voted	VBD
for	IN
change	NN
in	IN
1992	CD
and	CC
in	IN
1994	CD
.	.
And	CC
as	IN
I	PRP
look	VBP
out	RB
at	IN
you	PRP
,	,
I	PRP
know	VBP
how	WRB
some	DT
of	IN
you	PRP
must	MD
have	VB
felt	VBN
in	IN
1992	CD
.	.
[	NN
Laughter	NNP
]	SYM
I	PRP
must	MD
say	VB
that	IN
in	IN
both	DT
years	NNS
we	PRP
did	VBD
n't	RB
hear	VB
America	NNP
singing	VBG
,	,
we	PRP
heard	VBD
America	NNP
shouting	VBG
.	.
And	CC
now	RB
all	DT
of	IN
us	PRP
,	,
Republicans	NNPS
and	CC
Democrats	NNPS
alike	RB
,	,
must	MD
say	VB
,	,
"	``
We	PRP
hear	VBP
you	PRP
.	.
We	PRP
will	MD
work	VB
together	RB
to	TO
earn	VB
the	DT
jobs	NNS
you	PRP
have	VBP
given	VBN
us	PRP
.	.
"	''
For	IN
we	PRP
are	VBP
the	DT
keepers	NNS
of	IN
a	DT
sacred	JJ
trust	NN
,	,
and	CC
we	PRP
must	MD
be	VB
faithful	JJ
to	TO
it	PRP
in	IN
this	DT
new	JJ
and	CC
very	RB
demanding	JJ
era	NN
.	.
Over	IN
200	CD
years	NNS
ago	RB
,	,
our	PRP$
Founders	NNS
changed	VBD
the	DT
entire	JJ
course	NN
of	IN
human	JJ
history	NN
by	IN
joining	VBG
together	RP
to	TO
create	VB
a	DT
new	JJ
country	NN
based	VBN
on	IN
a	DT
single	JJ
powerful	JJ
idea	NN
:	:
