token	pos
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
Vice	NNP
President	NNP
,	,
Members	NNP
of	IN
Congress	NNP
,	,
honored	VBN
guests	NNS
,	,
my	PRP$
fellow	JJ
Americans	NNPS
:	:
We	PRP
are	VBP
fortunate	JJ
to	TO
be	VB
alive	JJ
at	IN
this	DT
moment	NN
in	IN
history	NN
.	.
Never	RB
before	RB
has	VBZ
our	PRP$
Nation	NNP
enjoyed	VBD
,	,
at	IN
once	RB
,	,
so	RB
much	JJ
prosperity	NN
and	CC
social	JJ
progress	NN
with	IN
so	RB
little	JJ
internal	JJ
crisis	NN
and	CC
so	RB
few	JJ
external	JJ
threats	NNS
.	.
Never	RB
before	RB
have	VBP
we	PRP
had	VBD
such	JJ
a	DT
blessed	JJ
opportunity	NN
and	CC
,	,
therefore	RB
,	,
such	JJ
a	DT
profound	JJ
obligation	NN
to	TO
build	VB
the	DT
more	RBR
perfect	JJ
Union	NNP
of	IN
our	PRP$
Founders	NNS
'	POS
dreams	NNS
.	.
We	PRP
begin	VBP
the	DT
new	JJ
century	NN
with	IN
over	IN
20	CD
million	CD
new	JJ
jobs	NNS
;	:
the	DT
fastest	JJS
economic	JJ
growth	NN
in	IN
more	JJR
than	IN
30	CD
years	NNS
;	:
the	DT
lowest	JJS
unemployment	NN
rates	NNS
in	IN
30	CD
years	NNS
;	:
the	DT
lowest	JJS
poverty	NN
rates	NNS
in	IN
20	CD
years	NNS
;	:
the	DT
lowest	JJS
African-American	JJ
and	CC
Hispanic	JJ
unemployment	NN
rates	NNS
on	IN
record	NN
;	:
the	DT
first	JJ
back-to-back	NN
surpluses	NNS
in	IN
42	CD
years	NNS
;	:
and	CC
next	JJ
month	NN
,	,
America	NNP
will	MD
achieve	VB
the	DT
longest	JJS
period	NN
of	IN
economic	JJ
growth	NN
in	IN
our	PRP$
entire	JJ
history	NN
.	.
We	PRP
have	VBP
built	VBN
a	DT
new	JJ
economy	NN
.	.
And	CC
our	PRP$
economic	JJ
revolution	NN
has	VBZ
been	VBN
matched	VBN
by	IN
a	DT
revival	NN
of	IN
the	DT
American	NNP
spirit	NN
:	:
crime	NN
down	RP
by	IN
20	CD
percent	NN
,	,
to	TO
its	PRP$
lowest	JJS
level	NN
in	IN
25	CD
years	NNS
;	:
teen	NN
births	NNS
down	IN
7	CD
years	NNS
in	IN
a	DT
row	NN
;	:
adoptions	NNS
up	RB
by	IN
30	CD
percent	NN
;	:
welfare	NN
rolls	NNS
cut	VB
in	IN
half	NN
,	,
to	TO
their	PRP$
lowest	JJS
levels	NNS
in	IN
30	CD
years	NNS
.	.
My	PRP$
fellow	JJ
Americans	NNPS
,	,
the	DT
state	NN
of	IN
our	PRP$
Union	NNP
is	VBZ
the	DT
strongest	JJS
it	PRP
has	VBZ
ever	RB
been	VBN
.	.
As	IN
always	RB
,	,
the	DT
real	JJ
credit	NN
belongs	VBZ
to	TO
the	DT
American	JJ
people	NNS
.	.
My	PRP$
gratitude	NN
also	RB
goes	VBZ
to	TO
those	DT
of	IN
you	PRP
in	IN
this	DT
Chamber	NNP
who	WP
have	VBP
worked	VBN
