token	pos
To	TO
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNPS
:	:
As	IN
representatives	NNS
of	IN
the	DT
people	NNS
in	IN
the	DT
legislative	JJ
branch	NN
of	IN
their	PRP$
Government	NN
,	,
you	PRP
have	VBP
assembled	VBN
at	IN
a	DT
time	NN
when	WRB
the	DT
strength	NN
and	CC
excellence	NN
of	IN
our	PRP$
free	JJ
institutions	NNS
and	CC
the	DT
fitness	NN
of	IN
our	PRP$
citizens	NNS
to	TO
enjoy	VB
popular	JJ
rule	NN
have	VBP
been	VBN
again	RB
made	VBN
manifest	JJ
.	.
A	DT
political	JJ
contest	NN
involving	VBG
momentous	JJ
consequences	NNS
,	,
fraught	NN
with	IN
feverish	JJ
apprehension	NN
,	,
and	CC
creating	VBG
aggressiveness	NN
so	RB
intense	JJ
as	IN
to	TO
approach	VB
bitterness	NN
and	CC
passion	NN
has	VBZ
been	VBN
waged	VBN
throughout	IN
our	PRP$
land	NN
and	CC
determined	VBN
by	IN
the	DT
decree	NN
of	IN
free	JJ
and	CC
independent	JJ
suffrage	NN
without	IN
disturbance	NN
of	IN
our	PRP$
tranquillity	NN
or	CC
the	DT
least	JJS
sign	NN
of	IN
weakness	NN
in	IN
our	PRP$
national	JJ
structure	NN
.	.
When	WRB
we	PRP
consider	VBP
these	DT
incidents	NNS
and	CC
contemplate	VB
the	DT
peaceful	JJ
obedience	NN
and	CC
manly	JJ
submission	NN
which	WDT
have	VBP
succeeded	VBN
a	DT
heated	JJ
clash	NN
of	IN
political	JJ
opinions	NNS
,	,
we	PRP
discover	VBP
abundant	JJ
evidence	NN
of	IN
a	DT
determination	NN
on	IN
the	DT
part	NN
of	IN
our	PRP$
countrymen	NNS
to	TO
abide	VB
by	IN
every	DT
verdict	NN
of	IN
the	DT
popular	JJ
will	NN
and	CC
to	TO
be	VB
controlled	VBN
at	IN
all	DT
times	NNS
by	IN
an	DT
abiding	NN
faith	NN
in	IN
the	DT
agencies	NNS
established	VBN
for	IN
the	DT
direction	NN
of	IN
the	DT
affairs	NNS
of	IN
their	PRP$
Government	NN
.	.
Thus	RB
our	PRP$
people	NNS
exhibit	VBP
a	DT
patriotic	JJ
disposition	NN
which	WDT
entitles	VBZ
them	PRP
to	TO
demand	VB
of	IN
those	DT
who	WP
undertake	VB
to	TO
make	VB
and	CC
execute	VB
their	PRP$
laws	NNS
such	JJ
faithful	NN
and	CC
unselfish	JJ
service	NN
in	IN
their	PRP$
behalf	NN
as	RB
can	MD
only	RB
be	VB
prompted	VBN
by	IN
a	DT
serious	JJ
appreciation	NN
of	IN
