token	pos
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
Vice	NNP
President	NNP
,	,
Members	NNP
of	IN
Congress	NNP
,	,
distinguished	JJ
guests	NNS
,	,
and	CC
fellow	JJ
Americans	NNPS
:	:
Tonight	NN
I	PRP
want	VBP
to	TO
begin	VB
by	IN
congratulating	VBG
the	DT
men	NNS
and	CC
women	NNS
of	IN
the	DT
112th	JJ
Congress	NNP
,	,
as	RB
well	RB
as	IN
your	PRP$
new	JJ
Speaker	NNP
,	,
John	NNP
Boehner	NNP
.	.
And	CC
as	IN
we	PRP
mark	VBP
this	DT
occasion	NN
,	,
we	PRP
're	VBP
also	RB
mindful	JJ
of	IN
the	DT
empty	JJ
chair	NN
in	IN
this	DT
Chamber	NNP
,	,
and	CC
we	PRP
pray	VBP
for	IN
the	DT
health	NN
of	IN
our	PRP$
colleague	NN
and	CC
our	PRP$
friend	NN
Gabby	NNP
Giffords	NNP
.	.
It	PRP
's	VBZ
no	DT
secret	NN
that	IN
those	DT
of	IN
us	PRP
here	RB
tonight	RB
have	VBP
had	VBD
our	PRP$
differences	NNS
over	IN
the	DT
last	JJ
2	CD
years	NNS
.	.
The	DT
debates	NNS
have	VBP
been	VBN
contentious	JJ
;	:
we	PRP
have	VBP
fought	VBN
fiercely	RB
for	IN
our	PRP$
beliefs	NNS
.	.
And	CC
that	DT
's	VBZ
a	DT
good	JJ
thing	NN
.	.
That	DT
's	VBZ
what	WP
a	DT
robust	JJ
democracy	NN
demands	NNS
.	.
That	DT
's	VBZ
what	WP
helps	VBZ
set	VBN
us	PRP
apart	RB
as	IN
a	DT
nation	NN
.	.
But	CC
there	EX
's	VBZ
a	DT
reason	NN
the	DT
tragedy	NN
in	IN
Tucson	NNP
gave	VBD
us	PRP
pause	NN
.	.
Amid	IN
all	PDT
the	DT
noise	NN
and	CC
passion	NN
and	CC
rancor	NN
of	IN
our	PRP$
public	JJ
debate	NN
,	,
Tucson	NNP
reminded	VBD
us	PRP
that	IN
no	DT
matter	NN
who	WP
we	PRP
are	VBP
or	CC
where	WRB
we	PRP
come	VBP
from	IN
,	,
each	DT
of	IN
us	PRP
is	VBZ
a	DT
part	NN
of	IN
something	NN
greater	JJR
,	,
something	NN
more	RBR
consequential	JJ
than	IN
party	NN
or	CC
political	JJ
preference	NN
.	.
We	PRP
are	VBP
part	NN
of	IN
the	DT
American	JJ
family	NN
.	.
We	PRP
believe	VBP
that	IN
in	IN
a	DT
country	NN
where	WRB
every	DT
race	NN
and	CC
faith	NN
and	CC
point	NN
of	IN
view	NN
can	MD
be	VB
found	VBN
,	,
we	PRP
are	VBP
still	RB
bound	VBN
together	RB
as	IN
one	CD
people	NNS
,	,
that	IN
we	PRP
share	VBP
common	JJ
hopes	NNS
and	CC
a	DT
common	JJ
creed	NN
,	,
that	IN
the	DT
dreams	NNS
of	IN
a	DT
little	JJ
girl	NN
in	IN
Tucson	NNP
are	VBP
not	RB
so	RB
different	JJ
than	IN
those	DT
of	IN
our	PRP$
own	JJ
children	NNS
,	,
that	IN
they	PRP
all	DT
deserve	VBP
the	DT
chance	NN
to	TO
be	VB
