token	pos
Tonight	NNP
's	POS
State	NNP
of	IN
the	DT
Union	NNP
Address	NNP
concentrates	VBZ
on	IN
this	DT
year	NN
's	POS
highest	JJS
priorities—a	NN
strong	JJ
energy	NN
bill	NN
;	:
a	DT
coordinated	JJ
economic	JJ
program	NN
of	IN
job	NN
creation	NN
,	,
tax	NN
reduction	NN
,	,
tax	NN
reform	NN
and	CC
anti-inflation	NN
measures	NNS
;	:
making	VBG
the	DT
government	NN
more	RBR
effective	JJ
and	CC
efficient	JJ
;	:
maintaining	VBG
the	DT
peace	NN
through	IN
a	DT
strong	JJ
national	JJ
defense	NN
;	:
and	CC
ratifying	NN
both	CC
the	DT
Panama	NNP
Canal	NNP
Treaties	NNP
and	CC
,	,
if	IN
completed	VBN
,	,
the	DT
SALT	NNP
II	NNP
treaty	NN
.	.
It	PRP
is	VBZ
important	JJ
that	IN
the	DT
Congress	NNP
and	CC
the	DT
Nation	NNP
also	RB
understand	VBP
what	WP
our	PRP$
other	JJ
important	JJ
initiatives	NNS
and	CC
goals	NNS
will	MD
be	VB
for	IN
1978	CD
.	.
I	PRP
am	VBP
therefore	RB
sending	VBG
to	TO
Congress	NNP
this	DT
separate	JJ
,	,
more	RBR
detailed	JJ
State	NN
of	IN
the	DT
Union	NNP
Message	NN
,	,
which	WDT
describes	VBZ
Administration	NNP
priorities	NNS
in	IN
the	DT
areas	NNS
not	RB
fully	RB
covered	VBN
in	IN
the	DT
Address	NNP
.	.
DOMESTIC	VB
AFFAIRS	NNS
A	DT
number	NN
of	IN
serious	JJ
domestic	JJ
problems	NNS
faced	VBD
the	DT
Nation	NNP
when	WRB
I	PRP
took	VBD
office	NN
one	CD
year	NN
ago	RB
.	.
The	DT
economy	NN
had	VBD
not	RB
yet	RB
fully	RB
recovered	VBN
from	IN
the	DT
recession	NN
;	:
our	PRP$
country	NN
had	VBD
no	DT
sound	JJ
energy	NN
policy	NN
;	:
the	DT
Federal	NNP
government	NN
was	VBD
operating	VBG
inefficiently	RB
and	CC
ineffectively	RB
in	IN
many	JJ
areas	NNS
;	:
concerns	NNS
about	IN
the	DT
openness	NN
and	CC
integrity	NN
of	IN
our	PRP$
government	NN
remained	VBD
in	IN
the	DT
aftermath	NN
of	IN
Watergate	NNP
;	:
and	CC
many	JJ
of	IN
our	PRP$
most	RBS
pressing	VBG
social	JJ
problems	NNS
had	VBD
not	RB
been	VBN
addressed	VBN
.	.
In	IN
1977	CD
,	,
my	PRP$
Administration	NN
did	VBD
not	RB
solve	VB
all	DT
of	IN
those	DT
problems	NNS
.	.
But	CC
Congress	NNP
joined	VBD
us	PRP
in	IN
tackling	VBG
many	JJ
of	IN
these	DT
issues	NNS
,	,
and	CC
together	RB
we	PRP
made	VBD
progress	NN
.	.
Now	RB
that	IN
a	DT
year	NN
has	VBZ
passed	VBN
,	,
I	PRP
believe	VBP
we	PRP
are	VBP
a	DT
more	JJR
confident	JJ
people	NNS
,	,
with	IN
more	JJR
trust	NN
in	IN
our	PRP$
institutions	NNS
.	.
We	PRP
are	VBP
a	DT
country	NN
on	IN
the	DT
move	NN
again	RB
,	,
prepared	VBD
to	TO
address	VB
our	PRP$
problems	NNS
with	IN
boldness	NN
and	CC
confidence	NN
,	,
at	IN
home	NN
and	CC
abroad	RB
.	.
We	PRP
have	VBP
reasserted	VBN
our	PRP$
concern	NN
for	IN
the	DT
problems	NNS
of	IN
people	NNS
here	RB
at	IN
home	NN
and	CC
reaffirmed	VBD
our	PRP$
position	NN
of	IN
moral	JJ
leadership	NN
in	IN
the	DT
world	NN
.	.
This	DT
year	NN
,	,
my	PRP$
domestic	JJ
goals	NNS
will	MD
continue	VB
to	TO
reflect	VB
those	DT
concerns	NNS
that	IN
guided	VBN
my	PRP$
actions	NNS
in	IN
1977	CD
:	:
restoring	VBG
economic	JJ
prosperity	NN
;	:
meeting	VBG
our	PRP$
Nation	NNP
's	POS
human	JJ
needs	NNS
;	:
making	VBG
the	DT
government	NN
more	RBR
efficient	JJ
and	CC
more	RBR
responsive	JJ
;	:
and	CC
developing	VBG
and	CC
protecting	VBG
our	PRP$
natural	JJ
resources	NNS
.	.
RESTORING	VBG
ECONOMIC	NNP
PROSPERITY	NN
I	PRP
am	VBP
devoting	VBG
a	DT
substantial	JJ
part	NN
of	IN
my	PRP$
State	NN
of	IN
the	DT
Union	NNP
Address	NNP
to	TO
the	DT
need	NN
for	IN
a	DT
comprehensive	JJ
economic	JJ
program	NN
,	,
and	CC
I	PRP
will	MD
devote	VB
the	DT
bulk	NN
of	IN
my	PRP$
Economic	NNP
Report	NNP
to	TO
Congress	NNP
,	,
to	TO
be	VB
delivered	VBN
tomorrow	RB
,	,
to	TO
a	DT
complete	JJ
description	NN
of	IN
my	PRP$
Administration	NNP
's	POS
economic	JJ
goals	NNS
and	CC
objectives	NNS
.	.
In	IN
this	DT
Message	NN
,	,
therefore	RB
,	,
I	PRP
will	MD
not	RB
repeat	VB
those	DT
statements	NNS
but	CC
I	PRP
want	VBP
to	TO
set	VB
forth	RB
briefly	NN
the	DT
key	JJ
elements	NNS
of	IN
those	DT
proposals	NNS
:	:
—a	DT
$	$
23	CD
billion	CD
income	NN
tax	NN
cut	NN
in	IN
1979	CD
,	,
with	IN
$	$
17	CD
billion	CD
going	VBG
to	TO
individuals	NNS
and	CC
their	PRP$
families	NNS
and	CC
$	$
6	CD
billion	CD
going	VBG
to	TO
businesses	NNS
;—a	WDT
tax	NN
reform	NN
program	NN
designed	VBN
to	TO
make	VB
our	PRP$
tax	NN
laws	NNS
fairer	NN
and	CC
simpler	JJR
;	:
—an	NN
anti-inflation	NN
program	NN
,	,
designed	VBN
to	TO
reduce	VB
annual	JJ
increases	NNS
in	IN
wages	NNS
and	CC
prices	NNS
,	,
with	IN
the	DT
cooperation	NN
of	IN
labor	NN
and	CC
business	NN
and	CC
with	IN
the	DT
Federal	NNP
government	NN
setting	VBG
an	DT
example	NN
;	:
reductions	NNS
of	IN
$	$
2	CD
billion	CD
in	IN
excise	NN
and	CC
payroll	NN
taxes	NNS
will	MD
also	RB
make	VB
a	DT
contribution	NN
to	TO
reducing	VBG
inflation	NN
;—an	IN
extension	NN
of	IN
the	DT
funding	NN
for	IN
725,000	CD
public	JJ
service	NN
(	-LRB-
CETA	NNP
)	-RRB-
jobs	NNS
,	,
and	CC
a	DT
$	$
700	CD
million	CD
increase	NN
in	IN
spending	NN
for	IN
our	PRP$
youth	NN
employment	NN
efforts	NNS
;—a	IN
major	JJ
new	JJ
$	$
400	CD
million	CD
private	JJ
sector	NN
jobs	NNS
initiative	NN
,	,
designed	VBN
primarily	RB
to	TO
encourage	VB
businesses	NNS
to	TO
hire	VB
unemployed	VBN
minorities	NNS
and	CC
youth	NN
.	.
I	PRP
plan	VBP
to	TO
work	VB
very	RB
closely	RB
with	IN
Congress	NNP
to	TO
secure	VB
prompt	JJ
action	NN
on	IN
these	DT
economic	JJ
proposals	NNS
.	.
Their	PRP$
adoption	NN
will	MD
help	VB
achieve	VB
the	DT
kind	NN
of	IN
economic	JJ
prosperity	NN
for	IN
our	PRP$
Nation	NN
that	IN
all	DT
of	IN
us	PRP
want	VBP
.	.
Along	IN
with	IN
a	DT
sound	JJ
energy	NN
bill	NN
,	,
enactment	NN
of	IN
these	DT
economic	JJ
proposals	NNS
will	MD
be	VB
my	PRP$
highest	JJS
domestic	JJ
priority	NN
for	IN
1978	CD
.	.
ENERGY	NNP
There	EX
can	MD
be	VB
no	DT
higher	JJR
priority	NN
than	IN
prompt	JJ
enactment	NN
of	IN
comprehensive	JJ
energy	NN
legislation	NN
along	IN
the	DT
lines	NNS
submitted	VBN
to	TO
the	DT
Congress	NNP
last	JJ
spring	NN
.	.
Huge	JJ
oil	NN
price	NN
increases	NNS
in	IN
1973-74	CD
contributed	VBD
to	TO
the	DT
double-digit	JJ
inflation	NN
of	IN
1974	CD
,	,
and	CC
to	TO
the	DT
worst	JJS
recession	NN
in	IN
40	CD
years	NNS
.	.
These	DT
price	NN
hikes	NNS
were	VBD
also	RB
the	DT
principal	JJ
cause	NN
of	IN
our	PRP$
foreign	JJ
trade	NN
deficit	NN
,	,
which	WDT
has	VBZ
contributed	VBN
to	TO
the	DT
weakness	NN
of	IN
the	DT
dollar	NN
abroad	RB
.	.
Unless	IN
we	PRP
act	VBP
now	RB
,	,
our	PRP$
energy	NN
problems	NNS
will	MD
rapidly	RB
get	VB
worse	JJR
.	.
Failure	NN
to	TO
act	VB
will	MD
fuel	VB
inflation	NN
,	,
erode	VB
the	DT
value	NN
of	IN
the	DT
dollar	NN
,	,
render	NN
us	PRP
vulnerable	JJ
to	TO
disruptions	NNS
in	IN
our	PRP$
oil	NN
supply	NN
,	,
and	CC
limit	VB
our	PRP$
economic	JJ
progress	NN
in	IN
the	DT
years	NNS
to	TO
come	VB
.	.
I	PRP
am	VBP
confident	JJ
that	IN
the	DT
Congress	NNP
will	MD
respond	VB
to	TO
the	DT
Nation	NNP
's	POS
clear	JJ
need	NN
,	,
by	IN
enacting	VBG
responsible	JJ
and	CC
balanced	JJ
energy	NN
legislation	NN
early	RB
this	DT
year	NN
.	.
EMPLOYMENT	NNP
Last	JJ
year	NN
we	PRP
made	VBD
considerable	JJ
progress	NN
in	IN
our	PRP$
efforts	NNS
to	TO
reduce	VB
unemployment	NN
.	.
The	DT
unemployment	NN
rate	NN
decreased	VBD
from	IN
7.8	CD
%	NN
to	TO
6.4	CD
%	NN
.	.
During	IN
the	DT
year	NN
,	,
4.1	CD
million	CD
new	JJ
jobs	NNS
were	VBD
created	VBN
.	.
Unemployment	NN
fell	VBD
by	IN
1.1	CD
million	CD
workers	NNS
.	.
The	DT
actions	NNS
we	PRP
took	VBD
as	IN
part	NN
of	IN
our	PRP$
$	$
21	CD
billion	CD
economic	JJ
stimulus	NN
package	NN
substantially	RB
helped	VBD
us	PRP
achieve	VB
these	DT
favorable	JJ
results	NNS
.	.
In	IN
1978	CD
,	,
the	DT
Administration	NNP
will	MD
continue	VB
its	PRP$
efforts	NNS
to	TO
reduce	VB
unemployment	NN
still	RB
further	JJ
and	CC
to	TO
increase	VB
employment	NN
opportunities	NNS
for	IN
all	DT
Americans	NNPS
.	.
As	IN
part	NN
of	IN
the	DT
budget	NN
I	PRP
will	MD
propose	VB
:—additional	JJ
funds	NNS
to	TO
increase	VB
youth	NN
programs	NNS
260	CD
%	NN
above	IN
the	DT
1976	CD
level	NN
,	,
providing	VBG
$	$
2.3	CD
billion	CD
in	IN
outlays	NNS
and	CC
