token	pos
To	TO
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNPS
:	:
In	IN
discharge	NN
of	IN
a	DT
constitutional	JJ
duty	NN
,	,
and	CC
following	VBG
a	DT
well-established	JJ
precedent	NN
in	IN
the	DT
Executive	NNP
office	NN
,	,
I	PRP
herewith	VBP
transmit	NN
to	TO
the	DT
Congress	NNP
at	IN
its	PRP$
reassembling	VBG
certain	JJ
information	NN
concerning	VBG
the	DT
state	NN
of	IN
the	DT
Union	NNP
,	,
together	RB
with	IN
such	JJ
recommendations	NNS
for	IN
legislative	JJ
consideration	NN
as	IN
appear	VBP
necessary	JJ
and	CC
expedient	JJ
.	.
Our	PRP$
Government	NNP
has	VBZ
consistently	RB
maintained	VBN
its	PRP$
relations	NNS
of	IN
friendship	NN
toward	IN
all	DT
other	JJ
powers	NNS
and	CC
of	IN
neighborly	JJ
interest	NN
toward	IN
those	DT
whose	WP$
possessions	NNS
are	VBP
contiguous	JJ
to	TO
our	PRP$
own	JJ
.	.
Few	JJ
questions	NNS
have	VBP
arisen	VBN
during	IN
the	DT
past	JJ
year	NN
with	IN
other	JJ
governments	NNS
,	,
and	CC
none	NN
of	IN
those	DT
are	VBP
beyond	IN
the	DT
reach	NN
of	IN
settlement	NN
in	IN
friendly	JJ
counsel	NN
.	.
We	PRP
are	VBP
as	RB
yet	RB
without	IN
provision	NN
for	IN
the	DT
settlement	NN
of	IN
claims	NNS
of	IN
citizens	NNS
of	IN
the	DT
United	NNP
States	NNPS
against	IN
Chile	NNP
for	IN
injustice	NN
during	IN
the	DT
late	JJ
war	NN
with	IN
Peru	NNP
and	CC
Bolivia	NNP
.	.
The	DT
mixed	JJ
commissions	NNS
organized	VBN
under	IN
claims	NNS
conventions	NNS
concluded	VBN
by	IN
the	DT
Chilean	NNP
Government	NNP
with	IN
certain	JJ
European	JJ
States	NNS
have	VBP
developed	VBN
an	DT
amount	NN
of	IN
friction	NN
which	WDT
we	PRP
trust	NN
can	MD
be	VB
avoided	VBN
in	IN
the	DT
convention	NN
which	WDT
our	PRP$
representative	NN
at	IN
Santiago	NNP
is	VBZ
authorized	VBN
to	TO
negotiate	VB
.	.
The	DT
cruel	JJ
treatment	NN
of	IN
inoffensive	JJ
Chinese	NNP
has	VBZ
,	,
I	PRP
regret	VBP
to	TO
say	VB
,	,
been	VBN
repeated	VBN
in	IN
some	DT
of	IN
the	DT
far	JJ
Western	JJ
States	NNS
and	CC
Territories	NNS
,	,
and	CC
acts	NNS
of	IN
violence	NN
against	IN
those	DT
people	NNS
,	,
beyond	IN
the	DT
power	NN
