token	pos
And	CC
in	IN
a	DT
note	NN
of	IN
the	DT
10th	JJ
ultimo	NNP
,	,
inclosing	VBG
a	DT
copy	NN
of	IN
that	DT
report	NN
for	IN
the	DT
information	NN
of	IN
this	DT
Government	NN
,	,
the	DT
German	JJ
ambassador	NN
said	VBD
:	:
To	TO
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNP
:	:
The	DT
assemblage	NN
within	IN
the	DT
nation	NN
's	POS
legislative	JJ
halls	NNS
of	IN
those	DT
charged	VBN
with	IN
the	DT
duty	NN
of	IN
making	VBG
laws	NNS
for	IN
the	DT
benefit	NN
of	IN
a	DT
generous	JJ
and	CC
free	JJ
people	NNS
impressively	RB
suggests	VBZ
the	DT
exacting	JJ
obligation	NN
and	CC
inexorable	JJ
responsibility	NN
involved	VBN
in	IN
their	PRP$
task	NN
.	.
At	IN
the	DT
threshold	NN
of	IN
such	JJ
labor	NN
now	RB
to	TO
be	VB
undertaken	VBN
by	IN
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNP
,	,
and	CC
in	IN
the	DT
discharge	NN
of	IN
an	DT
executive	JJ
duty	NN
enjoined	VBN
by	IN
the	DT
Constitution	NNP
,	,
I	PRP
submit	VBP
this	DT
communication	NN
,	,
containing	VBG
a	DT
brief	JJ
statement	NN
of	IN
the	DT
condition	NN
of	IN
our	PRP$
national	JJ
affairs	NNS
and	CC
recommending	VBG
such	JJ
legislation	NN
as	IN
seems	VBZ
to	TO
me	PRP
necessary	JJ
and	CC
expedient	JJ
.	.
The	DT
history	NN
of	IN
our	PRP$
recent	JJ
dealings	NNS
with	IN
other	JJ
nations	NNS
and	CC
our	PRP$
peaceful	JJ
relations	NNS
with	IN
them	PRP
at	IN
this	DT
time	NN
additionally	RB
demonstrate	VBP
the	DT
advantage	NN
of	IN
consistently	RB
adhering	VBG
to	TO
a	DT
firm	NN
but	CC
just	RB
foreign	JJ
policy	NN
,	,
free	JJ
from	IN
envious	JJ
or	CC
ambitious	JJ
national	JJ
schemes	NNS
and	CC
characterized	VBN
by	IN
entire	JJ
honesty	NN
and	CC
sincerity	NN
.	.
During	IN
the	DT
past	JJ
year	NN
,	,
pursuant	NN
to	TO
a	DT
law	NN
of	IN
Congress	NNP
,	,
commissioners	NNS
were	VBD
appointed	VBN
to	TO
the	DT
Antwerp	NNP
Industrial	NNP
Exposition	NNP
.	.
Though	IN
the	DT
participation	NN
of	IN
American	JJ
exhibitors	NNS
fell	VBD
far	RB
short	JJ
of	IN
completely	RB
illustrating	VBG
our	PRP$
national	JJ
ingenuity	NN
and	CC
industrial	JJ
achievements	NNS
,	,
yet	CC
it	PRP
was	VBD
quite	RB
creditable	JJ
in	IN
view	NN
of	IN
the	DT
brief	JJ
time	NN
allowed	VBN
for	IN
preparation	NN
.	.
I	PRP
have	VBP
endeavored	VBN
to	TO
impress	VB
upon	IN
the	DT
Belgian	JJ
Government	NN
the	DT
heedlessness	NN
and	CC
positive	JJ
harmfulness	NN
of	IN
its	PRP$
restrictions	NNS
upon	IN
the	DT
importation	NN
of	IN
certain	JJ
of	IN
our	PRP$
food	NN
products	NNS
,	,
and	CC
have	VBP
strongly	RB
urged	VBN
that	IN
the	DT
rigid	JJ
supervision	NN
and	CC
inspection	NN
under	IN
our	PRP$
laws	NNS
are	VBP
amply	RB
sufficient	JJ
to	TO
prevent	VB
the	DT
exportation	NN
from	IN
this	DT
country	NN
of	IN
diseased	JJ
cattle	NNS
and	CC
unwholesome	JJ
meat	NN
.	.
The	DT
termination	NN
of	IN
the	DT
civil	JJ
war	NN
in	IN
Brazil	NNP
has	VBZ
been	VBN
followed	VBN
by	IN
the	DT
general	JJ
prevalence	NN
of	IN
peace	NN
and	CC
order	NN
.	.
It	PRP
appearing	VBG
at	IN
an	DT
early	JJ
stage	NN
of	IN
the	DT
insurrection	NN
that	IN
its	PRP$
course	NN
would	MD
call	VB
for	IN
unusual	JJ
watchfulness	NN
on	IN
the	DT
part	NN
of	IN
this	DT
Government	NN
,	,
our	PRP$
naval	JJ
force	NN
in	IN
the	DT
harbor	NN
of	IN
Rio	NNP
de	NNP
Janeiro	NNP
was	VBD
strengthened	VBN
.	.
This	DT
precaution	NN
,	,
I	PRP
am	VBP
satisfied	JJ
,	,
tended	VBD
to	TO
restrict	VB
the	DT
issue	NN
to	TO
a	DT
simple	JJ
trial	NN
of	IN
strength	NN
between	IN
the	DT
Brazilian	JJ
Government	NN
and	CC
the	DT
insurgents	NNS
and	CC
to	TO
avert	VB
complications	NNS
which	WDT
at	IN
times	NNS
seemed	VBD
imminent	JJ
.	.
Our	PRP$
firm	JJ
attitude	NN
of	IN
neutrality	NN
was	VBD
maintained	VBN
to	TO
the	DT
end	NN
.	.
The	DT
insurgents	NNS
received	VBD
no	DT
encouragement	NN
of	IN
eventual	JJ
asylum	NN
from	IN
our	PRP$
commanders	NNS
,	,
and	CC
such	JJ
opposition	NN
as	IN
they	PRP
encountered	VBD
was	VBD
for	IN
the	DT
protection	NN
of	IN
our	PRP$
commerce	NN
and	CC
was	VBD
clearly	RB
justified	VBN
by	IN
public	JJ
law	NN
.	.
A	DT
serious	JJ
tension	NN
of	IN
relations	NNS
having	VBG
arisen	VBN
at	IN
the	DT
close	NN
of	IN
the	DT
war	NN
between	IN
Brazil	NNP
and	CC
Portugal	NNP
by	IN
reason	NN
of	IN
the	DT
escape	NN
of	IN
the	DT
insurgent	NN
admiral	NN
Da	NNP
Gama	NNP
and	CC
his	PRP$
followers	NNS
,	,
the	DT
friendly	JJ
offices	NNS
of	IN
our	PRP$
representatives	NNS
to	TO
those	DT
countries	NNS
were	VBD
exerted	VBN
for	IN
the	DT
protection	NN
of	IN
the	DT
subjects	NNS
of	IN
either	RB
within	IN
the	DT
territory	NN
of	IN
the	DT
other	JJ
.	.
Although	IN
the	DT
Government	NN
of	IN
Brazil	NNP
was	VBD
duly	RB
notified	VBN
that	IN
the	DT
commercial	JJ
arrangement	NN
existing	VBG
between	IN
the	DT
United	NNP
States	NNP
and	CC
that	DT
country	NN
based	VBN
on	IN
the	DT
third	JJ
section	NN
of	IN
the	DT
tariff	NN
act	NN
of	IN
1890	CD
was	VBD
abrogated	VBN
on	IN
August	NNP
28	CD
,	,
1894	CD
,	,
by	IN
the	DT
taking	VBG
effect	NN
of	IN
the	DT
tariff	NN
law	NN
now	RB
in	IN
force	NN
,	,
that	IN
Government	NNP
subsequently	RB
notified	VBD
us	PRP
of	IN
its	PRP$
intention	NN
to	TO
terminate	VB
such	JJ
arrangement	NN
on	IN
the	DT
1st	JJ
day	NN
of	IN
January	NNP
,	,
1895	CD
,	,
in	IN
the	DT
exercise	NN
of	IN
the	DT
right	JJ
reserved	VBN
in	IN
the	DT
agreement	NN
between	IN
the	DT
two	CD
countries	NNS
.	.
I	PRP
invite	VB
attention	NN
to	TO
the	DT
correspondence	NN
between	IN
the	DT
Secretary	NNP
of	IN
State	NNP
and	CC
the	DT
Brazilian	JJ
minister	NN
on	IN
this	DT
subject	NN
.	.
The	DT
commission	NN
organized	VBN
under	IN
the	DT
convention	NN
which	WDT
we	PRP
had	VBD
entered	VBN
into	IN
with	IN
Chile	NNP
for	IN
the	DT
settlement	NN
of	IN
the	DT
outstanding	JJ
claims	NNS
of	IN
each	DT
Government	NN
against	IN
the	DT
other	JJ
adjourned	VBN
at	IN
the	DT
end	NN
of	IN
the	DT
period	NN
stipulated	VBD
for	IN
its	PRP$
continuance	NN
leaving	VBG
undetermined	VBN
a	DT
number	NN
of	IN
American	JJ
cases	NNS
which	WDT
had	VBD
been	VBN
duly	RB
presented	VBN
.	.
These	DT
claims	NNS
are	VBP
not	RB
barred	VBN
,	,
and	CC
negotiations	NNS
are	VBP
in	IN
progress	NN
for	IN
their	PRP$
submission	NN
to	TO
a	DT
new	JJ
tribunal	NN
.	.
On	IN
the	DT
17th	JJ
of	IN
March	NNP
last	JJ
a	DT
new	JJ
treaty	NN
with	IN
China	NNP
in	IN
further	JJ
regulation	NN
of	IN
emigration	NN
was	VBD
signed	VBN
at	IN
Washington	NNP
,	,
and	CC
on	IN
August	NNP
13	CD
it	PRP
received	VBD
the	DT
sanction	NN
of	IN
the	DT
Senate	NNP
.	.
Ratification	NNP
on	IN
the	DT
part	NN
of	IN
China	NNP
and	CC
formal	JJ
exchange	NN
are	VBP
awaited	VBD
to	TO
give	VB
effect	NN
to	TO
this	DT
mutually	RB
beneficial	JJ
convention	NN
.	.
A	DT
gratifying	JJ
recognition	NN
of	IN
the	DT
uniform	JJ
impartiality	NN
of	IN
this	DT
country	NN
toward	IN
all	DT
foreign	JJ
states	NNS
was	VBD
manifested	VBN
by	IN
the	DT
coincident	JJ
request	NN
of	IN
the	DT
Chinese	JJ
and	CC
Japanese	JJ
Governments	NNS
that	IN
the	DT
agents	NNS
of	IN
the	DT
United	NNP
States	NNPS
should	MD
within	IN
proper	JJ
limits	NNS
afford	VBP
protection	NN
to	TO
the	DT
subjects	NNS
of	IN
the	DT
other	JJ
during	IN
the	DT
suspension	NN
of	IN
diplomatic	JJ
relations	NNS
due	JJ
to	TO
a	DT
state	NN
of	IN
war	NN
.	.
This	DT
delicate	JJ
office	NN
was	VBD
accepted	VBN
,	,
and	CC
a	DT
misapprehension	NN
which	WDT
gave	VBD
rise	NN
to	TO
the	DT
belief	NN
that	IN
in	IN
affording	VBG
this	DT
kindly	RB
unofficial	JJ
protection	NN
our	PRP$
agents	NNS
would	MD
exercise	VB
the	DT
same	JJ
authority	NN
which	WDT
the	DT
withdrawn	VBN
agents	NNS
of	IN
the	DT
belligerents	NNS
had	VBD
exercised	VBN
was	VBD
promptly	RB
corrected	VBN
.	.
Although	IN
the	DT
war	NN
between	IN
China	NNP
and	CC
Japan	NNP
endangers	VBD
no	DT
policy	NN
of	IN
the	DT
United	NNP
States	NNPS
,	,
it	PRP
deserves	VBZ
our	PRP$
gravest	NN
consideration	NN
by	IN
reason	NN
of	IN
its	PRP$
disturbance	NN
of	IN
our	PRP$
growing	VBG
commercial	JJ
interests	NNS
in	IN
the	DT
two	CD
countries	NNS
and	CC
the	DT
increased	JJ
dangers	NNS
which	WDT
may	MD
result	VB
to	TO
our	PRP$
citizens	NNS
domiciled	VBD
or	CC
sojourning	NN
in	IN
the	DT
interior	NN
of	IN
China	NNP
.	.
Acting	VBG
under	IN
a	DT
stipulation	NN
in	IN
our	PRP$
treaty	NN
with	IN
Korea	NNP
(	-LRB-
the	DT
first	JJ
concluded	VBN
with	IN
a	DT
western	JJ
power	NN
)	-RRB-
,	,
I	PRP
felt	VBD
constrained	VBN
at	IN
the	DT
beginning	NN
of	IN
the	DT
controversy	NN
to	TO
tender	VB
our	PRP$
good	JJ
offices	NNS
to	TO
induce	VB
an	DT
amicable	JJ
arrangement	NN
of	IN
the	DT
initial	JJ
difficulty	NN
growing	VBG
out	IN
of	IN
the	DT
Japanese	JJ
demands	NNS
for	IN
administrative	JJ
reforms	NNS
in	IN
Korea	NNP
,	,
but	CC
the	DT
unhappy	JJ
precipitation	NN
of	IN
actual	JJ
hostilities	NNS
defeated	VBN
this	DT
kindly	JJ
purpose	NN
.	.
Deploring	VBG
the	DT
destructive	JJ
war	NN
between	IN
the	DT
two	CD
most	RBS
powerful	JJ
of	IN
the	DT
eastern	JJ
nations	NNS
and	CC
anxious	JJ
that	IN
our	PRP$
commercial	JJ
interests	NNS
in	IN
those	DT
countries	NNS
may	MD
be	VB
preserved	VBN
and	CC
that	IN
the	DT
safety	NN
of	IN
our	PRP$
citizens	NNS
there	RB
shall	MD
not	RB
be	VB
jeopardized	VBN
,	,
I	PRP
would	MD
not	RB
hesitate	VB
to	TO
heed	VB
any	DT
intimation	NN
that	IN
our	PRP$
friendly	JJ
aid	NN
for	IN
the	DT
honorable	JJ
termination	NN
of	IN
hostilities	NNS
would	MD
be	VB
acceptable	JJ
to	TO
both	DT
belligerents	NNS
.	.
A	DT
convention	NN
has	VBZ
been	VBN
finally	RB
concluded	VBN
for	IN
the	DT
settlement	NN
by	IN
arbitration	NN
of	IN
the	DT
prolonged	JJ
dispute	NN
with	IN
Ecuador	NNP
growing	VBG
out	IN
of	IN
the	DT
proceedings	NNS
against	IN
Emilio	NNP
Santos	NNP
,	,
a	DT
naturalized	JJ
citizen	NN
of	IN
the	DT
United	NNP
States	NNP
.	.
Our	PRP$
relations	NNS
with	IN
the	DT
Republic	NNP
of	IN
France	NNP
continue	VBP
to	TO
be	VB
such	JJ
as	IN
should	MD
exist	VB
between	IN
nations	NNS
so	RB
long	RB
bound	VBN
together	RB
by	IN
friendly	JJ
sympathy	NN
and	CC
similarity	NN
in	IN
their	PRP$
form	NN
of	IN
government	NN
.	.
The	DT
recent	JJ
cruel	JJ
assassination	NN
of	IN
the	DT
President	NNP
of	IN
this	DT
sister	NN
Republic	NNP
called	VBD
forth	RB
such	JJ
universal	JJ
expressions	NNS
of	IN
sorrow	NN
and	CC
condolence	NN
from	IN
our	PRP$
people	NNS
and	CC
Government	NNP
as	IN
to	TO
leave	VB
no	DT
doubt	NN
of	IN
the	DT
depth	NN
and	CC
sincerity	NN
of	IN
our	PRP$
attachment	NN
.	.
The	DT
resolutions	NNS
passed	VBN
by	IN
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
on	IN
the	DT
occasion	NN
have	VBP
been	VBN
communicated	VBN
to	TO
the	DT
widow	NN
of	IN
President	NNP
Carnot	NNP
.	.
Acting	NN
upon	IN
the	DT
reported	JJ
discovery	NN
of	IN
Texas	NNP
fever	NN
in	IN
cargoes	NNS
of	IN
American	JJ
cattle	NNS
,	,
the	DT
German	JJ
prohibition	NN
against	IN
importations	NNS
of	IN
live	JJ
stock	NN
and	CC
fresh	JJ
meats	NNS
from	IN
this	DT
country	NN
has	VBZ
been	VBN
revived	VBN
.	.
It	PRP
is	VBZ
hoped	VBN
that	IN
Germany	NNP
will	MD
soon	RB
become	VB
convinced	VBN
that	IN
the	DT
inhibition	NN
is	VBZ
as	RB
needless	JJ
as	IN
it	PRP
is	VBZ
harmful	JJ
to	TO
mutual	JJ
interests	NNS
.	.
The	DT
German	NNP
Government	NNP
has	VBZ
protested	VBN
against	IN
that	DT
provision	NN
of	IN
the	DT
customs	NNS
tariff	NN
act	NN
which	WDT
imposes	VBZ
a	DT
discriminating	VBG
duty	NN
of	IN
one-tenth	JJ
of	IN
1	CD
cent	NN
a	DT
pound	NN
on	IN
sugars	NNS
coming	VBG
from	IN
countries	NNS
paying	VBG
an	DT
export	NN
bounty	NN
thereon	NN
,	,
claiming	VBG
that	IN
the	DT
exaction	NN
of	IN
such	JJ
duty	NN
is	VBZ
in	IN
contravention	NN
of	IN
Articles	NNP
V	NNP
and	CC
IX	NNP
of	IN
the	DT
treaty	NN
of	IN
1828	CD
with	IN
Prussia	NNP
.	.
In	IN
the	DT
interests	NNS
of	IN
the	DT
commerce	NN
of	IN
both	DT
countries	NNS
and	CC
to	TO
avoid	VB
even	RB
the	DT
accusation	NN
of	IN
treaty	NN
violation	NN
,	,
I	PRP
recommend	VBP
the	DT
repeal	NN
of	IN
so	RB
much	JJ
of	IN
the	DT
statute	NN
as	RB
imposes	VBZ
that	IN
duty	NN
,	,
and	CC
I	PRP
invite	VB
attention	NN
to	TO
the	DT
accompanying	JJ
report	NN
of	IN
the	DT
Secretary	NNP
of	IN
State	NNP
,	,
containing	VBG
a	DT
discussion	NN
of	IN
the	DT
questions	NNS
raised	VBN
by	IN
the	DT
German	JJ
protests	NNS
.	.
Early	RB
in	IN
the	DT
present	JJ
year	NN
an	DT
agreement	NN
was	VBD
reached	VBN
with	IN
Great	JJ
Britain	NNP
concerning	VBG
instructions	NNS
to	TO
be	VB
given	VBN
to	TO
the	DT
naval	JJ
commanders	NNS
of	IN
the	DT
two	CD
Governments	NNS
in	IN
Bering	NNP
Sea	NNP
and	CC
the	DT
contiguous	JJ
North	NNP
Pacific	NNP
Ocean	NNP
for	IN
their	PRP$
guidance	NN
in	IN
the	DT
execution	NN
of	IN
the	DT
award	NN
of	IN
the	DT
Paris	NNP
Tribunal	NNP
of	IN
Arbitration	NNP
and	CC
the	DT
enforcement	NN
of	IN
the	DT
regulations	NNS
therein	RB
prescribed	VBN
for	IN
the	DT
protection	NN
of	IN
seal	NN
life	NN
in	IN
the	DT
waters	NNS
mentioned	VBD
.	.
An	DT
understanding	NN
has	VBZ
also	RB
been	VBN
reached	VBN
for	IN
the	DT
payment	NN
by	IN
the	DT
United	NNP
States	NNP
of	IN
$	$
425,000	CD
in	IN
full	JJ
satisfaction	NN
of	IN
all	DT
claims	NNS
which	WDT
may	MD
be	VB
made	VBN
by	IN
Great	NNP
Britain	NNP
for	IN
damages	NNS
growing	VBG
out	IN
of	IN
the	DT
controversy	NN
as	IN
to	TO
fur	NN
seals	NNS
in	IN
Bering	NNP
Sea	NNP
or	CC
the	DT
seizure	NN
of	IN
British	JJ
vessels	NNS
engaged	VBN
in	IN
taking	VBG
seal	NN
in	IN
those	DT
waters	NNS
.	.
The	DT
award	NN
and	CC
findings	NNS
of	IN
the	DT
Paris	NNP
Tribunal	NNP
to	TO
a	DT
great	JJ
extent	NN
determined	VBN
the	DT
facts	NNS
and	CC
principles	NNS
upon	IN
which	WDT
these	DT
claims	NNS
should	MD
be	VB
adjusted	VBN
,	,
and	CC
they	PRP
have	VBP
been	VBN
subjected	VBN
by	IN
both	DT
Governments	NNS
to	TO
a	DT
thorough	JJ
examination	NN
upon	IN
the	DT
principles	NNS
as	RB
well	RB
as	IN
the	DT
facts	NNS
which	WDT
they	PRP
involve	VBP
.	.
I	PRP
am	VBP
convinced	VBN
that	IN
a	DT
settlement	NN
upon	IN
the	DT
terms	NNS
mentioned	VBN
would	MD
be	VB
an	DT
equitable	JJ
and	CC
advantageous	JJ
one	CD
,	,
and	CC
I	PRP
recommend	VBP
that	IN
provision	NN
be	VB
made	VBN
for	IN
the	DT
prompt	JJ
payment	NN
of	IN
the	DT
stated	JJ
sum	NN
.	.
Thus	RB
far	RB
only	RB
France	NNP
and	CC
Portugal	NNP
have	VBP
signified	VBN
their	PRP$
willingness	NN
to	TO
adhere	VB
to	TO
the	DT
regulations	NNS
established	VBN
under	IN
the	DT
award	NN
of	IN
the	DT
Paris	NNP
Tribunal	NNP
of	IN
Arbitration	NNP
.	.
Preliminary	JJ
surveys	NNS
of	IN
the	DT
Alaskan	JJ
boundary	NN
and	CC
a	DT
preparatory	JJ
examination	NN
of	IN
the	DT
question	NN
of	IN
protection	NN
of	IN
food	NN
fish	NN
in	IN
the	DT
contiguous	JJ
waters	NNS
of	IN
the	DT
United	NNP
States	NNP
and	CC
the	DT
Dominion	NNP
of	IN
Canada	NNP
are	VBP
in	IN
progress	NN
.	.
The	DT
boundary	NN
of	IN
British	JJ
Guiana	NNP
still	RB
remains	VBZ
in	IN
dispute	NN
between	IN
Great	NNP
Britain	NNP
and	CC
Venezuela	NNP
.	.
Believing	VBG
that	IN
its	PRP$
early	JJ
settlement	NN
on	IN
some	DT
just	RB
basis	NN
alike	RB
honorable	JJ
to	TO
both	DT
parties	NNS
is	VBZ
in	IN
the	DT
line	NN
of	IN
our	PRP$
established	VBN
policy	NN
to	TO
remove	VB
from	IN
this	DT
hemisphere	NN
all	DT
causes	NNS
of	IN
difference	NN
with	IN
powers	NNS
beyond	IN
the	DT
sea	NN
,	,
I	PRP
shall	MD
renew	VB
the	DT
efforts	NNS
heretofore	RB
made	VBD
to	TO
bring	VB
about	IN
a	DT
restoration	NN
of	IN
diplomatic	JJ
relations	NNS
between	IN
the	DT
disputants	NNS
and	CC
to	TO
induce	VB
a	DT
reference	NN
to	TO
arbitration--a	NN
resort	NN
which	WDT
Great	NNP
Britain	NNP
so	RB
