token	pos
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
Vice	NNP
President	NNP
,	,
Members	NNP
of	IN
the	DT
105th	JJ
Congress	NNP
,	,
distinguished	JJ
guests	NNS
,	,
and	CC
my	PRP$
fellow	JJ
Americans	NNPS
:	:
I	PRP
think	VBP
I	PRP
should	MD
start	VB
by	IN
saying	VBG
thanks	NNS
for	IN
inviting	VBG
me	PRP
back	RB
.	.
I	PRP
come	VBP
before	IN
you	PRP
tonight	RB
with	IN
a	DT
challenge	NN
as	RB
great	JJ
as	IN
any	DT
in	IN
our	PRP$
peacetime	NN
history	NN
and	CC
a	DT
plan	NN
of	IN
action	NN
to	TO
meet	VB
that	DT
challenge	NN
,	,
to	TO
prepare	VB
our	PRP$
people	NNS
for	IN
the	DT
bold	JJ
new	JJ
world	NN
of	IN
the	DT
21st	JJ
century	NN
.	.
We	PRP
have	VBP
much	RB
to	TO
be	VB
thankful	JJ
for	IN
.	.
With	IN
4	CD
years	NNS
of	IN
growth	NN
,	,
we	PRP
have	VBP
won	VBN
back	RB
the	DT
basic	JJ
strength	NN
of	IN
our	PRP$
economy	NN
.	.
With	IN
crime	NN
and	CC
welfare	NN
rolls	NNS
declining	VBG
,	,
we	PRP
are	VBP
winning	VBG
back	RB
our	PRP$
optimism	NN
,	,
the	DT
enduring	VBG
faith	NN
that	IN
we	PRP
can	MD
master	VB
any	DT
difficulty	NN
.	.
With	IN
the	DT
cold	JJ
war	NN
receding	NN
and	CC
global	JJ
commerce	NN
at	IN
record	NN
levels	NNS
,	,
we	PRP
are	VBP
helping	VBG
to	TO
win	VB
an	DT
unrivaled	JJ
peace	NN
and	CC
prosperity	NN
all	RB
across	IN
the	DT
world	NN
.	.
My	PRP$
fellow	JJ
Americans	NNPS
,	,
the	DT
state	NN
of	IN
our	PRP$
Union	NNP
is	VBZ
strong	JJ
.	.
But	CC
now	RB
we	PRP
must	MD
rise	VB
to	TO
the	DT
decisive	JJ
moment	NN
,	,
to	TO
make	VB
a	DT
nation	NN
and	CC
a	DT
world	NN
better	RBR
than	IN
any	DT
we	PRP
have	VBP
ever	RB
known	VBN
.	.
The	DT
new	JJ
promise	NN
of	IN
the	DT
global	JJ
economy	NN
,	,
the	DT
information	NN
age	NN
,	,
unimagined	JJ
new	JJ
work	NN
,	,
life-enhancing	NN
technology	NN
,	,
all	PDT
these	DT
are	VBP
ours	JJ
to	TO
seize	VB
.	.
That	DT
is	VBZ
our	PRP$
honor	NN
and	CC
our	PRP$
challenge	NN
.	.
We	PRP
must	MD
be	VB
shapers	NNS
of	IN
events	NNS
,	,
not	RB
observers	NNS
,	,
for	IN
if	IN
we	PRP
do	VBP
not	RB
act	VB
,	,
the	DT
moment	NN
will	MD
pass	VB
,	,
and	CC
we	PRP
will	MD
lose	VB
the	DT
best	JJS
possibilities	NNS
of	IN
our	PRP$
future	NN
.	.
We	PRP
face	VBP
no	DT
imminent	JJ
threat	NN
,	,
but	CC
we	PRP
do	VBP
have	VB
an	DT
enemy	NN
.	.
The	DT
enemy	NN
of	IN
our	PRP$
time	NN
is	VBZ
inaction	NN
.	.
So	RB
