token	pos
IN	IN
FULFILLING	NNP
my	PRP$
duty	NN
to	TO
report	VB
upon	IN
the	DT
State	NN
of	IN
the	DT
Union	NNP
,	,
I	PRP
am	VBP
proud	JJ
to	TO
say	VB
to	TO
you	PRP
that	IN
the	DT
spirit	NN
of	IN
the	DT
American	JJ
people	NNS
was	VBD
never	RB
higher	JJR
than	IN
it	PRP
is	VBZ
today—the	VBN
Union	NNP
was	VBD
never	RB
more	RBR
closely	RB
knit	VBN
together—this	DT
country	NN
was	VBD
never	RB
more	RBR
deeply	RB
determined	VBN
to	TO
face	VB
the	DT
solemn	JJ
tasks	NNS
before	IN
it	PRP
.	.
The	DT
response	NN
of	IN
the	DT
American	JJ
people	NNS
has	VBZ
been	VBN
instantaneous	JJ
,	,
and	CC
it	PRP
will	MD
be	VB
sustained	VBN
until	IN
our	PRP$
security	NN
is	VBZ
assured	VBN
.	.
Exactly	RB
one	CD
year	NN
ago	IN
today	NN
I	PRP
said	VBD
to	TO
this	DT
Congress	NNP
:	:
"	``
When	WRB
the	DT
dictators	NNS
.	.
.	.
.	.
are	VBP
ready	JJ
to	TO
make	VB
war	NN
upon	IN
us	PRP
,	,
they	PRP
will	MD
not	RB
wait	VB
for	IN
an	DT
act	NN
of	IN
war	NN
on	IN
our	PRP$
part	NN
.	.
.	.
.	.
.	.
They—not	PRP
we—will	MD
choose	VB
the	DT
time	NN
and	CC
the	DT
place	NN
and	CC
the	DT
method	NN
of	IN
their	PRP$
attack	NN
.	.
"	''
We	PRP
now	RB
know	VBP
their	PRP$
choice	NN
of	IN
the	DT
time	NN
:	:
a	DT
peaceful	JJ
Sunday	NNP
morning	NN
—	NN
December	NNP
7	CD
,	,
1941	CD
.	.
We	PRP
know	VBP
their	PRP$
choice	NN
of	IN
the	DT
place	NN
:	:
an	DT
American	JJ
outpost	NN
in	IN
the	DT
Pacific	NNP
.	.
We	PRP
know	VBP
their	PRP$
choice	NN
of	IN
the	DT
method	NN
:	:
the	DT
method	NN
of	IN
Hitler	NNP
himself	PRP
.	.
Japan	NNP
's	POS
scheme	NN
of	IN
conquest	NN
goes	VBZ
back	RB
half	RB
a	DT
century	NN
.	.
It	PRP
was	VBD
not	RB
merely	RB
a	DT
policy	NN
of	IN
seeking	VBG
living	NN
room	NN
:	:
it	PRP
was	VBD
a	DT
plan	NN
which	WDT
included	VBD
the	DT
subjugation	NN
of	IN
all	PDT
the	DT
peoples	NNS
in	IN
the	DT
Far	NNP
East	NNP
and	CC
in	IN
the	DT
islands	NNS
of	IN
the	DT
Pacific	NNP
,	,
and	CC
the	DT
domination	NN
of	IN
that	DT
ocean	NN
by	IN
Japanese	JJ
military	JJ
and	CC
naval	JJ
control	NN
of	IN
the	DT
western	JJ
coasts	NNS
of	IN
North	NNP
,	,
Central	NNP
,	,
and	CC
South	NNP
America	NNP
.	.
The	DT
development	NN
of	IN
this	DT
ambitious	JJ
conspiracy	NN
was	VBD
marked	VBN
by	IN
the	DT
war	NN
against	IN
China	NNP
in	IN
1894	CD
;	:
the	DT
subsequent	JJ
occupation	NN
of	IN
Korea	NNP
;	:
the	DT
war	NN
against	IN
Russia	NNP
in	IN
1904	CD
;	:
the	DT
illegal	JJ
fortification	NN
of	IN
the	DT
mandated	VBN
Pacific	NNP
islands	NNS
following	VBG
1920	CD
;	:
the	DT
seizure	NN
of	IN
Manchuria	NNP
in	IN
1931	CD
;	:
and	CC
the	DT
invasion	NN
of	IN
China	NNP
in	IN
1937	CD
.	.
A	DT
similar	JJ
policy	NN
of	IN
criminal	JJ
conquest	NN
was	VBD
adopted	VBN
by	IN
Italy	NNP
.	.
The	DT
Fascists	NNS
first	RB
revealed	VBD
their	PRP$
imperial	JJ
designs	NNS
in	IN
Libya	NNP
and	CC
Tripoli	NNP
.	.
In	IN
1935	CD
they	PRP
seized	VBD
Abyssinia	NNP
.	.
Their	PRP$
goal	NN
was	VBD
the	DT
domination	NN
of	IN
all	DT
North	NNP
Africa	NNP
,	,
Egypt	NNP
,	,
parts	NNS
of	IN
France	NNP
,	,
and	CC
the	DT
entire	JJ
Mediterranean	JJ
world	NN
.	.
But	CC
the	DT
dreams	NNS
of	IN
empire	NN
of	IN
the	DT
Japanese	JJ
and	CC
Fascist	JJ
leaders	NNS
were	VBD
modest	JJ
in	IN
comparison	NN
with	IN
the	DT
gargantuan	JJ
aspirations	NNS
of	IN
Hitler	NNP
and	CC
his	PRP$
Nazis	NNS
.	.
Even	RB
before	IN
they	PRP
came	VBD
to	TO
power	NN
in	IN
1933	CD
,	,
their	PRP$
plans	NNS
for	IN
that	DT
conquest	NN
had	VBD
been	VBN
drawn	VBN
.	.
Those	DT
plans	NNS
provided	VBD
for	IN
ultimate	JJ
domination	NN
,	,
not	RB
of	IN
any	DT
one	CD
section	NN
of	IN
the	DT
world	NN
,	,
but	CC
of	IN
the	DT
whole	JJ
earth	NN
and	CC
all	PDT
the	DT
oceans	NNS
on	IN
it	PRP
.	.
When	WRB
Hitler	NNP
organized	VBD
his	PRP$
Berlin-Rome-Tokyo	NNP
alliance	NN
,	,
all	DT
these	DT
plans	NNS
of	IN
conquest	NN
became	VBD
a	DT
single	JJ
plan	NN
.	.
Under	IN
this	DT
,	,
in	IN
addition	NN
to	TO
her	PRP$
own	JJ
schemes	NNS
of	IN
conquest	NN
,	,
Japan	NNP
's	POS
role	NN
was	VBD
obviously	RB
to	TO
cut	VB
off	RP
our	PRP$
supply	NN
of	IN
weapons	NNS
of	IN
war	NN
to	TO
Britain	NNP
,	,
and	CC
Russia	NNP
and	CC
China	NNP
-	:
weapons	NNS
which	WDT
increasingly	RB
were	VBD
speeding	VBG
the	DT
day	NN
of	IN
Hitler	NNP
's	POS
doom	NN
.	.
The	DT
act	NN
of	IN
Japan	NNP
at	IN
Pearl	NNP
Harbor	NNP
was	VBD
intended	VBN
to	TO
stun	VB
us—to	PRP
terrify	VB
us	PRP
to	TO
such	JJ
an	DT
extent	NN
that	IN
we	PRP
would	MD
divert	VB
our	PRP$
industrial	JJ
and	CC
military	JJ
strength	NN
to	TO
the	DT
Pacific	NNP
area	NN
,	,
or	CC
even	RB
to	TO
our	PRP$
own	JJ
continental	JJ
defense	NN
.	.
The	DT
plan	NN
has	VBZ
failed	VBN
in	IN
its	PRP$
purpose	NN
.	.
We	PRP
have	VBP
not	RB
been	VBN
stunned	VBN
.	.
We	PRP
have	VBP
not	RB
been	VBN
terrified	VBN
or	CC
confused	VBN
.	.
This	DT
very	RB
reassembling	JJ
of	IN
the	DT
Seventy-seventh	JJ
Congress	NNP
today	NN
is	VBZ
proof	NN
of	IN
that	DT
;	:
for	IN
the	DT
mood	NN
of	IN
quiet	JJ
,	,
grim	JJ
resolution	NN
which	WDT
here	RB
prevails	VBZ
bodes	NNS
ill	RB
for	IN
those	DT
who	WP
conspired	VBD
and	CC
collaborated	VBD
to	TO
murder	VB
world	NN
peace	NN
.	.
That	DT
mood	NN
is	VBZ
stronger	JJR
than	IN
any	DT
mere	JJ
desire	NN
for	IN
revenge	NN
.	.
It	PRP
expresses	VBZ
the	DT
will	NN
of	IN
the	DT
American	JJ
people	NNS
to	TO
make	VB
very	RB
certain	JJ
that	IN
the	DT
world	NN
will	MD
never	RB
so	RB
suffer	VB
again	RB
.	.
Admittedly	RB
,	,
we	PRP
have	VBP
been	VBN
faced	VBN
with	IN
hard	JJ
choices	NNS
.	.
It	PRP
was	VBD
bitter	JJ
,	,
for	IN
example	NN
,	,
not	RB
to	TO
be	VB
able	JJ
to	TO
relieve	VB
the	DT
heroic	JJ
and	CC
historic	JJ
defenders	NNS
of	IN
Wake	NNP
Island	NNP
.	.
It	PRP
was	VBD
bitter	JJ
for	IN
us	PRP
not	RB
to	TO
be	VB
able	JJ
to	TO
land	VB
a	DT
million	CD
men	NNS
in	IN
a	DT
thousand	CD
ships	NNS
in	IN
the	DT
Philippine	NNP
Islands	NNP
.	.
But	CC
this	DT
adds	VBZ
only	RB
to	TO
our	PRP$
determination	NN
to	TO
see	VB
to	TO
it	PRP
that	IN
the	DT
Stars	NNP
and	CC
Stripes	NNP
will	MD
fly	VB
again	RB
over	IN
Wake	NNP
and	CC
Guam	NNP
.	.
Yes	UH
,	,
see	VB
to	TO
it	PRP
that	IN
the	DT
brave	JJ
people	NNS
of	IN
the	DT
Philippines	NNPS
will	MD
be	VB
rid	JJ
of	IN
Japanese	JJ
imperialism	NN
;	:
and	CC
will	MD
live	VB
in	IN
freedom	NN
,	,
security	NN
,	,
and	CC
independence	NN
.	.
Powerful	NNP
and	CC
offensive	JJ
actions	NNS
must	MD
and	CC
will	MD
be	VB
taken	VBN
in	IN
proper	JJ
time	NN
.	.
The	DT
consolidation	NN
of	IN
the	DT
United	NNP
Nations	NNPS
'	POS
total	JJ
war	NN
effort	NN
against	IN
our	PRP$
common	JJ
enemies	NNS
is	VBZ
being	VBG
achieved	VBN
.	.
That	DT
was	VBD
and	CC
is	VBZ
the	DT
purpose	NN
of	IN
conferences	NNS
which	WDT
have	VBP
been	VBN
held	VBN
during	IN
the	DT
past	JJ
two	CD
weeks	NNS
in	IN
Washington	NNP
,	,
and	CC
Moscow	NNP
and	CC
Chungking	NNP
.	.
That	DT
is	VBZ
the	DT
primary	JJ
objective	NN
of	IN
the	DT
declaration	NN
of	IN
solidarity	NN
signed	VBN
in	IN
Washington	NNP
on	IN
January	NNP
1	CD
,	,
1942	CD
,	,
by	IN
26	CD
Nations	NNS
united	VBN
against	IN
the	DT
Axis	NNP
powers	NNS
.	.
Difficult	JJ
choices	NNS
may	MD
have	VB
to	TO
be	VB
made	VBN
in	IN
the	DT
months	NNS
to	TO
come	VB
.	.
We	PRP
do	VBP
not	RB
shrink	VB
from	IN
such	JJ
decisions	NNS
.	.
We	PRP
and	CC
those	DT
united	VBN
with	IN
us	PRP
will	MD
make	VB
those	DT
decisions	NNS
with	IN
courage	NN
and	CC
determination	NN
.	.
Plans	NNS
have	VBP
been	VBN
laid	VBN
here	RB
and	CC
in	IN
the	DT
other	JJ
capitals	NNS
for	IN
coordinated	JJ
and	CC
cooperative	JJ
action	NN
by	IN
all	PDT
the	DT
United	NNP
Nations—military	NNP
action	NN
and	CC
economic	JJ
action	NN
.	.
Already	RB
we	PRP
have	VBP
established	VBN
,	,
as	IN
you	PRP
know	VBP
,	,
unified	VBN
command	NN
of	IN
land	NN
,	,
sea	NN
,	,
and	CC
air	NN
forces	NNS
in	IN
the	DT
southwestern	NN
Pacific	NNP
theater	NN
of	IN
war	NN
.	.
There	EX
will	MD
be	VB
a	DT
continuation	NN
of	IN
conferences	NNS
and	CC
consultations	NNS
among	IN
military	JJ
staffs	NNS
,	,
so	RB
that	IN
the	DT
plans	NNS
and	CC
operations	NNS
of	IN
each	DT
will	MD
fit	VB
into	IN
the	DT
general	JJ
strategy	NN
