token	pos
[	JJ
Delivered	NNP
in	IN
person	NN
before	IN
a	DT
joint	JJ
session	NN
at	IN
9:33	CD
p.m.	RB
]	SYM
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
Vice	NNP
President	NNP
,	,
distinguished	VBD
Members	NNS
of	IN
the	DT
Congress	NNP
:	:
I	PRP
share	VBP
with	IN
all	DT
of	IN
you	PRP
the	DT
grief	NN
that	IN
you	PRP
feel	VBP
at	IN
the	DT
death	NN
today	NN
of	IN
one	CD
of	IN
the	DT
most	RBS
beloved	JJ
,	,
respected	JJ
,	,
and	CC
effective	JJ
Members	NNS
of	IN
this	DT
body	NN
,	,
the	DT
distinguished	JJ
Representative	NN
from	IN
Rhode	NNP
Island	NNP
,	,
Mr.	NNP
Fogarty	NNP
.	.
I	PRP
have	VBP
come	VBN
here	RB
tonight	RB
to	TO
report	VB
to	TO
you	PRP
that	IN
this	DT
is	VBZ
a	DT
time	NN
of	IN
testing	NN
for	IN
our	PRP$
Nation	NNP
.	.
At	IN
home	NN
,	,
the	DT
question	NN
is	VBZ
whether	IN
we	PRP
will	MD
continue	VB
working	VBG
for	IN
better	JJR
opportunities	NNS
for	IN
all	DT
Americans	NNPS
,	,
when	WRB
most	JJS
Americans	NNPS
are	VBP
already	RB
living	VBG
better	JJR
than	IN
any	DT
people	NNS
in	IN
history	NN
.	.
Abroad	RB
,	,
the	DT
question	NN
is	VBZ
whether	IN
we	PRP
have	VBP
the	DT
staying	VBG
power	NN
to	TO
fight	VB
a	DT
very	RB
costly	JJ
war	NN
,	,
when	WRB
the	DT
objective	NN
is	VBZ
limited	VBN
and	CC
the	DT
danger	NN
to	TO
us	PRP
is	VBZ
seemingly	RB
remote	JJ
.	.
So	RB
our	PRP$
test	NN
is	VBZ
not	RB
whether	IN
we	PRP
shrink	VB
from	IN
our	PRP$
country	NN
's	POS
cause	NN
when	WRB
the	DT
dangers	NNS
to	TO
us	PRP
are	VBP
obvious	JJ
and	CC
dose	NN
at	IN
hand	NN
,	,
but	CC
,	,
rather	RB
,	,
whether	IN
we	PRP
carry	VBP
on	RP
when	WRB
they	PRP
seem	VBP
obscure	JJ
and	CC
distant--and	JJ
some	DT
think	VBP
that	IN
it	PRP
is	VBZ
safe	JJ
to	TO
lay	VB
down	RP
our	PRP$
burdens	NNS
.	.
I	PRP
have	VBP
come	VBN
tonight	RB
m	RBR
ask	VB
this	DT
Congress	NNP
and	CC
this	DT
Nation	NNP
to	TO
resolve	VB
that	DT
issue	NN
:	:
to	TO
meet	VB
our	PRP$
commitments	NNS
at	IN
home	NN
and	CC
abroad-to	DT
continue	VBP
to	TO
build	VB
a	DT
better	JJR
America--and	JJ
to	TO
reaffirm	VB
this	DT
Nation	NNP
's	POS
allegiance	NN
to	TO
freedom	NN
.	.
As	IN
President	NNP
Abraham	NNP
Lincoln	NNP
said	VBD
,	,
"	``
We	PRP
must	MD
ask	VB
where	WRB
we	PRP
are	VBP
,	,
and	CC
whither	JJ
we	PRP
are	VBP
tending	VBG
.	.
"	''
I.	NN
The	DT
last	JJ
3	CD
years	NNS
bear	VBP
witness	NN
to	TO
our	PRP$
determination	NN
to	TO
make	VB
this	DT
a	DT
better	JJR
country	NN
.	.
We	PRP
have	VBP
struck	VBN
down	RP
legal	JJ
barriers	NNS
to	TO
equality	NN
.	.
We	PRP
have	VBP
improved	VBN
the	DT
education	NN
of	IN
7	CD
million	CD
deprived	VBN
children	NNS
and	CC
this	DT
year	NN
alone	RB
we	PRP
have	VBP
enabled	VBN
almost	RB
1	CD
million	CD
students	NNS
to	TO
go	VB
to	TO
college	NN
.	.
We	PRP
have	VBP
brought	VBN
medical	JJ
care	NN
to	TO
older	JJR
people	NNS
who	WP
were	VBD
unable	JJ
to	TO
afford	VB
it	PRP
.	.
Three	CD
and	CC
one-half	NN
million	CD
Americans	NNPS
have	VBP
already	RB
received	VBN
treatment	NN
under	IN
Medicare	NNP
since	IN
July	NNP
.	.
We	PRP
have	VBP
built	VBN
a	DT
strong	JJ
economy	NN
that	WDT
has	VBZ
put	VBN
almost	RB
3	CD
million	CD
more	JJR
Americans	NNS
on	IN
the	DT
payrolls	NNS
in	IN
the	DT
last	JJ
year	NN
alone	RB
.	.
We	PRP
have	VBP
included	VBN
more	RBR
than	IN
9	CD
million	CD
new	JJ
workers	NNS
under	IN
a	DT
higher	JJR
minimum	NN
wage	NN
.	.
We	PRP
have	VBP
launched	VBN
new	JJ
training	NN
programs	NNS
to	TO
provide	VB
job	NN
skills	NNS
for	IN
almost	RB
1	CD
million	CD
Americans	NNPS
.	.
We	PRP
have	VBP
helped	VBN
more	RBR
than	IN
a	DT
thousand	CD
local	JJ
communities	NNS
to	TO
attack	VB
poverty	NN
in	IN
the	DT
neighborhoods	NNS
of	IN
the	DT
poor	JJ
.	.
We	PRP
have	VBP
set	VBN
out	RP
to	TO
rebuild	VB
our	PRP$
cities	NNS
on	IN
a	DT
scale	NN
that	WDT
has	VBZ
never	RB
been	VBN
attempted	VBN
before	RB
.	.
We	PRP
have	VBP
begun	VBN
to	TO
rescue	VB
our	PRP$
waters	NNS
from	IN
the	DT
menace	NN
of	IN
pollution	NN
and	CC
to	TO
restore	VB
the	DT
beauty	NN
of	IN
our	PRP$
land	NN
and	CC
our	PRP$
countryside	NN
,	,
our	PRP$
cities	NNS
and	CC
our	PRP$
towns	NNS
.	.
We	PRP
have	VBP
given	VBN
1	CD
million	CD
young	JJ
Americans	NNS
a	DT
chance	NN
to	TO
earn	VB
through	IN
the	DT
Neighborhood	NNP
Youth	NNP
Corps--or	NNP
through	IN
Head	NNP
Start	NNP
,	,
a	DT
chance	NN
to	TO
learn	VB
.	.
So	RB
together	RB
we	PRP
have	VBP
tried	VBN
to	TO
meet	VB
the	DT
needs	NNS
of	IN
our	PRP$
people	NNS
.	.
And	CC
,	,
we	PRP
have	VBP
succeeded	VBN
in	IN
creating	VBG
a	DT
better	JJR
life	NN
for	IN
the	DT
many	JJ
as	RB
well	RB
as	IN
the	DT
few	JJ
.	.
Now	RB
we	PRP
must	MD
answer	VB
whether	IN
our	PRP$
gains	NNS
shall	MD
be	VB
the	DT
foundations	NNS
of	IN
further	JJ
progress	NN
,	,
or	CC
whether	IN
they	PRP
shall	MD
be	VB
only	RB
monuments	NNS
to	TO
what	WP
might	MD
have	VB
been-abandoned	VBN
now	RB
by	IN
a	DT
people	NNS
who	WP
lacked	VBD
the	DT
will	NN
to	TO
see	VB
their	PRP$
great	JJ
work	NN
through	IN
.	.
I	PRP
believe	VBP
that	IN
our	PRP$
people	NNS
do	VBP
not	RB
want	VB
to	TO
quit--though	RB
the	DT
task	NN
is	VBZ
great	JJ
,	,
the	DT
work	NN
hard	RB
,	,
often	RB
frustrating	JJ
,	,
and	CC
success	NN
is	VBZ
a	DT
matter	NN
not	RB
of	IN
days	NNS
or	CC
months	NNS
,	,
but	CC
of	IN
years-and	NN
sometimes	RB
it	PRP
may	MD
be	VB
even	RB
decades	NNS
.	.
II	NNP
.	.
I	PRP
have	VBP
come	VBN
here	RB
tonight	RB
to	TO
discuss	VB
with	IN
you	PRP
five	CD
ways	NNS
of	IN
carrying	VBG
forward	RB
the	DT
progress	NN
of	IN
these	DT
last	JJ
3	CD
years	NNS
.	.
These	DT
five	CD
ways	NNS
concern	NN
programs	NNS
,	,
partnerships	NNS
,	,
priorities	NNS
,	,
prosperity	NN
,	,
and	CC
peace	NN
.	.
First	RB
,	,
programs	NNS
.	.
We	PRP
must	MD
see	VB
to	TO
it	PRP
,	,
I	PRP
think	VBP
,	,
that	IN
these	DT
new	JJ
programs	NNS
that	IN
we	PRP
have	VBP
passed	VBN
work	NN
effectively	RB
and	CC
are	VBP
administered	VBN
in	IN
the	DT
best	JJS
possible	JJ
way	NN
.	.
Three	CD
years	NNS
ago	RB
we	PRP
set	VBD
out	RP
to	TO
create	VB
these	DT
new	JJ
instruments	NNS
of	IN
social	JJ
progress	NN
.	.
This	DT
required	JJ
trial	NN
and	CC
error--and	NN
it	PRP
has	VBZ
produced	VBN
both	DT
.	.
But	CC
as	IN
we	PRP
learn	VBP
,	,
through	IN
success	NN
and	CC
failure	NN
,	,
we	PRP
are	VBP
changing	VBG
our	PRP$
strategy	NN
and	CC
we	PRP
are	VBP
trying	VBG
to	TO
improve	VB
our	PRP$
tactics	NNS
.	.
In	IN
the	DT
long	JJ
run	NN
,	,
these	DT
starts--some	JJ
rewarding	JJ
,	,
others	NNS
inadequate	JJ
and	CC
disappointing--are	JJ
crucial	JJ
to	TO
SUCCESS.	NNP
One	CD
example	NN
is	VBZ
the	DT
struggle	NN
to	TO
make	VB
life	NN
better	JJR
for	IN
the	DT
less	RBR
fortunate	JJ
among	IN
us.On	IN
a	DT
similar	JJ
occasion	NN
,	,
at	IN
this	DT
rostrum	NN
in	IN
1949	CD
,	,
I	PRP
heard	VBD
a	DT
great	JJ
American	NNP
President	NNP
,	,
Harry	NNP
S.	NNP
Truman	NNP
,	,
declare	VBP
this	DT
:	:
"	``
The	DT
American	JJ
people	NNS
have	VBP
decided	VBN
that	IN
poverty	NN
is	VBZ
just	RB
as	IN
wasteful	JJ
and	CC
just	RB
as	RB
unnecessary	JJ
as	IN
preventable	JJ
disease	NN
.	.
"	''
Many	JJ
listened	VBD
to	TO
President	NNP
Truman	NNP
that	DT
day	NN
here	RB
in	IN
this	DT
Chamber	NNP
,	,
but	CC
few	JJ
understood	VBD
what	WP
was	VBD
required	VBN
and	CC
did	VBD
anything	NN
about	IN
it	PRP
.	.
The	DT
executive	JJ
branch	NN
and	CC
the	DT
Congress	NNP
waited	VBD
15	CD
long	JJ
years	NNS
before	IN
ever	RB
taking	VBG
any	DT
action	NN
on	IN
that	DT
challenge	NN
,	,
as	IN
it	PRP
did	VBD
on	IN
many	JJ
other	JJ
challenges	NNS
that	IN
great	JJ
President	NNP
presented	VBD
.	.
And	CC
when	WRB
,	,
3	CD
years	NNS
ago	RB
,	,
you	PRP
here	RB
in	IN
the	DT
Congress	NNP
joined	VBD
with	IN
me	PRP
in	IN
a	DT
declaration	NN
of	IN
war	NN
on	IN
poverty	NN
,	,
then	RB
I	PRP
warned	VBD
,	,
