token	pos
Fellow	NNP
Citizens	NNPS
of	IN
the	DT
Senate	NNP
and	CC
of	IN
the	DT
House	NNP
of	IN
Representatives	NNPS
:	:
The	DT
representation	NN
of	IN
the	DT
people	NNS
has	VBZ
been	VBN
renewed	VBN
for	IN
the	DT
22nd	JJ
time	NN
since	IN
the	DT
Constitution	NNP
they	PRP
formed	VBD
has	VBZ
been	VBN
in	IN
force	NN
.	.
For	IN
near	JJ
half	NN
a	DT
century	NN
the	DT
Chief	NNP
Magistrates	NNP
who	WP
have	VBP
been	VBN
successively	RB
chosen	VBN
have	VBP
made	VBN
their	PRP$
annual	JJ
communications	NNS
of	IN
the	DT
state	NN
of	IN
the	DT
nation	NN
to	TO
its	PRP$
representatives	NNS
.	.
Generally	RB
these	DT
communications	NNS
have	VBP
been	VBN
of	IN
the	DT
most	RBS
gratifying	JJ
nature	NN
,	,
testifying	VBG
an	DT
advance	NN
in	IN
all	DT
the	DT
improvements	NNS
of	IN
social	JJ
and	CC
all	PDT
the	DT
securities	NNS
of	IN
political	JJ
life	NN
.	.
But	CC
frequently	RB
and	CC
justly	RB
as	IN
you	PRP
have	VBP
been	VBN
called	VBN
on	IN
to	TO
be	VB
grateful	JJ
for	IN
the	DT
bounties	NNS
of	IN
Providence	NNP
,	,
at	IN
few	JJ
periods	NNS
have	VBP
they	PRP
been	VBN
more	RBR
abundantly	RB
or	CC
extensively	RB
bestowed	VBD
than	IN
at	IN
the	DT
present	NN
;	:
rarely	RB
,	,
if	IN
ever	RB
,	,
have	VBP
we	PRP
had	VBD
greater	JJR
reason	NN
to	TO
congratulate	VB
each	DT
other	JJ
on	IN
the	DT
continued	JJ
and	CC
increasing	VBG
prosperity	NN
of	IN
our	PRP$
beloved	JJ
country	NN
.	.
Agriculture	NNP
,	,
the	DT
first	JJ
and	CC
most	RBS
important	JJ
occupation	NN
of	IN
man	NN
,	,
has	VBZ
compensated	VBN
the	DT
labors	NNS
of	IN
the	DT
husband-man	NN
with	IN
plentiful	JJ
crops	NNS
of	IN
all	PDT
the	DT
varied	JJ
products	NNS
of	IN
our	PRP$
extensive	JJ
country	NN
.	.
Manufactures	NNS
have	VBP
been	VBN
established	VBN
in	IN
which	WDT
the	DT
funds	NNS
of	IN
the	DT
capitalist	JJ
find	NN
a	DT
profitable	JJ
investment	NN
,	,
and	CC
which	WDT
give	VBP
employment	NN
and	CC
subsistence	NN
to	TO
a	DT
numerous	JJ
and	CC
increasing	VBG
body	NN
of	IN
industrious	JJ
and	CC
dexterous	JJ
mechanics	NNS
.	.
The	DT
laborer	NN
is	VBZ
rewarded	VBN
by	IN
high	JJ
wages	NNS
in	IN
the	DT
construction	NN
of	IN
works	NNS
of	IN
internal	JJ
improvement	NN
,	,
which	WDT
are	VBP
extending	VBG
with	IN
unprecedented	JJ
rapidity	NN
.	.
Science	NNP
is	VBZ
steadily	RB
penetrating	VBG
the	DT
recesses	NNS
of	IN
nature	NN
and	CC
disclosing	VBG
her	PRP$
secrets	NNS
,	,
while	IN
the	DT
ingenuity	NN
of	IN
free	JJ
minds	NNS
is	VBZ
subjecting	VBG
the	DT
elements	NNS
to	TO
the	DT
power	NN
of	IN
man	NN
and	CC
making	VBG
each	DT
new	JJ
conquest	NN
auxiliary	NN
to	TO
his	PRP$
comfort	NN
.	.
By	IN
our	PRP$
mails	NNS
,	,
whose	WP$
speed	NN
is	VBZ
regularly	RB
increased	VBN
and	CC
whose	WP$
routes	NNS
are	VBP
every	DT
year	NN
extended	VBN
,	,
the	DT
communication	NN
of	IN
public	JJ
intelligence	NN
and	CC
private	JJ
business	NN
is	VBZ
rendered	VBN
frequent	JJ
and	CC
safe	JJ
;	:
the	DT
intercourse	NN
between	IN
distant	JJ
cities	NNS
,	,
which	WDT
it	PRP
formerly	RB
required	VBD
weeks	NNS
to	TO
accomplish	VB
,	,
is	VBZ
now	RB
effected	VBN
in	IN
a	DT
few	JJ
days	NNS
;	:
and	CC
in	IN
the	DT
construction	NN
of	IN
rail	NN
roads	NNS
and	CC
the	DT
application	NN
of	IN
steam	NN
power	NN
we	PRP
have	VBP
a	DT
reasonable	JJ
prospect	NN
that	IN
the	DT
extreme	JJ
parts	NNS
of	IN
our	PRP$
country	NN
will	MD
be	VB
so	RB
much	JJ
approximated	VBN
and	CC
those	DT
most	RBS
isolated	VBN
by	IN
the	DT
obstacles	NNS
of	IN
nature	NN
rendered	VBD
so	RB
accessible	JJ
as	IN
to	TO
remove	VB
an	DT
apprehension	NN
some	DT
times	NNS
entertained	VBD
that	IN
the	DT
great	JJ
extent	NN
of	IN
the	DT
Union	NNP
would	MD
endanger	VB
its	PRP$
permanent	JJ
existence	NN
.	.
If	IN
from	IN
the	DT
satisfactory	JJ
view	NN
of	IN
our	PRP$
agriculture	NN
,	,
manufactures	VBZ
,	,
and	CC
internal	JJ
improvements	NNS
we	PRP
turn	VBP
to	TO
the	DT
state	NN
of	IN
our	PRP$
navigation	NN
and	CC
trade	NN
with	IN
foreign	JJ
nations	NNS
and	CC
between	IN
the	DT
States	NNPS
,	,
we	PRP
shall	MD
scarcely	RB
find	VB
less	JJR
cause	NN
for	IN
gratulation	NN
.	.
A	DT
beneficent	JJ
Providence	NNP
has	VBZ
provided	VBN
for	IN
their	PRP$
exercise	NN
and	CC
encouragement	NN
an	DT
extensive	JJ
coast	NN
,	,
indented	VBN
by	IN
capacious	JJ
bays	NNS
,	,
noble	JJ
rivers	NNS
,	,
inland	NN
seas	NNS
;	:
with	IN
a	DT
country	NN
productive	JJ
of	IN
every	DT
material	NN
for	IN
ship	NN
building	NN
and	CC
every	DT
commodity	NN
for	IN
gainful	JJ
commerce	NN
,	,
and	CC
filled	VBN
with	IN
a	DT
population	NN
active	JJ
,	,
intelligent	JJ
,	,
well-informed	JJ
,	,
and	CC
fearless	JJ
of	IN
danger	NN
.	.
These	DT
advantages	NNS
are	VBP
not	RB
neglected	VBN
,	,
and	CC
