token	pos
Fellow-Citizens	NNS
of	IN
the	DT
Senate	NNP
and	CC
of	IN
the	DT
House	NNP
of	IN
Representatives	NNPS
:	:
It	PRP
is	VBZ
to	TO
me	PRP
a	DT
source	NN
of	IN
unaffected	JJ
satisfaction	NN
to	TO
meet	VB
the	DT
representatives	NNS
of	IN
the	DT
States	NNP
and	CC
the	DT
people	NNS
in	IN
Congress	NNP
assembled	VBD
,	,
as	IN
it	PRP
will	MD
be	VB
to	TO
receive	VB
the	DT
aid	NN
of	IN
their	PRP$
combined	VBN
wisdom	NN
in	IN
the	DT
administration	NN
of	IN
public	JJ
affairs	NNS
.	.
In	IN
performing	VBG
for	IN
the	DT
first	JJ
time	NN
the	DT
duty	NN
imposed	VBN
on	IN
me	PRP
by	IN
the	DT
Constitution	NNP
of	IN
giving	VBG
to	TO
you	PRP
information	NN
of	IN
the	DT
state	NN
of	IN
the	DT
Union	NNP
and	CC
recommending	VBG
to	TO
your	PRP$
consideration	NN
such	JJ
measures	NNS
as	IN
in	IN
my	PRP$
judgment	NN
are	VBP
necessary	JJ
and	CC
expedient	JJ
,	,
I	PRP
am	VBP
happy	JJ
that	IN
I	PRP
can	MD
congratulate	VB
you	PRP
on	IN
the	DT
continued	JJ
prosperity	NN
of	IN
our	PRP$
country	NN
.	.
Under	IN
the	DT
blessings	NNS
of	IN
Divine	NNP
Providence	NNP
and	CC
the	DT
benign	JJ
influence	NN
of	IN
our	PRP$
free	JJ
institutions	NNS
,	,
it	PRP
stands	VBZ
before	IN
the	DT
world	NN
a	DT
spectacle	NN
of	IN
national	JJ
happiness	NN
.	.
With	IN
our	PRP$
unexampled	JJ
advancement	NN
in	IN
all	PDT
the	DT
elements	NNS
of	IN
national	JJ
greatness	NN
,	,
the	DT
affection	NN
of	IN
the	DT
people	NNS
is	VBZ
confirmed	VBN
for	IN
the	DT
Union	NNP
of	IN
the	DT
States	NNP
and	CC
for	IN
the	DT
doctrines	NNS
of	IN
popular	JJ
liberty	NN
which	WDT
lie	VBP
at	IN
the	DT
foundation	NN
of	IN
our	PRP$
Government	NN
.	.
It	PRP
becomes	VBZ
us	PRP
in	IN
humility	NN
to	TO
make	VB
our	PRP$
devout	NN
acknowledgments	VBZ
to	TO
the	DT
Supreme	NNP
Ruler	NNP
of	IN
the	DT
Universe	NNP
for	IN
the	DT
inestimable	JJ
civil	JJ
and	CC
religious	JJ
blessings	NNS
with	IN
which	WDT
we	PRP
are	VBP
favored	VBN
.	.
In	IN
calling	VBG
the	DT
attention	NN
of	IN
Congress	NNP
to	TO
our	PRP$
relations	NNS
with	IN
foreign	JJ
powers	NNS
,	,
I	PRP
am	VBP
gratified	VBN
to	TO
be	VB
able	JJ
to	TO
state	VB
that	IN
though	IN
with	IN
some	DT
of	IN
them	PRP
there	RB
have	VBP
existed	VBN
since	IN
your	PRP$
last	JJ
session	NN
serious	JJ
causes	NNS
of	IN
irritation	NN
and	CC
misunderstanding	NN
,	,
yet	RB
no	DT
actual	JJ
hostilities	NNS
have	VBP
taken	VBN
place	NN
.	.
Adopting	VBG
the	DT
maxim	NN
in	IN
the	DT
conduct	NN
of	IN
our	PRP$
foreign	JJ
affairs	NNS
"	``
to	TO
ask	VB
nothing	NN
that	WDT
is	VBZ
not	RB
right	JJ
and	CC
submit	VB
to	TO
nothing	NN
that	WDT
is	VBZ
wrong	JJ
,	,
"	''
it	PRP
has	VBZ
been	VBN
my	PRP$
anxious	JJ
desire	NN
to	TO
preserve	VB
peace	NN
with	IN
all	DT
nations	NNS
,	,
but	CC
at	IN
the	DT
same	JJ
time	NN
to	TO
be	VB
prepared	VBN
to	TO
resist	VB
aggression	NN
and	CC
maintain	VB
all	DT
our	PRP$
just	RB
rights	NNS
.	.
In	IN
pursuance	NN
of	IN
the	DT
joint	JJ
resolution	NN
of	IN
Congress	NNP
"	''
for	IN
annexing	VBG
Texas	NNP
to	TO
the	DT
United	NNP
States	NNPS
,	,
"	''
my	PRP$
predecessor	NN
,	,
on	IN
the	DT
3d	JJ
day	NN
of	IN
March	NNP
,	,
1845	CD
,	,
elected	VBN
to	TO
submit	VB
the	DT
first	JJ
and	CC
second	JJ
sections	NNS
of	IN
that	DT
resolution	NN
to	TO
the	DT
Republic	NNP
of	IN
Texas	NNP
as	IN
an	DT
overture	NN
on	IN
the	DT
part	NN
of	IN
the	DT
United	NNP
States	NNP
for	IN
her	PRP$
admission	NN
as	IN
a	DT
State	NN
into	IN
our	PRP$
Union	NNP
.	.
This	DT
election	NN
I	PRP
approved	VBD
,	,
and	CC
accordingly	RB
the	DT
charge	NN
'	POS
d'affaires	NNS
of	IN
the	DT
United	NNP
States	NNPS
in	IN
Texas	NNP
,	,
under	IN
instructions	NNS
of	IN
the	DT
10th	JJ
of	IN
March	NNP
,	,
1845	CD
,	,
presented	VBD
these	DT
sections	NNS
of	IN
the	DT
resolution	NN
for	IN
the	DT
acceptance	NN
of	IN
that	DT
Republic	NNP
.	.
The	DT
executive	JJ
government	NN
,	,
the	DT
Congress	NNP
,	,
and	CC
the	DT
people	NNS
of	IN
Texas	NNP
in	IN
convention	NN
have	VBP
successively	RB
complied	VBN
with	IN
all	PDT
the	DT
terms	NNS
and	CC
conditions	NNS
of	IN
the	DT
joint	JJ
resolution	NN
.	.
A	DT
constitution	NN
for	IN
the	DT
government	NN
of	IN
the	DT
State	NNP
of	IN
Texas	NNP
,	,
formed	VBN
by	IN
a	DT
convention	NN
of	IN
deputies	NNS
,	,
is	VBZ
herewith	IN
laid	VBN
before	IN
Congress	NNP
.	.
It	PRP
is	VBZ
well	RB
known	VBN
,	,
also	RB
,	,
that	IN
the	DT
people	NNS
of	IN
Texas	NNP
at	IN
the	DT
polls	NNS
have	VBP
accepted	VBN
the	DT
terms	NNS
of	IN
annexation	NN
and	CC
ratified	VBD
the	DT
constitution	NN
.	.
I	PRP
communicate	VB
to	TO
Congress	NNP
the	DT
correspondence	NN
between	IN
the	DT
Secretary	NNP
of	IN
State	NNP
and	CC
our	PRP$
charge	NN
'	POS
d'affaires	NNS
in	IN
Texas	NNP
,	,
and	CC
also	RB
the	DT
correspondence	NN
of	IN
the	DT
latter	NN
with	IN
the	DT
authorities	NNS
of	IN
Texas	NNP
,	,
together	RB
with	IN
the	DT
official	JJ
documents	NNS
transmitted	VBN
by	IN
him	PRP
to	TO
his	PRP$
own	JJ
Government	NN
.	.
The	DT
terms	NNS
of	IN
annexation	NN
which	WDT
were	VBD
offered	VBN
by	IN
the	DT
United	NNP
States	NNPS
having	VBG
been	VBN
accepted	VBN
by	IN
Texas	NNP
,	,
the	DT
public	JJ
faith	NN
of	IN
both	DT
parties	NNS
is	VBZ
solemnly	RB
pledged	VBN
to	TO
the	DT
compact	NN
of	IN
their	PRP$
union	NN
.	.
Nothing	NN
remains	VBZ
to	TO
consummate	VB
the	DT
event	NN
but	CC
the	DT
passage	NN
of	IN
an	DT
act	NN
by	IN
Congress	NNP
to	TO
admit	VB
the	DT
State	NNP
of	IN
Texas	NNP
into	IN
the	DT
Union	NNP
upon	IN
an	DT
equal	JJ
footing	NN
with	IN
the	DT
original	JJ
States	NNPS
.	.
Strong	JJ
reasons	NNS
exist	VBP
why	WRB
this	DT
should	MD
be	VB
done	VBN
at	IN
an	DT
early	JJ
period	NN
of	IN
the	DT
session	NN
.	.
It	PRP
will	MD
be	VB
observed	VBN
that	IN
by	IN
the	DT
constitution	NN
of	IN
Texas	NNP
the	DT
existing	VBG
government	NN
is	VBZ
only	RB
continued	VBN
temporarily	RB
till	IN
Congress	NNP
can	MD
act	VB
,	,
and	CC
that	IN
the	DT
third	JJ
Monday	NNP
of	IN
the	DT
present	JJ
month	NN
is	VBZ
the	DT
day	NN
appointed	VBD
for	IN
holding	VBG
the	DT
first	JJ
general	JJ
election	NN
.	.
On	IN
that	DT
day	NN
a	DT
governor	NN
,	,
a	DT
lieutenant-governor	NN
,	,
and	CC
both	DT
branches	NNS
of	IN
the	DT
legislature	NN
will	MD
be	VB
chosen	VBN
by	IN
the	DT
people	NNS
.	.
The	DT
President	NNP
of	IN
Texas	NNP
is	VBZ
required	VBN
,	,
immediately	RB
after	IN
the	DT
receipt	NN
of	IN
official	JJ
information	NN
that	IN
the	DT
new	JJ
State	NNP
has	VBZ
been	VBN
admitted	VBN
into	IN
our	PRP$
Union	NNP
by	IN
Congress	NNP
,	,
to	TO
convene	VB
the	DT
legislature	NN
,	,
and	CC
upon	IN
its	PRP$
meeting	NN
the	DT
existing	VBG
government	NN
will	MD
be	VB
superseded	VBN
and	CC
the	DT
State	NNP
government	NN
organized	VBD
.	.
Questions	NNS
deeply	RB
interesting	JJ
to	TO
Texas	NNP
,	,
in	IN
common	JJ
with	IN
the	DT
other	JJ
States	NNS
,	,
the	DT
extension	NN
of	IN
our	PRP$
revenue	NN
laws	NNS
and	CC
judicial	JJ
system	NN
over	IN
her	PRP$
people	NNS
and	CC
territory	NN
,	,
as	RB
well	RB
as	IN
measures	NNS
of	IN
a	DT
local	JJ
character	NN
,	,
will	MD
claim	VB
the	DT
early	JJ
attention	NN
of	IN
Congress	NNP
,	,
and	CC
therefore	RB
upon	IN
every	DT
principle	NN
of	IN
republican	JJ
government	NN
she	PRP
ought	MD
to	TO
be	VB
represented	VBN
in	IN
that	DT
body	NN
without	IN
unnecessary	JJ
delay	NN
.	.
I	PRP
can	MD
not	RB
too	RB
earnestly	RB
recommend	VB
prompt	JJ
action	NN
on	IN
this	DT
important	JJ
subject	NN
.	.
As	RB
soon	RB
as	IN
the	DT
act	NN
to	TO
admit	VB
Texas	NNP
as	IN
a	DT
State	NNP
shall	MD
be	VB
passed	VBN
the	DT
union	NN
of	IN
the	DT
two	CD
Republics	NNS
will	MD
be	VB
consummated	VBN
by	IN
their	PRP$
own	JJ
voluntary	JJ
consent	NN
.	.
This	DT
accession	NN
to	TO
our	PRP$
territory	NN
has	VBZ
been	VBN
a	DT
bloodless	JJ
achievement	NN
.	.
No	DT
arm	NN
of	IN
force	NN
has	VBZ
been	VBN
raised	VBN
to	TO
produce	VB
the	DT
result	NN
.	.
The	DT
sword	NN
has	VBZ
had	VBN
no	DT
part	NN
in	IN
the	DT
victory	NN
.	.
We	PRP
have	VBP
not	RB
sought	VBN
to	TO
extend	VB
our	PRP$
territorial	JJ
possessions	NNS
by	IN
conquest	NN
,	,
or	CC
our	PRP$
republican	JJ
institutions	NNS
over	IN
a	DT
reluctant	JJ
people	NNS
.	.
It	PRP
was	VBD
the	DT
deliberate	JJ
homage	NN
of	IN
each	DT
people	NNS
to	TO
the	DT
great	JJ
principle	NN
of	IN
our	PRP$
federative	JJ
union	NN
.	.
If	IN
we	PRP
consider	VBP
the	DT
extent	NN
of	IN
territory	NN
involved	VBN
in	IN
the	DT
annexation	NN
,	,
its	PRP$
prospective	JJ
influence	NN
on	IN
America	NNP
,	,
the	DT
means	NNS
by	IN
which	WDT
it	PRP
has	VBZ
been	VBN
accomplished	VBN
,	,
