token	pos
Mr.	NNP
Speaker	NNP
,	,
Mr.	NNP
President	NNP
,	,
distinguished	VBD
Members	NNS
of	IN
the	DT
Congress	NNP
,	,
honored	VBN
guests	NNS
,	,
and	CC
fellow	JJ
citizens	NNS
:	:
Thank	VB
you	PRP
for	IN
allowing	VBG
me	PRP
to	TO
delay	VB
my	PRP$
address	NN
until	IN
this	DT
evening	NN
.	.
We	PRP
paused	VBD
together	RB
to	TO
mourn	VB
and	CC
honor	VB
the	DT
valor	NN
of	IN
our	PRP$
seven	CD
Challenger	NNP
heroes	NNS
.	.
And	CC
I	PRP
hope	VBP
that	IN
we	PRP
are	VBP
now	RB
ready	JJ
to	TO
do	VB
what	WP
they	PRP
would	MD
want	VB
us	PRP
to	TO
do	VB
:	:
Go	VB
forward	RB
,	,
America	NNP
,	,
and	CC
reach	VB
for	IN
the	DT
stars	NNS
.	.
We	PRP
will	MD
never	RB
forget	VB
those	DT
brave	JJ
seven	CD
,	,
but	CC
we	PRP
shall	MD
go	VB
forward	RB
.	.
Mr.	NNP
Speaker	NNP
,	,
before	IN
I	PRP
begin	VBP
my	PRP$
prepared	JJ
remarks	NNS
,	,
may	MD
I	PRP
point	VB
out	RP
that	IN
tonight	NN
marks	VBZ
the	DT
10th	JJ
and	CC
last	JJ
State	NN
of	IN
the	DT
Union	NNP
Message	NN
that	IN
you	PRP
've	VBP
presided	VBN
over	RP
.	.
And	CC
on	IN
behalf	NN
of	IN
the	DT
American	JJ
people	NNS
,	,
I	PRP
want	VBP
to	TO
salute	VB
you	PRP
for	IN
your	PRP$
service	NN
to	TO
Congress	NNP
and	CC
country	NN
.	.
Here	RB
's	VBZ
to	TO
you	PRP
!	.
[Applause	''
]	SYM
I	PRP
have	VBP
come	VBN
to	TO
review	VB
with	IN
you	PRP
the	DT
progress	NN
of	IN
our	PRP$
nation	NN
,	,
to	TO
speak	VB
of	IN
unfinished	JJ
work	NN
,	,
and	CC
to	TO
set	VB
our	PRP$
sights	NNS
on	IN
the	DT
future	NN
.	.
I	PRP
am	VBP
pleased	VBN
to	TO
report	VB
the	DT
state	NN
of	IN
our	PRP$
Union	NNP
is	VBZ
stronger	JJR
than	IN
a	DT
year	NN
ago	RB
and	CC
growing	VBG
stronger	JJR
each	DT
day	NN
.	.
Tonight	RB
we	PRP
look	VBP
out	RP
on	IN
a	DT
rising	VBG
America	NNP
,	,
firm	NN
of	IN
heart	NN
,	,
united	VBN
in	IN
spirit	NN
,	,
powerful	JJ
in	IN
pride	NN
and	CC
patriotism	NN
.	.
America	NNP
is	VBZ
on	IN
the	DT
move	NN
!	.
But	CC
it	PRP
was	VBD
n't	RB
long	RB
ago	RB
that	IN
we	PRP
looked	VBD
out	RP
on	IN
a	DT
different	JJ
land	NN
:	:
locked	VBN
factory	NN
gates	NNS
,	,
long	RB
gasoline	NN
lines	NNS
,	,
intolerable	JJ
prices	NNS
,	,
and	CC
interest	NN
rates	NNS
turning	VBG
the	DT
greatest	JJS
country	NN
on	IN
Earth	NNP
into	IN
a	DT
land	NN
of	IN
broken	JJ
dreams	NNS
.	.
Government	NN
growing	VBG
beyond	IN
