token	pos
Madam	NNP
Speaker	NNP
,	,
Mr.	NNP
Vice	NNP
President	NNP
,	,
Members	NNP
of	IN
Congress	NNP
,	,
the	DT
First	JJ
Lady	NNP
of	IN
the	DT
United	NNP
States--she	NNP
's	POS
around	RB
here	RB
somewhere	RB
:	:
I	PRP
have	VBP
come	VBN
here	RB
tonight	RB
not	RB
only	RB
to	TO
address	VB
the	DT
distinguished	JJ
men	NNS
and	CC
women	NNS
in	IN
this	DT
great	JJ
Chamber	NNP
,	,
but	CC
to	TO
speak	VB
frankly	RB
and	CC
directly	RB
to	TO
the	DT
men	NNS
and	CC
women	NNS
who	WP
sent	VBD
us	PRP
here	RB
.	.
I	PRP
know	VBP
that	IN
for	IN
many	JJ
Americans	NNPS
watching	VBG
right	NN
now	RB
,	,
the	DT
state	NN
of	IN
our	PRP$
economy	NN
is	VBZ
a	DT
concern	NN
that	IN
rises	NNS
above	IN
all	DT
others	NNS
,	,
and	CC
rightly	RB
so	RB
.	.
If	IN
you	PRP
have	VBP
n't	RB
been	VBN
personally	RB
affected	VBN
by	IN
this	DT
recession	NN
,	,
you	PRP
probably	RB
know	VBP
someone	NN
who	WP
has	VBZ
:	:
a	DT
friend	NN
,	,
a	DT
neighbor	NN
,	,
a	DT
member	NN
of	IN
your	PRP$
family	NN
.	.
You	PRP
do	VBP
n't	RB
need	VB
to	TO
hear	VB
another	DT
list	NN
of	IN
statistics	NNS
to	TO
know	VB
that	IN
our	PRP$
economy	NN
is	VBZ
in	IN
crisis	NN
,	,
because	IN
you	PRP
live	VBP
it	PRP
every	DT
day	NN
.	.
It	PRP
's	VBZ
the	DT
worry	NN
you	PRP
wake	VBP
up	RP
with	IN
and	CC
the	DT
source	NN
of	IN
sleepless	JJ
nights	NNS
.	.
It	PRP
's	VBZ
the	DT
job	NN
you	PRP
thought	VBD
you	PRP
'd	MD
retire	VB
from	IN
but	CC
now	RB
have	VBP
lost	VBN
,	,
the	DT
business	NN
you	PRP
built	VBD
your	PRP$
dreams	NNS
upon	IN
that	DT
's	VBZ
now	RB
hanging	VBG
by	IN
a	DT
thread	NN
,	,
the	DT
college	NN
acceptance	NN
letter	NN
your	PRP$
child	NN
had	VBD
to	TO
put	VB
back	RB
in	IN
the	DT
envelope	NN
.	.
The	DT
impact	NN
of	IN
this	DT
recession	NN
is	VBZ
real	JJ
,	,
and	CC
it	PRP
is	VBZ
everywhere	RB
.	.
But	CC
while	IN
our	PRP$
economy	NN
may	MD
be	VB
weakened	VBN
and	CC
our	PRP$
