token	pos
Fellow-Citizens	NNS
of	IN
the	DT
Senate	NNP
and	CC
of	IN
the	DT
House	NNP
of	IN
Representatives	NNPS
:	:
The	DT
Constitution	NNP
requires	VBZ
that	IN
the	DT
President	NNP
shall	MD
from	IN
time	NN
to	TO
time	NN
not	RB
only	RB
recommend	VB
to	TO
the	DT
consideration	NN
of	IN
Congress	NNP
such	JJ
measures	NNS
as	IN
he	PRP
may	MD
judge	VB
necessary	JJ
and	CC
expedient	JJ
,	,
but	CC
also	RB
that	IN
he	PRP
shall	MD
give	VB
information	NN
to	TO
them	PRP
of	IN
the	DT
state	NN
of	IN
the	DT
Union	NNP
.	.
To	TO
do	VB
this	DT
fully	RB
involves	VBZ
exposition	NN
of	IN
all	DT
matters	NNS
in	IN
the	DT
actual	JJ
condition	NN
of	IN
the	DT
country	NN
,	,
domestic	JJ
or	CC
foreign	JJ
,	,
which	WDT
essentially	RB
concern	NN
the	DT
general	JJ
welfare	NN
.	.
While	IN
performing	VBG
his	PRP$
constitutional	JJ
duty	NN
in	IN
this	DT
respect	NN
,	,
the	DT
President	NNP
does	VBZ
not	RB
speak	VB
merely	RB
to	TO
express	VB
personal	JJ
convictions	NNS
,	,
but	CC
as	IN
the	DT
executive	JJ
minister	NN
of	IN
the	DT
Government	NNP
,	,
enabled	VBN
by	IN
his	PRP$
position	NN
and	CC
called	VBD
upon	IN
by	IN
his	PRP$
official	JJ
obligations	NNS
to	TO
scan	VB
with	IN
an	DT
impartial	JJ
eye	NN
the	DT
interests	NNS
of	IN
the	DT
whole	JJ
and	CC
of	IN
every	DT
part	NN
of	IN
the	DT
United	NNP
States	NNP
.	.
Of	IN
the	DT
condition	NN
of	IN
the	DT
domestic	JJ
interests	NNS
of	IN
the	DT
Union--its	NNS
agriculture	NN
,	,
mines	NNS
,	,
manufactures	VBZ
,	,
navigation	NN
,	,
and	CC
commerce--it	NN
is	VBZ
necessary	JJ
only	RB
to	TO
say	VB
that	IN
the	DT
internal	JJ
prosperity	NN
of	IN
the	DT
country	NN
,	,
its	PRP$
continuous	JJ
and	CC
steady	JJ
advancement	NN
in	IN
wealth	NN
and	CC
population	NN
and	CC
in	IN
private	JJ
as	RB
well	RB
as	IN
public	JJ
well-being	NN
,	,
attest	VBG
the	DT
wisdom	NN
of	IN
our	PRP$
institutions	NNS
and	CC
the	DT
predominant	JJ
spirit	NN
of	IN
intelligence	NN
and	CC
patriotism	NN
which	WDT
,	,
notwithstanding	IN
occasional	JJ
irregularities	NNS
of	IN
opinion	NN
or	CC
action	NN
resulting	VBG
from	IN
popular	JJ
freedom	NN
,	,
has	VBZ
distinguished	VBN
and	CC
characterized	VBN
the	DT
people	NNS
of	IN
America	NNP
.	.
In	IN
the	DT
brief	JJ
interval	NN
between	IN
the	DT
termination	NN
of	IN
the	DT
last	JJ
and	CC
the	DT
commencement	NN
of	IN
the	DT
present	JJ
session	NN
of	IN
Congress	NNP
the	DT
public	JJ
mind	NN
has	VBZ
been	VBN
occupied	VBN
with	IN
the	DT
care	NN
of	IN
selecting	VBG
for	IN
another	DT
constitutional	JJ
term	NN
the	DT
President	NNP
and	CC
Vice-President	NNP
of	IN
the	DT
United	NNP
States	NNP
.	.
The	DT
determination	NN
of	IN
the	DT
persons	NNS
who	WP
are	VBP
of	IN
right	JJ
,	,
or	CC
contingently	RB
,	,
to	TO
preside	VB
over	IN
the	DT
administration	NN
of	IN
the	DT
Government	NNP
is	VBZ
under	IN
our	PRP$
system	NN
committed	VBN
to	TO
the	DT
States	NNPS
and	CC
the	DT
people	NNS
.	.
We	PRP
appeal	VBP
to	TO
them	PRP
,	,
by	IN
their	PRP$
voice	NN
pronounced	VBD
in	IN
the	DT
forms	NNS
of	IN
law	NN
,	,
to	TO
call	VB
whomsoever	IN
they	PRP
will	MD
to	TO
the	DT
high	JJ
post	NN
of	IN
Chief	NNP
Magistrate	NNP
.	.
And	CC
thus	RB
it	PRP
is	VBZ
that	IN
as	IN
the	DT
Senators	NNPS
represent	VBP
the	DT
respective	JJ
States	NNS
of	IN
the	DT
Union	NNP
and	CC
the	DT
members	NNS
of	IN
the	DT
House	NNP
of	IN
Representatives	NNPS
the	DT
several	JJ
constituencies	NNS
of	IN
each	DT
State	NN
,	,
so	IN
the	DT
President	NNP
represents	VBZ
the	DT
aggregate	JJ
population	NN
of	IN
the	DT
United	NNP
States	NNP
.	.
Their	PRP$
election	NN
of	IN
him	PRP
is	VBZ
the	DT
explicit	JJ
and	CC
solemn	JJ
act	NN
of	IN
the	DT
sole	JJ
sovereign	JJ
authority	NN
of	IN
the	DT
Union	NNP
.	.
It	PRP
is	VBZ
impossible	JJ
to	TO
misapprehend	VB
the	DT
great	JJ
principles	NNS
which	WDT
by	IN
their	PRP$
recent	JJ
political	JJ
action	NN
the	DT
people	NNS
of	IN
the	DT
United	NNP
States	NNPS
have	VBP
sanctioned	VBN
and	CC
announced	VBN
.	.
They	PRP
have	VBP
asserted	VBN
the	DT
constitutional	JJ
equality	NN
of	IN
each	DT
and	CC
all	DT
of	IN
the	DT
States	NNS
of	IN
the	DT
Union	NNP
as	IN
States	NNPS
:	:
they	PRP
have	VBP
affirmed	VBN
the	DT
constitutional	JJ
equality	NN
of	IN
each	DT
and	CC
all	DT
of	IN
the	DT
citizens	NNS
of	IN
the	DT
United	NNP
States	NNP
as	IN
citizens	NNS
,	,
whatever	WDT
their	PRP$
religion	NN
,	,
wherever	WRB
their	PRP$
birth	NN
or	CC
their	PRP$
residence	NN
;	:
they	PRP
have	VBP
maintained	VBN
the	DT
inviolability	NN
of	IN
the	DT
constitutional	JJ
rights	NNS
of	IN
the	DT
different	JJ
sections	NNS
of	IN
the	DT
Union	NNP
,	,
and	CC
they	PRP
have	VBP
proclaimed	VBN
their	PRP$
devoted	JJ
and	CC
unalterable	JJ
attachment	NN
to	TO
the	DT
Union	NNP
and	CC
to	TO
the	DT
Constitution	NNP
,	,
as	IN
objects	NNS
of	IN
interest	NN
superior	JJ
to	TO
all	DT
subjects	NNS
of	IN
local	JJ
or	CC
sectional	JJ
controversy	NN
,	,
as	IN
the	DT
safeguard	NN
of	IN
the	DT
rights	NNS
of	IN
all	DT
,	,
as	IN
the	DT
spirit	NN
and	CC
the	DT
essence	NN
of	IN
the	DT
liberty	NN
,	,
peace	NN
,	,
and	CC
greatness	NN
of	IN
the	DT
Republic	NNP
.	.
In	IN
doing	VBG
this	DT
they	PRP
have	VBP
at	IN
the	DT
same	JJ
time	NN
emphatically	RB
condemned	VBD
the	DT
idea	NN
of	IN
organizing	VBG
in	IN
these	DT
United	NNP
States	NNPS
mere	JJ
geographical	JJ
parties	NNS
,	,
of	IN
marshaling	VBG
in	IN
hostile	JJ
array	NN
toward	IN
each	DT
other	JJ
the	DT
different	JJ
parts	NNS
of	IN
the	DT
country	NN
,	,
North	NNP
or	CC
South	NNP
,	,
East	NNP
or	CC
West	NNP
.	.
Schemes	NNP
of	IN
this	DT
nature	NN
,	,
fraught	NN
with	IN
incalculable	JJ
mischief	NN
,	,
and	CC
which	WDT
the	DT
considerate	JJ
sense	NN
of	IN
the	DT
people	NNS
has	VBZ
rejected	VBN
,	,
could	MD
have	VB
had	VBD
countenance	NN
in	IN
no	DT
part	NN
of	IN
the	DT
country	NN
had	VBD
they	PRP
not	RB
been	VBN
disguised	VBN
by	IN
suggestions	NNS
plausible	JJ
in	IN
appearance	NN
,	,
acting	VBG
upon	IN
an	DT
excited	JJ
state	NN
of	IN
the	DT
public	JJ
mind	NN
,	,
induced	VBN
by	IN
causes	NNS
temporary	JJ
in	IN
their	PRP$
character	NN
and	CC
,	,
it	PRP
is	VBZ
to	TO
be	VB
hoped	VBN
,	,
transient	NN
in	IN
their	PRP$
influence	NN
.	.
Perfect	JJ
liberty	NN
of	IN
association	NN
for	IN
political	JJ
objects	NNS
and	CC
the	DT
widest	JJS
scope	NN
of	IN
discussion	NN
are	VBP
the	DT
received	VBN
and	CC
ordinary	JJ
conditions	NNS
of	IN
government	NN
in	IN
our	PRP$
country	NN
.	.
Our	PRP$
institutions	NNS
,	,
framed	VBN
in	IN
the	DT
spirit	NN
of	IN
confidence	NN
in	IN
the	DT
intelligence	NN
and	CC
integrity	NN
of	IN
the	DT
people	NNS
,	,
do	VBP
not	RB
forbid	VB
citizens	NNS
,	,
either	CC
individually	RB
or	CC
associated	VBN
together	RB
,	,
to	TO
attack	VB
by	IN
writing	VBG
,	,
speech	NN
,	,
or	CC
any	DT
other	JJ
methods	NNS
short	JJ
of	IN
physical	JJ
force	NN
the	DT
Constitution	NNP
and	CC
the	DT
very	JJ
existence	NN
of	IN
the	DT
Union	NNP
.	.
Under	IN
the	DT
shelter	NN
of	IN
this	DT
great	JJ
liberty	NN
,	,
and	CC
protected	VBN
by	IN
the	DT
laws	NNS
and	CC
usages	NNS
of	IN
the	DT
Government	NN
they	PRP
assail	VBP
,	,
associations	NNS
have	VBP
been	VBN
formed	VBN
in	IN
some	DT
of	IN
the	DT
States	NNS
of	IN
individuals	NNS
who	WP
,	,
pretending	VBG
to	TO
seek	VB
only	RB
to	TO
prevent	VB
the	DT
spread	NN
of	IN
the	DT
institution	NN
of	IN
slavery	NN
into	IN
the	DT
present	JJ
or	CC
future	JJ
inchoate	NN
States	NNS
of	IN
the	DT
Union	NNP
,	,
are	VBP
really	RB
inflamed	VBN
with	IN
desire	NN
to	TO
change	VB
the	DT
domestic	JJ
institutions	NNS
of	IN
existing	VBG
States	NNS
.	.
To	TO
accomplish	VB
their	PRP$
objects	NNS
they	PRP
dedicate	VBP
themselves	PRP
to	TO
the	DT
odious	JJ
task	NN
of	IN
depreciating	VBG
the	DT
government	NN
organization	NN
which	WDT
stands	VBZ
in	IN
their	PRP$
way	NN
and	CC
of	IN
calumniating	VBG
with	IN
indiscriminate	JJ
invective	NN
not	RB
only	RB
the	DT
citizens	NNS
of	IN
particular	JJ
States	NNS
with	IN
whose	WP$
laws	NNS
they	PRP
find	VBP
fault	NN
,	,
but	CC
all	DT
others	NNS
of	IN
their	PRP$
fellow	JJ
citizens	NNS
throughout	IN
the	DT
country	NN
who	WP
do	VBP
not	RB
participate	VB
with	IN
them	PRP
in	IN
their	PRP$
assaults	NNS
upon	IN
the	DT
Constitution	NNP
,	,
framed	VBN
and	CC
adopted	VBN
by	IN
our	PRP$
fathers	NNS
,	,
and	CC
claiming	VBG
for	IN
the	DT
privileges	NNS
it	PRP
has	VBZ
secured	VBN
and	CC
the	DT
blessings	NNS
it	PRP
has	VBZ
conferred	VBN
the	DT
steady	JJ
support	NN
and	CC
grateful	JJ
reverence	NN
of	IN
their	PRP$
children	NNS
.	.
They	PRP
seek	VBP
an	DT
object	NN
which	WDT
they	PRP
well	RB
know	VBP
to	TO
be	VB
a	DT
revolutionary	JJ
one	CD
.	.
They	PRP
are	VBP
perfectly	RB
aware	JJ
that	IN
the	DT
change	NN
in	IN
the	DT
relative	JJ
condition	NN
of	IN
the	DT
white	JJ
