token	pos
To	TO
this	DT
end	NN
the	DT
cooperation	NN
of	IN
the	DT
legislative	JJ
department	NN
.	.
of	IN
the	DT
Government	NN
is	VBZ
required	VBN
alike	RB
by	IN
the	DT
necessities	NNS
of	IN
the	DT
case	NN
and	CC
by	IN
public	JJ
opinion	NN
.	.
Members	NNS
of	IN
Congress	NNP
will	MD
not	RB
be	VB
relieved	VBN
from	IN
the	DT
demands	NNS
made	VBN
upon	IN
them	PRP
with	IN
reference	NN
to	TO
appointments	NNS
to	TO
office	NN
until	IN
by	IN
legislative	JJ
enactment	NN
the	DT
pernicious	JJ
practice	NN
is	VBZ
condemned	VBN
and	CC
forbidden	VBN
.	.
Fellow-Citizens	NNS
of	IN
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
I	PRP
congratulate	VBP
you	PRP
on	IN
the	DT
continued	JJ
and	CC
increasing	VBG
prosperity	NN
of	IN
our	PRP$
country	NN
.	.
By	IN
the	DT
favor	NN
of	IN
Divine	NNP
Providence	NNP
we	PRP
have	VBP
been	VBN
blessed	VBN
during	IN
the	DT
past	JJ
year	NN
with	IN
health	NN
,	,
with	IN
abundant	JJ
harvests	NNS
,	,
with	IN
profitable	JJ
employment	NN
for	IN
all	DT
our	PRP$
people	NNS
,	,
and	CC
with	IN
contentment	NN
at	IN
home	NN
,	,
and	CC
with	IN
peace	NN
and	CC
friendship	NN
with	IN
other	JJ
nations	NNS
.	.
The	DT
occurrence	NN
of	IN
the	DT
twenty-fourth	JJ
election	NN
of	IN
Chief	NNP
Magistrate	NNP
has	VBZ
afforded	VBN
another	DT
opportunity	NN
to	TO
the	DT
people	NNS
of	IN
the	DT
United	NNP
States	NNP
to	TO
exhibit	VB
to	TO
the	DT
world	NN
a	DT
significant	JJ
example	NN
of	IN
the	DT
peaceful	JJ
and	CC
safe	JJ
transmission	NN
of	IN
the	DT
power	NN
and	CC
authority	NN
of	IN
government	NN
from	IN
the	DT
public	JJ
servants	NNS
whose	WP$
terms	NNS
of	IN
office	NN
are	VBP
about	IN
to	TO
expire	VB
to	TO
their	PRP$
newly	RB
chosen	VBN
successors	NNS
.	.
This	DT
example	NN
can	MD
not	RB
fail	VB
to	TO
impress	VB
profoundly	RB
thoughtful	JJ
people	NNS
of	IN
other	JJ
countries	NNS
with	IN
the	DT
advantages	NNS
which	WDT
republican	VBP
institutions	NNS
afford	VB
.	.
The	DT
immediate	JJ
,	,
general	JJ
,	,
and	CC
cheerful	JJ
acquiescence	NN
of	IN
all	DT
good	JJ
citizens	NNS
in	IN
the	DT
result	NN
of	IN
the	DT
election	NN
gives	VBZ
gratifying	VBG
assurance	NN
to	TO
our	PRP$
country	NN
and	CC
to	TO
its	PRP$
friends	NNS
throughout	IN
the	DT
world	NN
that	IN
a	DT
government	NN
based	VBN
on	IN
the	DT
free	JJ
consent	NN
of	IN
an	DT
intelligent	JJ
and	CC
patriotic	JJ
people	NNS
possesses	NNS
elements	NNS
of	IN
strength	NN
,	,
stability	NN
,	,
and	CC
permanency	NN
not	RB
found	VBN
in	IN
any	DT
other	JJ
form	NN
of	IN
government	NN
.	.
Continued	NNP
opposition	NN
to	TO
the	DT
full	JJ
and	CC
free	JJ
enjoyment	NN
of	IN
the	DT
rights	NNS
of	IN
citizenship	NN
conferred	VBN
upon	IN
the	DT
colored	JJ
people	NNS
by	IN
the	DT
recent	JJ
amendments	NNS
to	TO
the	DT
Constitution	NNP
still	RB
prevails	VBZ
in	IN
several	JJ
of	IN
the	DT
late	JJ
slaveholding	VBG
States	NNPS
.	.
It	PRP
has	VBZ
,	,
perhaps	RB
,	,
not	RB
been	VBN
manifested	VBN
in	IN
the	DT
recent	JJ
election	NN
to	TO
any	DT
large	JJ
extent	NN
in	IN
acts	NNS
of	IN
violence	NN
or	CC
intimidation	NN
.	.
It	PRP
has	VBZ
,	,
however	RB
,	,
by	IN
fraudulent	JJ
practices	NNS
in	IN
connection	NN
with	IN
the	DT
ballots	NNS
,	,
with	IN
the	DT
regulations	NNS
as	IN
to	TO
the	DT
places	NNS
and	CC
manner	NN
of	IN
voting	VBG
,	,
and	CC
with	IN
counting	VBG
,	,
returning	VBG
,	,
and	CC
canvassing	VBG
the	DT
votes	NNS
cast	NN
,	,
been	VBN
successful	JJ
in	IN
defeating	VBG
the	DT
exercise	NN
of	IN
the	DT
right	JJ
preservative	NN
of	IN
all	DT
rights--the	JJ
right	NN
of	IN
suffrage--which	JJ
the	DT
Constitution	NNP
expressly	RB
confers	VBZ
upon	IN
our	PRP$
enfranchised	JJ
citizens	NNS
.	.
It	PRP
is	VBZ
the	DT
desire	NN
of	IN
the	DT
good	JJ
people	NNS
of	IN
the	DT
whole	JJ
country	NN
that	WDT
sectionalism	NN
as	IN
a	DT
factor	NN
in	IN
our	PRP$
politics	NNS
should	MD
disappear	VB
.	.
They	PRP
prefer	VBP
that	IN
no	DT
section	NN
of	IN
the	DT
country	NN
should	MD
be	VB
united	VBN
in	IN
solid	JJ
opposition	NN
to	TO
any	DT
other	JJ
section	NN
.	.
The	DT
disposition	NN
to	TO
refuse	VB
a	DT
prompt	JJ
and	CC
hearty	JJ
obedience	NN
to	TO
the	DT
equal-rights	NNS
amendments	NNS
to	TO
the	DT
Constitution	NNP
is	VBZ
all	DT
that	IN
now	RB
stands	VBZ
in	IN
the	DT
way	NN
of	IN
a	DT
complete	JJ
obliteration	NN
of	IN
sectional	JJ
lines	NNS
in	IN
our	PRP$
political	JJ
contests	NNS
.	.
As	RB
long	RB
as	IN
either	DT
of	IN
these	DT
amendments	NNS
is	VBZ
flagrantly	RB
violated	VBN
or	CC
disregarded	VBN
,	,
it	PRP
is	VBZ
safe	JJ
to	TO
assume	VB
that	IN
the	DT
people	NNS
who	WP
placed	VBD
them	PRP
in	IN
the	DT
Constitution	NNP
,	,
as	IN
embodying	VBG
the	DT
legitimate	JJ
results	NNS
of	IN
the	DT
war	NN
for	IN
the	DT
Union	NNP
,	,
and	CC
who	WP
believe	VBP
them	PRP
to	TO
be	VB
wise	JJ
and	CC
necessary	JJ
,	,
will	MD
continue	VB
to	TO
act	VB
together	RB
and	CC
to	TO
insist	VB
that	IN
they	PRP
shall	MD
be	VB
obeyed	VBN
.	.
The	DT
paramount	JJ
question	NN
still	RB
is	VBZ
as	IN
to	TO
the	DT
enjoyment	NN
of	IN
the	DT
fight	NN
by	IN
every	DT
American	JJ
citizen	NN
who	WP
has	VBZ
the	DT
requisite	NN
qualifications	NNS
to	TO
freely	RB
cast	VBD
his	PRP$
vote	NN
and	CC
to	TO
have	VB
it	PRP
honestly	RB
counted	VBD
.	.
With	IN
this	DT
question	NN
rightly	RB
settled	VBD
,	,
the	DT
country	NN
will	MD
be	VB
relieved	VBN
of	IN
the	DT
contentions	NNS
of	IN
the	DT
past	NN
;	:
bygones	NNS
will	MD
indeed	RB
be	VB
bygones	NNS
,	,
and	CC
political	JJ
and	CC
party	NN
issues	NNS
,	,
with	IN
respect	NN
to	TO
economy	NN
and	CC
efficiency	NN
of	IN
administration	NN
,	,
internal	JJ
improvements	NNS
,	,
the	DT
tariff	NN
,	,
domestic	JJ
taxation	NN
,	,
education	NN
,	,
finance	NN
,	,
and	CC
other	JJ
important	JJ
subjects	NNS
,	,
will	MD
then	RB
receive	VB
their	PRP$
full	JJ
share	NN
of	IN
attention	NN
;	:
but	CC
resistance	NN
to	TO
and	CC
nullification	NN
of	IN
the	DT
results	NNS
of	IN
the	DT
war	NN
will	MD
unite	VB
together	RB
in	IN
resolute	JJ
purpose	NN
for	IN
their	PRP$
support	NN
all	DT
who	WP
maintain	VBP
the	DT
authority	NN
of	IN
the	DT
Government	NNP
and	CC
the	DT
perpetuity	NN
of	IN
the	DT
Union	NNP
,	,
and	CC
who	WP
adequately	RB
appreciate	VBP
the	DT
value	NN
of	IN
the	DT
victory	NN
achieved	VBD
.	.
This	DT
determination	NN
proceeds	VBZ
from	IN
no	DT
hostile	JJ
sentiment	NN
or	CC
feeling	NN
to	TO
any	DT
part	NN
of	IN
the	DT
people	NNS
of	IN
our	PRP$
country	NN
or	CC
to	TO
any	DT
of	IN
their	PRP$
interests	NNS
.	.
The	DT
inviolability	NN
of	IN
the	DT
amendments	NNS
rests	VBZ
upon	IN
the	DT
fundamental	JJ
principle	NN
of	IN
our	PRP$
Government	NN
.	.
They	PRP
are	VBP
the	DT
solemn	JJ
expression	NN
of	IN
the	DT
will	NN
of	IN
the	DT
people	NNS
of	IN
the	DT
United	NNP
States	NNP
.	.
The	DT
sentiment	NN
that	IN
the	DT
constitutional	JJ
rights	NNS
of	IN
all	DT
our	PRP$
citizens	NNS
must	MD
be	VB
maintained	VBN
does	VBZ
not	RB
grow	VB
weaker	JJR
.	.
It	PRP
will	MD
continue	VB
to	TO
control	VB
the	DT
Government	NN
of	IN
the	DT
country	NN
.	.
Happily	RB
,	,
the	DT
history	NN
of	IN
the	DT
late	JJ
election	NN
shows	VBZ
that	IN
in	IN
many	JJ
parts	NNS
of	IN
the	DT
country	NN
where	WRB
opposition	NN
to	TO
the	DT
fifteenth	JJ
amendment	NN
has	VBZ
heretofore	RB
prevailed	VBD
it	PRP
is	VBZ
diminishing	VBG
,	,
and	CC
is	VBZ
likely	JJ
to	TO
cease	VB
altogether	RB
if	IN
firm	NN
and	CC
well-considered	JJ
action	NN
is	VBZ
taken	VBN
by	IN
Congress	NNP
.	.
I	PRP
