token	pos
Washington	NNP
spoke	VBD
these	DT
words	NNS
to	TO
his	PRP$
countrymen	NNS
when	WRB
,	,
followed	VBN
by	IN
their	PRP$
love	NN
and	CC
gratitude	NN
,	,
he	PRP
voluntarily	RB
retired	VBD
from	IN
the	DT
cares	NNS
of	IN
public	JJ
life	NN
.	.
"	``
To	TO
keep	VB
in	IN
all	DT
things	NNS
within	IN
the	DT
pale	JJ
of	IN
our	PRP$
constitutional	JJ
powers	NNS
and	CC
cherish	VB
the	DT
Federal	NNP
Union	NNP
as	IN
the	DT
only	JJ
rock	NN
of	IN
safety	NN
"	''
were	VBD
prescribed	VBN
by	IN
Jefferson	NNP
as	IN
rules	NNS
of	IN
action	NN
to	TO
endear	VB
to	TO
his	PRP$
"	``
countrymen	NNS
the	DT
true	JJ
principles	NNS
of	IN
their	PRP$
Constitution	NNP
and	CC
promote	VBP
a	DT
union	NN
of	IN
sentiment	NN
and	CC
action	NN
,	,
equally	RB
auspicious	JJ
to	TO
their	PRP$
happiness	NN
and	CC
safety	NN
.	.
"	''
Jackson	NNP
held	VBD
that	IN
the	DT
action	NN
of	IN
the	DT
General	NNP
Government	NNP
should	MD
always	RB
be	VB
strictly	RB
confined	VBN
to	TO
the	DT
sphere	NN
of	IN
its	PRP$
appropriate	JJ
duties	NNS
,	,
and	CC
justly	RB
and	CC
forcibly	RB
urged	VBD
that	IN
our	PRP$
Government	NN
is	VBZ
not	RB
to	TO
be	VB
maintained	VBN
nor	CC
our	PRP$
Union	NNP
preserved	VBD
"	``
by	IN
invasions	NNS
of	IN
the	DT
rights	NNS
and	CC
powers	NNS
of	IN
the	DT
several	JJ
States	NNS
.	.
In	IN
thus	RB
attempting	VBG
to	TO
make	VB
our	PRP$
General	NNP
Government	NNP
strong	JJ
we	PRP
make	VBP
it	PRP
weak	JJ
.	.
Its	PRP$
true	JJ
strength	NN
consists	VBZ
in	IN
leaving	VBG
individuals	NNS
and	CC
States	NNS
as	RB
much	RB
as	IN
possible	JJ
to	TO
themselves	PRP
;	:
in	IN
making	VBG
itself	PRP
felt	VBD
,	,
not	RB
in	IN
its	PRP$
power	NN
,	,
but	CC
in	IN
its	PRP$
beneficence	NN
;	:
not	RB
in	IN
its	PRP$
control	NN
,	,
but	CC
in	IN
its	PRP$
protection	NN
;	:
not	RB
in	IN
binding	NN
the	DT
States	NNS
more	RBR
closely	RB
to	TO
the	DT
center	NN
,	,
but	CC
leaving	VBG
each	DT
to	TO
move	VB
unobstructed	JJ
in	IN
its	PRP$
proper	JJ
constitutional	JJ
orbit	NN
.	.
"	''
These	DT
are	VBP
the	DT
teachings	NNS
of	IN
men	NNS
whose	WP$
deeds	NNS
and	CC
services	NNS
have	VBP
made	VBN
them	PRP
illustrious	JJ
,	,
and	CC
who	WP
,	,
long	RB
since	IN
withdrawn	VBN
from	IN
the	DT
scenes	NNS
of	IN
life	NN
,	,
have	VBP
left	VBN
to	TO
their	PRP$
country	NN
the	DT
rich	JJ
legacy	NN
of	IN
their	PRP$
example	NN
,	,
their	PRP$
wisdom	NN
,	,
and	CC
their	PRP$
patriotism	NN
.	.
Drawing	VBG
fresh	JJ
inspiration	NN
from	IN
their	PRP$
lessons	NNS
,	,
let	VB
us	PRP
emulate	VB
them	PRP
in	IN
love	NN
of	IN
country	NN
and	CC
respect	NN
for	IN
the	DT
Constitution	NNP
and	CC
the	DT
laws	NNS
.	.
Fellow-Citizens	NNS
of	IN
the	DT
Senate	NNP
and	CC
House	NNP
of	IN
Representatives	NNPS
:	:
After	IN
a	DT
brief	JJ
interval	NN
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNP
resumes	VBZ
its	PRP$
annual	JJ
legislative	JJ
labors	NNS
.	.
An	DT
all-wise	JJ
and	CC
merciful	JJ
Providence	NNP
has	VBZ
abated	VBN
the	DT
pestilence	NN
which	WDT
visited	VBD
our	PRP$
shores	NNS
,	,
leaving	VBG
its	PRP$
calamitous	JJ
traces	NNS
upon	IN
some	DT
portions	NNS
of	IN
our	PRP$
country	NN
.	.
Peace	NNP
,	,
order	NN
,	,
tranquillity	NN
,	,
and	CC
civil	JJ
authority	NN
have	VBP
been	VBN
formally	RB
declared	VBN
to	TO
exist	VB
throughout	IN
the	DT
whole	NN
of	IN
the	DT
United	NNP
States	NNP
.	.
In	IN
all	DT
of	IN
the	DT
States	NNP
civil	JJ
authority	NN
has	VBZ
superseded	VBN
the	DT
coercion	NN
of	IN
arms	NNS
,	,
and	CC
the	DT
people	NNS
,	,
by	IN
their	PRP$
voluntary	JJ
action	NN
,	,
are	VBP
maintaining	VBG
their	PRP$
governments	NNS
in	IN
full	JJ
activity	NN
and	CC
complete	JJ
operation	NN
.	.
The	DT
enforcement	NN
of	IN
the	DT
laws	NNS
is	VBZ
no	DT
longer	RB
"obstructed	VBN
in	IN
any	DT
State	NN
by	IN
combinations	NNS
too	RB
powerful	JJ
to	TO
be	VB
suppressed	VBN
by	IN
the	DT
ordinary	JJ
course	NN
of	IN
judicial	JJ
proceedings	NNS
,	,
"	''
and	CC
the	DT
animosities	NNS
engendered	VBN
by	IN
the	DT
war	NN
are	VBP
rapidly	RB
yielding	VBG
to	TO
the	DT
beneficent	JJ
influences	NNS
of	IN
our	PRP$
free	JJ
institutions	NNS
and	CC
to	TO
the	DT
kindly	JJ
effects	NNS
of	IN
unrestricted	JJ
social	JJ
and	CC
commercial	JJ
intercourse	NN
.	.
An	DT
entire	JJ
restoration	NN
of	IN
fraternal	JJ
feeling	NN
must	MD
be	VB
the	DT
earnest	JJ
wish	NN
of	IN
every	DT
patriotic	JJ
heart	NN
;	:
and	CC
we	PRP
will	MD
have	VB
accomplished	VBN
our	PRP$
grandest	JJ
national	JJ
achievement	NN
when	WRB
,	,
forgetting	VBG
the	DT
sad	JJ
events	NNS
of	IN
the	DT
past	NN
and	CC
remembering	VBG
only	RB
their	PRP$
instructive	JJ
lessons	NNS
,	,
we	PRP
resume	VBP
our	PRP$
onward	JJ
career	NN
as	IN
a	DT
free	JJ
,	,
prosperous	JJ
,	,
and	CC
united	VBN
people	NNS
.	.
In	IN
my	PRP$
message	NN
of	IN
the	DT
4th	JJ
of	IN
December	NNP
,	,
1865	CD
,	,
Congress	NNP
was	VBD
informed	VBN
of	IN
the	DT
measures	NNS
which	WDT
had	VBD
been	VBN
instituted	VBN
by	IN
the	DT
Executive	NNP
with	IN
a	DT
view	NN
to	TO
the	DT
gradual	JJ
restoration	NN
of	IN
the	DT
States	NNP
in	IN
which	WDT
the	DT
insurrection	NN
occurred	VBD
to	TO
their	PRP$
relations	NNS
with	IN
the	DT
General	NNP
Government	NNP
.	.
Provisional	NNP
governors	NNS
had	VBD
been	VBN
appointed	VBN
,	,
conventions	NNS
called	VBD
,	,
governors	NNS
elected	VBN
,	,
legislatures	NNS
assembled	VBN
,	,
and	CC
Senators	NNS
and	CC
Representatives	NNS
chosen	VBN
to	TO
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNP
.	.
Courts	NNS
had	VBD
been	VBN
opened	VBN
for	IN
the	DT
enforcement	NN
of	IN
laws	NNS
long	RB
in	IN
abeyance	NN
.	.
The	DT
blockade	NN
had	VBD
been	VBN
removed	VBN
,	,
custom-houses	NNS
reestablished	VBD
,	,
and	CC
the	DT
internal-revenue	JJ
laws	NNS
put	VBD
in	IN
force	NN
,	,
in	IN
order	NN
that	IN
the	DT
people	NNS
might	MD
contribute	VB
to	TO
the	DT
national	JJ
income	NN
.	.
Postal	JJ
operations	NNS
had	VBD
been	VBN
renewed	VBN
,	,
and	CC
efforts	NNS
were	VBD
being	VBG
made	VBN
to	TO
restore	VB
them	PRP
to	TO
their	PRP$
former	JJ
condition	NN
of	IN
efficiency	NN
.	.
The	DT
States	NNS
themselves	PRP
had	VBD
been	VBN
asked	VBN
to	TO
take	VB
Dart	NNP
in	IN
the	DT
high	JJ
function	NN
of	IN
amending	VBG
the	DT
Constitution	NNP
,	,
and	CC
of	IN
thus	RB
sanctioning	VBG
the	DT
extinction	NN
of	IN
African	JJ
slavery	NN
as	IN
one	CD
of	IN
the	DT
legitimate	JJ
results	NNS
of	IN
our	PRP$
internecine	JJ
struggle	NN
.	.
Having	VBG
progressed	VBD
thus	RB
far	RB
,	,
the	DT
executive	NN
department	NN
found	VBD
that	IN
it	PRP
had	VBD
accomplished	VBN
nearly	RB
all	DT
that	DT
was	VBD
within	IN
the	DT
scope	NN
of	IN
its	PRP$
constitutional	JJ
authority	NN
.	.
One	CD
thing	NN
,	,
however	RB
,	,
yet	RB
remained	VBD
to	TO
be	VB
done	VBN
before	IN
the	DT
work	NN
of	IN
restoration	NN
could	MD
be	VB
completed	VBN
,	,
and	CC
that	DT
was	VBD
