token	pos
To	TO
the	DT
Congress	NNP
of	IN
the	DT
United	NNP
States	NNPS
:	:
Once	RB
again	RB
it	PRP
is	VBZ
my	PRP$
Constitutional	JJ
duty	NN
to	TO
assess	VB
the	DT
state	NN
of	IN
the	DT
Union	NNP
.	.
On	IN
each	DT
such	JJ
previous	JJ
occasion	NN
during	IN
these	DT
past	JJ
eight	CD
years	NNS
I	PRP
have	VBP
outlined	VBN
a	DT
forward	JJ
course	NN
designed	VBN
to	TO
achieve	VB
our	PRP$
mutual	JJ
objective--a	NN
better	JJR
America	NNP
in	IN
a	DT
world	NN
of	IN
peace	NN
.	.
This	DT
time	NN
my	PRP$
function	NN
is	VBZ
different	JJ
.	.
The	DT
American	JJ
people	NNS
,	,
in	IN
free	JJ
election	NN
,	,
have	VBP
selected	VBN
new	JJ
leadership	NN
which	WDT
soon	RB
will	MD
be	VB
entrusted	VBN
with	IN
the	DT
management	NN
of	IN
our	PRP$
government	NN
.	.
A	DT
new	JJ
President	NNP
shortly	RB
will	MD
lay	VB
before	IN
you	PRP
his	PRP$
proposals	NNS
to	TO
shape	VB
the	DT
future	NN
of	IN
our	PRP$
great	JJ
land	NN
.	.
To	TO
him	PRP
,	,
every	DT
citizen	NN
,	,
whatever	WDT
his	PRP$
political	JJ
beliefs	NNS
,	,
prayerfully	RB
extends	VBZ
best	JJS
wishes	NNS
for	IN
good	JJ
health	NN
and	CC
for	IN
wisdom	NN
and	CC
success	NN
in	IN
coping	VBG
with	IN
the	DT
problems	NNS
that	WDT
confront	VBP
our	PRP$
Nation	NN
.	.
For	IN
my	PRP$
part	NN
,	,
I	PRP
should	MD
like	VB
,	,
first	RB
,	,
to	TO
express	VB
to	TO
you	PRP
of	IN
the	DT
Congress	NNP
,	,
my	PRP$
appreciation	NN
of	IN
your	PRP$
devotion	NN
to	TO
the	DT
common	JJ
good	JJ
and	CC
your	PRP$
friendship	NN
over	IN
these	DT
difficult	JJ
years	NNS
.	.
I	PRP
will	MD
carry	VB
with	IN
me	PRP
pleasant	JJ
memories	NNS
of	IN
this	DT
association	NN
in	IN
endeavors	NNS
profoundly	RB
significant	JJ
to	TO
all	DT
our	PRP$
people	NNS
.	.
We	PRP
have	VBP
been	VBN
through	IN
a	DT
lengthy	JJ
period	NN
in	IN
which	WDT
the	DT
control	NN
over	IN
the	DT
executive	NN
and	CC
legislative	JJ
branches	NNS
of	IN
government	NN
has	VBZ
been	VBN
divided	VBN
between	IN
our	PRP$
two	CD
great	JJ
political	JJ
parties	NNS
.	.
Differences	NNS
,	,
of	IN
course	NN
,	,
we	PRP
have	VBP
